Feature,[G3.1.1.1.1],[G3.1.1.1.2],[G3.1.1.1.3],[G3.1.1.1.4],[G3.1.1.1.5],[G3.1.1.1.6],[G3.1.1.1.7],[G3.1.1.1.8],[G3.1.1.1.9],[G3.1.1.1.10],[G3.1.1.1.11],[G3.1.1.1.12],[G3.1.1.1.13],[G3.1.1.1.14],[G3.1.1.1.15],[G3.1.1.1.16],[G3.1.1.1.17],[G3.1.1.1.18],[G3.1.1.1.19],[G3.1.1.1.20],[G3.1.1.1.21],[G3.1.1.1.22],[G3.1.1.1.23],[G3.1.1.1.24],[G3.1.1.1.25],[G3.1.1.1.26],[G3.1.1.1.27],[G3.1.1.1.28],[G3.1.1.1.29],[G3.1.1.1.30],[G3.1.2.1.1],[G3.1.2.1.2],[G3.1.2.1.3],[G3.1.2.1.4],[G3.1.2.1.5],[G3.1.2.1.6],[G3.1.2.1.7],[G3.1.2.1.8],[G3.1.2.1.9],[G3.1.2.1.10],[G3.1.2.1.11],[G3.1.2.1.12],[G3.1.2.1.13],[G3.1.2.1.14],[G3.1.2.1.15],[G3.1.2.1.16],[G3.1.2.1.17],[G3.1.2.1.18],[G3.1.2.1.19],[G3.1.2.1.20],[G3.1.2.1.21],[G3.1.2.1.22],[G3.1.2.1.23],[G3.1.2.1.24],[G3.1.2.1.25],[G3.1.2.1.26],[G3.1.2.1.27],[G3.1.2.1.28],[G3.1.2.1.29],[G3.1.2.1.30],[G3.1.4.1.1],[G3.1.4.1.2],[G3.1.4.1.3],[G3.1.4.1.4],[G3.1.4.1.5],[G3.1.4.1.6],[G3.1.4.1.7],[G3.1.4.1.8],[G3.1.4.1.9],[G3.1.4.1.10],[G3.1.4.1.11],[G3.1.4.1.12],[G3.1.4.1.13],[G3.1.4.1.14],[G3.1.4.1.15],[G3.1.4.1.16],[G3.1.4.1.17],[G3.1.4.1.18],[G3.1.4.1.19],[G3.1.4.1.20],[G3.1.4.1.21],[G3.1.4.1.22],[G3.1.4.1.23],[G3.1.4.1.24],[G3.1.4.1.25],[G3.1.4.1.26],[G3.1.4.1.27],[G3.1.4.1.28],[G3.1.4.1.29],[G3.1.4.1.30]
seq3000,-0.116365,0.375178,0.152715,0.226334,0.237793,-0.171237,0.409157,-0.009962,0.225284,-0.197051,0.308586,0.165200,-0.006748,0.212102,0.144221,0.352884,-0.009530,0.345134,0.032427,0.254052,0.064744,0.018581,0.110859,0.027127,0.093248,-0.052304,0.519077,-0.034338,0.364199,0.057538,-0.081733,-0.066082,0.095958,0.110956,-0.105441,-0.038502,-0.113297,0.012770,-0.025099,-0.088882,0.030999,0.043058,0.039403,0.142904,-0.137624,-0.057671,0.185938,-0.148754,-0.087858,0.073317,0.010323,0.019743,0.000972,0.001194,0.035360,-0.066497,0.027207,-0.020077,-0.136635,-0.056643,-0.110007,-0.027840,0.099165,0.071237,-0.122897,-0.078923,0.028279,-0.076579,-0.150273,-0.236752,-0.216687,0.006479,-0.048772,-0.236360,0.082225,-0.016237,0.285393,-0.173487,0.205383,0.141323,0.014327,0.102797,-0.111842,0.127020,-0.001531,-0.127231,0.015588,-0.083632,-0.054579,-0.208509
seq3001,0.129216,0.104640,0.091988,0.218378,0.121196,-0.022908,0.015651,0.043950,0.014007,-0.003586,0.034289,0.132489,0.118825,0.083339,-0.122574,0.096735,0.098262,0.142011,-0.071844,0.013357,0.126338,0.105854,0.156589,0.172307,0.218190,0.110905,0.167046,0.162898,0.029022,0.214987,0.308345,0.310823,0.372942,0.431988,0.363296,0.253157,0.449653,0.402246,0.139354,0.241422,0.289056,0.375125,0.183516,0.191597,0.303292,0.350329,0.123169,0.108286,0.150335,0.193908,-0.072451,0.270148,0.179418,-0.020975,0.050427,-0.008506,0.222847,0.086931,0.094721,0.113235,0.187770,0.156353,0.036261,0.197349,-0.063132,0.014729,0.087255,0.068351,-0.051886,-0.048411,0.065456,-0.093844,-0.173277,-0.169809,-0.095811,-0.099443,-0.105751,-0.030591,-0.008563,-0.084335,0.135113,0.140329,-0.129454,-0.191050,0.052852,0.128535,0.025811,0.152868,0.245464,0.048853
seq3002,0.260102,0.274974,0.323798,0.237918,0.062868,0.194035,0.181750,0.193266,0.023573,0.227591,0.285147,-0.026335,0.032163,0.140690,0.111992,-0.076824,0.197855,-0.008282,0.014894,-0.101601,0.105848,0.133856,-0.065659,-0.098890,0.119549,-0.063836,-0.038580,-0.100856,0.042348,0.057779,0.142082,-0.033431,-0.098613,-0.074784,-0.046645,0.095566,-0.053285,-0.095816,-0.068310,0.075778,0.187163,0.138467,-0.040789,-0.102357,-0.064062,-0.015097,0.123692,-0.010198,0.117840,-0.011825,-0.051474,0.049586,0.178459,-0.044782,-0.093358,-0.146420,0.006826,0.104805,0.261369,0.023326,0.165813,0.250227,0.295165,0.208970,0.217287,0.117549,-0.062974,0.137916,0.013001,0.032416,0.144740,-0.201591,-0.070763,-0.047352,-0.023097,-0.187140,-0.078945,-0.030645,-0.013272,-0.102682,-0.169282,0.077885,-0.110125,-0.026631,-0.103250,-0.008395,-0.047329,-0.117092,0.152035,0.015749
seq3003,0.165651,0.240708,0.335492,0.157870,0.179796,0.229048,0.258077,0.141825,0.249733,0.202644,0.193540,0.246132,0.299864,0.399806,0.212854,0.254528,0.401367,0.119661,0.182379,0.243173,0.321459,0.198163,0.319989,0.253444,0.080221,0.270470,0.268858,0.141020,0.277959,0.321336,0.190120,0.056481,0.072717,0.145385,0.024276,0.036501,0.051136,-0.029232,-0.036730,0.039219,0.047442,0.030378,0.073858,0.107202,0.119767,0.088171,-0.008602,0.035612,0.121528,0.146335,-0.008605,0.059250,0.073056,0.106861,0.008244,0.020176,-0.023434,0.049495,0.053183,0.121808,0.229931,-0.241317,0.264797,0.365531,-0.103050,-0.385768,-0.146846,-0.100996,-0.024163,0.023050,-0.141361,0.000390,0.068078,0.070515,0.208391,0.138552,0.206414,0.345218,0.238607,0.179738,0.095334,-0.155840,-0.294725,-0.201969,-0.169002,-0.163960,-0.167843,-0.138677,0.222762,0.392140
seq3004,0.061835,0.081029,-0.039534,0.029215,0.158884,-0.124116,-0.077117,0.106083,0.153878,0.144105,0.051635,0.071792,0.075859,-0.128674,-0.114701,0.009085,-0.187981,0.049349,-0.027102,-0.001436,0.106622,-0.161470,-0.055845,-0.075778,-0.005248,-0.074225,-0.058676,-0.051584,0.009269,-0.146697,0.162610,-0.060398,0.083490,0.166572,0.021447,-0.271390,0.095950,0.033494,-0.132691,-0.160867,-0.020692,-0.100460,-0.015394,-0.012978,0.138946,-0.083263,-0.055178,0.027119,-0.059136,0.081052,0.033089,0.184908,0.024497,0.127271,-0.054808,-0.091594,-0.090409,0.125577,0.192657,-0.066986,0.262042,0.204588,0.158918,0.429739,0.137594,0.071587,0.059298,0.097056,-0.119402,-0.116219,0.005418,0.005444,-0.111732,-0.141651,-0.110255,-0.025395,0.083738,-0.020325,-0.108041,-0.080924,0.032602,0.174436,-0.121802,-0.179563,0.093952,0.056024,-0.101481,-0.147288,0.001250,-0.047470
seq3005,-0.000372,0.358019,0.003759,0.105124,-0.131617,0.135319,0.008186,0.116240,0.062668,0.105110,-0.057417,0.217876,-0.100264,0.316178,-0.205460,0.086548,-0.211610,0.007423,-0.152847,0.265232,0.215847,0.166852,0.185539,0.009631,-0.030332,0.134020,-0.040039,0.276847,0.099273,0.186953,-0.006092,-0.048140,0.100261,-0.072699,-0.079398,0.037998,-0.098015,0.001471,0.088675,0.069658,-0.051763,-0.023106,0.128245,0.057813,-0.013082,0.053029,-0.114873,0.043158,0.063342,-0.086480,0.230646,0.061761,-0.040453,0.168641,0.039425,0.072169,0.096361,0.069890,0.033050,-0.090337,0.146846,0.014153,-0.199171,-0.054993,-0.007772,-0.048011,-0.004895,-0.139924,0.081843,-0.048235,-0.199574,0.151954,0.005623,0.135171,0.167357,0.239806,-0.060488,-0.332319,0.079192,0.073163,0.315101,0.274717,0.079438,0.226531,-0.034536,0.050750,-0.156952,0.304515,-0.130390,-0.034287
seq3006,0.137682,0.100741,-0.004068,0.167772,0.059967,-0.113735,-0.115388,-0.059417,0.120839,0.057248,0.004160,-0.056925,0.087204,-0.039182,-0.055895,-0.109125,-0.074770,0.026683,0.009829,0.064154,-0.052339,0.100755,0.032916,-0.020737,-0.019950,0.048067,-0.093508,-0.091131,-0.190946,-0.041269,0.300329,0.323947,0.395464,0.400348,0.251409,0.270361,0.269848,0.273622,0.372116,0.237739,0.287226,0.355374,0.365151,0.221021,0.284645,0.288101,0.231814,0.307073,0.142537,0.275094,0.203027,0.195387,0.192692,0.190320,0.244513,0.294101,0.201097,0.144279,0.362365,0.238978,0.256768,0.282101,0.289211,0.305101,0.297180,0.299272,0.265963,0.286787,0.333377,0.250784,0.255918,0.333378,0.293733,0.252348,0.255526,0.279595,0.345966,0.341874,0.239478,0.276991,0.421693,0.336809,0.294776,0.263528,0.303313,0.339020,0.339657,0.214624,0.260392,0.326791
seq3007,0.002829,0.046275,0.089027,-0.125761,0.100102,0.024982,0.068232,0.057808,-0.047015,0.156865,-0.102506,-0.030973,0.018360,-0.141285,0.095575,-0.018752,-0.109008,0.117884,-0.209506,0.027776,-0.003004,-0.068581,0.017654,-0.153423,0.021513,-0.036847,-0.095542,0.152078,-0.008488,0.170267,0.080552,0.039951,0.011624,-0.019529,0.006221,0.011564,0.172962,0.101931,0.044145,0.115837,0.158666,0.145944,0.062375,0.123223,-0.012908,-0.065708,0.002866,0.151802,0.159251,0.033135,0.112997,0.123121,-0.013907,0.127359,0.134041,0.089864,-0.012793,0.117712,0.058132,0.093274,0.106876,-0.006655,-0.041037,0.068954,0.008373,-0.120685,-0.004483,0.041365,0.089280,0.103118,0.011690,0.047695,0.156935,0.006223,0.013199,-0.022760,0.016967,0.137683,0.146000,-0.048212,-0.099795,-0.128711,0.034335,-0.111696,-0.112261,0.090186,0.105804,0.213020,0.191669,0.290084
seq3008,0.075302,-0.050950,-0.047090,0.084435,0.077256,0.086833,0.014323,0.203373,0.208037,0.034315,-0.038624,0.068881,-0.054750,0.254098,-0.042727,-0.085189,0.076942,0.073909,0.053290,-0.029973,0.050529,0.108141,-0.183300,0.025746,-0.021327,-0.151147,0.032679,0.078470,0.118680,-0.119905,-0.022741,0.040550,-0.049187,0.023432,-0.111272,0.119937,0.016024,0.053382,0.106976,0.103967,-0.059786,-0.001122,-0.051073,0.036824,-0.078079,0.080957,0.126052,0.019595,0.063882,-0.140065,0.011505,-0.051108,0.009319,0.158735,0.163993,-0.047890,0.000799,-0.069339,-0.050139,-0.179748,-0.155738,0.111426,-0.260122,0.100777,-0.101703,0.000527,0.030279,-0.056655,-0.048330,-0.034898,-0.074694,0.052752,-0.040935,0.073503,-0.177333,0.163262,0.017921,-0.127205,0.107980,-0.103544,0.093870,-0.239146,0.163569,0.035098,-0.028952,-0.040088,-0.145681,0.072038,0.068766,-0.101959
seq3009,0.063469,0.034865,-0.099896,0.073969,-0.050545,0.017520,0.083602,0.106768,0.294145,0.151971,0.259031,-0.131564,0.002833,-0.085397,-0.027715,0.081288,0.162084,0.410036,0.179685,0.104706,-0.152870,0.145649,-0.192699,-0.002025,-0.075183,0.255058,0.257509,0.130555,0.152607,-0.026523,-0.077785,-0.088789,-0.136497,0.058762,-0.023981,-0.005208,0.111600,-0.063232,-0.066629,0.114030,0.215952,0.019622,0.010539,-0.269687,-0.049849,0.023548,0.128755,-0.115087,-0.067545,0.113327,-0.084613,0.114723,0.034033,-0.036351,-0.364621,-0.036265,0.133810,0.075122,-0.227516,0.135652,0.022316,-0.219992,-0.011714,-0.079009,-0.110757,-0.129972,-0.021712,0.295363,-0.295019,0.046681,0.246561,0.015138,0.102523,0.033324,-0.192548,0.217753,-0.221148,-0.254321,0.019431,0.183173,0.186436,0.189279,0.024396,0.123326,-0.234058,-0.146245,0.199725,0.028845,0.222021,0.045904
