Feature,[G3.1.1.1.1],[G3.1.1.1.2],[G3.1.1.1.3],[G3.1.1.1.4],[G3.1.1.1.5],[G3.1.1.1.6],[G3.1.1.1.7],[G3.1.1.1.8],[G3.1.1.1.9],[G3.1.1.1.10],[G3.1.1.1.11],[G3.1.1.1.12],[G3.1.1.1.13],[G3.1.1.1.14],[G3.1.1.1.15],[G3.1.1.1.16],[G3.1.1.1.17],[G3.1.1.1.18],[G3.1.1.1.19],[G3.1.1.1.20],[G3.1.1.1.21],[G3.1.1.1.22],[G3.1.1.1.23],[G3.1.1.1.24],[G3.1.1.1.25],[G3.1.1.1.26],[G3.1.1.1.27],[G3.1.1.1.28],[G3.1.1.1.29],[G3.1.1.1.30],[G3.1.2.1.1],[G3.1.2.1.2],[G3.1.2.1.3],[G3.1.2.1.4],[G3.1.2.1.5],[G3.1.2.1.6],[G3.1.2.1.7],[G3.1.2.1.8],[G3.1.2.1.9],[G3.1.2.1.10],[G3.1.2.1.11],[G3.1.2.1.12],[G3.1.2.1.13],[G3.1.2.1.14],[G3.1.2.1.15],[G3.1.2.1.16],[G3.1.2.1.17],[G3.1.2.1.18],[G3.1.2.1.19],[G3.1.2.1.20],[G3.1.2.1.21],[G3.1.2.1.22],[G3.1.2.1.23],[G3.1.2.1.24],[G3.1.2.1.25],[G3.1.2.1.26],[G3.1.2.1.27],[G3.1.2.1.28],[G3.1.2.1.29],[G3.1.2.1.30],[G3.1.4.1.1],[G3.1.4.1.2],[G3.1.4.1.3],[G3.1.4.1.4],[G3.1.4.1.5],[G3.1.4.1.6],[G3.1.4.1.7],[G3.1.4.1.8],[G3.1.4.1.9],[G3.1.4.1.10],[G3.1.4.1.11],[G3.1.4.1.12],[G3.1.4.1.13],[G3.1.4.1.14],[G3.1.4.1.15],[G3.1.4.1.16],[G3.1.4.1.17],[G3.1.4.1.18],[G3.1.4.1.19],[G3.1.4.1.20],[G3.1.4.1.21],[G3.1.4.1.22],[G3.1.4.1.23],[G3.1.4.1.24],[G3.1.4.1.25],[G3.1.4.1.26],[G3.1.4.1.27],[G3.1.4.1.28],[G3.1.4.1.29],[G3.1.4.1.30]
seq6000,0.322867,0.365582,0.197610,0.263469,0.237232,0.198578,0.129898,0.151625,0.166374,0.064174,0.020548,0.005728,0.015507,-0.026013,0.071957,0.191910,0.251863,0.265696,0.314522,0.258500,0.241662,0.360908,0.266244,0.369264,0.366046,0.319305,0.277545,0.123204,0.255402,0.048226,-0.010523,-0.185469,0.093026,0.075272,0.006489,0.097744,-0.232568,-0.145069,0.154802,-0.144920,-0.032593,0.024231,-0.066215,-0.119099,0.162869,-0.077589,0.096625,0.131228,0.027636,-0.035259,-0.166762,0.095308,0.057546,-0.192660,-0.166479,0.157763,-0.033744,0.015018,-0.123808,-0.177924,-0.096277,0.018850,0.061591,-0.030937,-0.009710,0.061578,-0.087966,-0.090884,-0.020082,0.118219,0.164372,0.127139,-0.023732,0.303519,0.121589,-0.004043,0.245697,0.045965,-0.068874,-0.061972,0.133637,0.118398,0.100574,0.001289,-0.083037,0.166887,-0.030733,0.185358,-0.128146,-0.111388
seq6001,0.199686,0.088226,0.147526,0.182994,0.025976,-0.041904,-0.017388,-0.018527,0.138843,0.055261,0.205614,0.172383,0.184620,0.101675,-0.021434,-0.205384,-0.004778,0.070367,-0.054489,0.159564,0.048512,-0.004432,0.284916,0.155584,-0.073245,-0.008152,0.109412,-0.116623,-0.089243,0.094805,0.044478,-0.070835,-0.020527,-0.007405,-0.083710,-0.091221,0.057139,-0.056077,-0.147394,-0.048395,0.084328,-0.023726,0.043117,0.033103,0.073494,-0.038718,0.012685,0.033338,-0.068148,-0.059201,0.195780,0.056556,-0.263302,-0.018144,-0.082230,-0.014549,-0.087266,0.062855,0.051299,-0.198671,-0.030380,-0.086417,0.072795,-0.226986,-0.149904,0.189320,0.117382,0.064393,0.014125,0.096817,0.040749,-0.075813,0.317394,-0.082781,-0.117696,0.193747,-0.091893,0.043340,0.236435,0.147662,0.043737,-0.098903,-0.169459,-0.015141,-0.162490,0.086266,0.172408,-0.155020,0.033317,-0.034154
seq6002,0.178027,0.110266,0.184236,0.164292,0.110088,0.152350,0.017067,0.083170,0.175940,-0.032020,0.238676,0.104999,0.163549,0.117090,-0.003716,-0.068628,0.172935,0.184887,0.139667,0.262627,0.022017,-0.008833,0.226672,0.240271,0.002104,0.018726,0.120223,-0.053511,0.262701,0.117349,0.091305,-0.037722,0.099306,-0.103907,-0.177138,-0.007166,-0.020723,-0.108465,-0.046417,-0.049532,0.093327,-0.002949,0.050734,0.031370,0.165735,-0.018381,-0.071184,0.031154,-0.076630,-0.037254,0.140913,0.017632,-0.208168,-0.050693,-0.046453,-0.051847,-0.096166,-0.062706,0.000255,-0.101033,-0.038429,-0.064394,-0.025171,-0.224658,-0.166426,0.158525,0.074730,0.009428,0.118459,0.066700,0.083714,-0.030408,0.230647,-0.143234,-0.055326,0.158151,-0.168355,-0.038702,0.175263,0.096438,0.097860,0.078058,-0.193671,-0.040741,-0.006740,0.002842,0.120550,-0.080153,-0.005788,-0.052004
seq6003,0.178027,0.110266,0.184236,0.164292,0.110088,0.152350,0.017067,0.083170,0.175940,-0.032020,0.238676,0.104999,0.163549,0.117090,-0.003716,-0.068628,0.172935,0.184887,0.139667,0.262627,0.022017,-0.008833,0.226672,0.240271,0.002104,0.018726,0.120223,-0.053511,0.262701,0.117349,0.091305,-0.037722,0.099306,-0.103907,-0.177138,-0.007166,-0.020723,-0.108465,-0.046417,-0.049532,0.093327,-0.002949,0.050734,0.031370,0.165735,-0.018381,-0.071184,0.031154,-0.076630,-0.037254,0.140913,0.017632,-0.208168,-0.050693,-0.046453,-0.051847,-0.096166,-0.062706,0.000255,-0.101033,-0.038429,-0.064394,-0.025171,-0.224658,-0.166426,0.158525,0.074730,0.009428,0.118459,0.066700,0.083714,-0.030408,0.230647,-0.143234,-0.055326,0.158151,-0.168355,-0.038702,0.175263,0.096438,0.097860,0.078058,-0.193671,-0.040741,-0.006740,0.002842,0.120550,-0.080153,-0.005788,-0.052004
seq6004,0.171788,0.115351,0.187202,0.167298,0.117301,0.158685,0.007681,0.103039,0.174416,-0.024292,0.251394,0.106325,0.168125,0.118821,-0.011576,-0.069474,0.175511,0.187117,0.158093,0.261726,0.041068,0.010546,0.246391,0.245745,0.003743,0.010600,0.122832,-0.032820,0.268712,0.120114,0.091305,-0.037722,0.099306,-0.103907,-0.177138,-0.007166,-0.020723,-0.108465,-0.046417,-0.049532,0.093327,-0.002949,0.050734,0.031370,0.165735,-0.018381,-0.071184,0.031154,-0.076630,-0.037254,0.140913,0.017632,-0.208168,-0.050693,-0.046453,-0.051847,-0.096166,-0.062706,0.000255,-0.101033,-0.037604,-0.066992,-0.027145,-0.227481,-0.164188,0.156711,0.071160,0.008039,0.116820,0.070202,0.089294,-0.031657,0.228891,-0.144386,-0.056999,0.157544,-0.168617,-0.040792,0.176846,0.095791,0.098160,0.079723,-0.191977,-0.042842,-0.008285,0.001902,0.118105,-0.081300,-0.008096,-0.054596
seq6005,-0.016999,0.172905,-0.092459,-0.012085,-0.077147,0.119486,0.194424,0.213686,0.157310,0.108762,0.125587,-0.084621,-0.048344,-0.157386,0.187702,0.151363,0.263852,0.139348,-0.238048,0.220533,-0.091262,0.113875,0.078310,0.243476,-0.087612,0.105376,0.262227,0.122063,0.223847,-0.110208,-0.076047,-0.077791,-0.044801,-0.138150,0.312452,0.001115,0.086699,0.039096,-0.103699,-0.100082,0.136494,0.190751,-0.187553,0.044542,-0.015388,0.004809,0.131671,-0.059105,0.073546,0.194282,-0.250732,0.226625,0.171004,0.079612,0.152590,-0.145159,-0.017166,0.056168,0.145121,0.065053,-0.142692,-0.252626,0.173423,-0.036679,-0.116796,0.067364,-0.030245,0.149419,-0.170664,-0.253353,0.126928,0.038411,-0.173839,-0.103648,0.035559,-0.004487,0.021383,0.012711,-0.054873,0.094108,-0.227916,-0.123653,0.271260,0.062869,0.122892,-0.101814,0.021611,0.198327,-0.157398,-0.030526
seq6006,-0.071389,0.271208,0.129671,0.135378,0.053181,0.148456,-0.029602,0.039593,0.124677,-0.011830,0.328650,-0.056966,0.276963,-0.127357,0.234665,0.006111,0.169265,0.032125,0.008647,0.168674,-0.159893,-0.005517,0.012255,0.053073,-0.186363,0.223179,-0.015392,0.392391,0.113188,0.169033,-0.126671,0.158337,0.037384,0.042410,-0.026617,0.105819,-0.107638,0.204795,0.049536,-0.014972,0.112400,-0.014762,0.041484,-0.048256,-0.033490,0.100076,0.039126,0.125521,-0.027376,0.102690,-0.188887,0.064760,-0.048531,0.150271,0.120454,0.129260,0.174497,0.080163,-0.007990,0.112875,-0.297962,0.209134,0.306695,-0.008317,0.374419,0.124046,-0.081687,0.272884,0.227150,-0.021964,0.365679,-0.066017,0.364698,-0.017062,0.127105,0.013491,0.261420,-0.096398,0.032765,0.105865,0.162511,0.182387,-0.131859,0.011933,0.248096,0.040383,-0.021418,0.160507,-0.297863,0.364029
seq6007,0.019999,0.216896,0.102693,0.066244,0.130968,0.273430,0.127006,-0.169151,0.157597,-0.020851,-0.045320,0.074203,-0.078105,-0.053644,-0.017722,0.052349,-0.084469,0.074562,0.036953,-0.274181,0.247082,-0.226386,0.291011,0.295862,0.184960,0.003002,0.062354,0.247094,0.125437,0.468478,-0.060852,-0.001847,-0.096265,-0.060326,0.100417,-0.118399,0.119371,-0.039024,-0.205757,0.102922,-0.025692,0.000680,-0.198488,0.047337,0.336051,0.131126,0.046186,-0.122661,-0.050165,-0.045214,0.060141,0.135550,-0.154692,-0.188823,-0.121460,0.046115,-0.163577,-0.157898,0.020361,0.187804,-0.007819,0.009835,0.002680,-0.048602,-0.010340,-0.105294,0.089406,0.004300,-0.119532,-0.033125,-0.118539,-0.110978,-0.082626,0.020909,-0.028649,0.084837,0.035047,0.076160,-0.042618,-0.240324,0.107513,0.034246,-0.109488,0.080865,-0.093647,0.005466,-0.104044,0.014667,0.131080,0.012327
seq6008,0.389401,0.044862,0.178147,0.242347,0.071897,-0.058566,-0.092470,0.095320,0.346689,0.167776,0.012906,0.234959,0.301760,0.215830,0.163036,0.050333,-0.178904,-0.039370,0.137203,0.015414,-0.077156,0.083317,0.329508,0.440956,0.285765,0.308620,0.298926,0.383028,0.300203,-0.164930,-0.112204,0.019364,-0.072035,0.012249,0.040126,0.136782,-0.147775,0.157850,0.117073,-0.004613,-0.129257,-0.043404,0.010326,0.014278,-0.044085,-0.005591,-0.044493,0.128327,-0.189636,0.151222,-0.104713,-0.080076,0.120582,0.112945,0.044085,0.321921,-0.196005,-0.115797,0.057412,-0.032841,-0.192744,-0.052198,0.002599,0.136934,-0.113437,0.020064,-0.041678,-0.009263,0.129697,-0.126935,0.027385,-0.177008,0.022571,0.049674,0.046753,-0.120410,0.001988,-0.066979,-0.169493,0.015852,-0.004825,-0.028675,0.050066,0.043654,0.026615,0.137951,-0.100649,-0.059283,0.243673,-0.160046
seq6009,0.089936,0.078126,0.106601,-0.212025,0.050473,0.134502,0.039963,0.125635,-0.217719,-0.020153,-0.153791,-0.211559,0.275701,0.021757,-0.165240,0.112970,-0.137294,0.218502,0.244069,0.086314,0.312887,0.067772,0.088538,0.199333,-0.025203,0.200813,0.192185,-0.239981,0.054346,-0.008988,0.062054,0.033603,0.008736,0.183048,-0.043581,0.108550,0.066370,-0.046710,-0.028141,0.053682,0.110354,0.067362,0.192612,0.103782,0.012512,-0.016545,0.225981,0.207427,0.000528,0.048735,0.026463,-0.043337,0.072477,0.017970,-0.055133,-0.053746,0.218079,0.117960,-0.092172,0.088074,-0.057856,-0.062306,-0.091465,-0.101592,-0.130778,-0.014426,0.086411,0.100075,-0.112315,0.004719,0.202869,0.007952,0.083038,-0.133994,-0.148142,0.053235,-0.161748,-0.024564,0.022557,0.122537,-0.002161,-0.144019,0.134460,-0.038766,-0.282099,-0.035009,0.139601,0.067859,0.141892,0.076855
seq6010,-0.169072,0.166324,-0.098345,0.094373,-0.031946,0.080514,0.101547,0.084133,-0.240288,0.168285,-0.100113,0.186638,-0.075312,0.101341,-0.086657,-0.102908,0.028773,-0.080495,0.085156,0.094121,-0.204277,0.030319,-0.081322,0.116379,-0.074469,-0.065906,-0.092722,-0.217256,-0.093125,0.197628,-0.165682,-0.018818,0.032124,-0.114610,-0.054666,0.055444,-0.069208,0.065636,-0.048426,0.047907,0.033784,-0.065128,-0.200006,0.205472,-0.116340,0.124926,-0.090405,-0.081757,0.095443,-0.122744,-0.040920,0.242673,-0.123790,0.177050,0.087831,-0.117263,-0.093132,0.062692,-0.151632,0.130134,-0.077023,-0.087651,-0.002330,-0.161662,0.026656,-0.073950,0.005910,0.012919,0.069911,-0.063363,-0.112699,-0.121392,-0.242184,0.126927,-0.006822,0.214716,0.147287,-0.240300,0.003556,-0.089679,-0.080374,-0.031179,-0.175343,0.197159,0.035724,0.023238,0.268128,-0.060759,-0.058616,0.095274
seq6011,0.250145,0.297095,0.033968,-0.177801,0.053176,0.113897,0.251293,0.316402,0.405357,0.181503,0.296436,0.117545,0.260558,0.128419,0.050491,0.077482,-0.058162,0.268449,0.110664,0.349322,0.330641,0.619009,0.109804,0.170997,-0.077012,-0.283456,0.192609,0.007167,0.254372,0.395043,-0.060903,-0.045732,-0.033377,0.081415,-0.113702,-0.227394,0.131202,0.067835,0.017409,0.003631,0.081886,0.119499,-0.200009,0.023937,-0.152653,0.084877,-0.119670,-0.055938,0.203967,-0.128266,-0.089129,0.183985,0.186056,-0.108816,-0.246419,0.222392,-0.118058,-0.107328,0.001885,0.243319,0.157920,-0.064955,0.022517,-0.068686,-0.071198,-0.208568,0.066291,0.001235,0.236948,0.127229,0.115118,0.036474,-0.041714,-0.024287,-0.230346,0.105603,-0.070081,-0.153365,-0.123119,0.021460,0.112158,0.155395,0.253773,0.027107,-0.045145,0.055361,-0.106456,-0.426706,-0.041096,0.292441
seq6012,0.159447,-0.038070,0.080727,0.092069,-0.047205,0.131112,0.352201,0.169196,-0.003388,-0.006157,0.176844,0.187988,0.200852,0.104134,0.238222,0.050171,-0.090849,0.037703,0.323364,0.088384,-0.035889,0.084713,0.101319,-0.051749,0.205236,0.291263,0.242600,0.040734,0.065149,0.068342,0.058209,-0.085556,0.151671,-0.051472,-0.058575,-0.019499,-0.192565,-0.033022,-0.124971,-0.207093,0.040708,-0.159354,0.019263,0.259548,0.207532,0.039683,-0.009686,0.036310,0.159225,-0.041611,0.001430,-0.081770,-0.159203,-0.019712,-0.111999,-0.146245,-0.070489,-0.025193,0.118013,0.267656,-0.006284,-0.065276,0.016581,-0.027939,0.064787,-0.149091,-0.119747,0.035915,0.100795,-0.047835,-0.014303,0.051340,0.014466,0.052130,-0.002080,-0.015555,0.150170,-0.022534,-0.042330,0.221226,-0.077936,-0.207821,-0.084635,-0.088423,0.172078,-0.026827,0.001121,-0.047138,0.115738,0.147590
seq6013,0.028566,-0.097253,-0.043765,-0.161250,-0.027544,0.120049,0.190049,-0.118600,-0.046958,-0.043240,0.067408,0.154339,0.191659,0.116811,0.227859,0.082215,0.033868,-0.220544,-0.155600,0.169448,-0.030442,0.089411,0.130452,-0.074511,-0.134233,0.126800,0.304219,-0.016807,0.197801,0.016794,0.186091,-0.096394,-0.055014,0.042675,0.120375,0.006374,-0.187830,-0.068681,-0.062547,-0.037955,-0.023015,-0.004625,-0.056739,-0.101049,-0.066329,-0.027354,0.056044,0.135553,0.064462,0.105359,0.068219,-0.032169,-0.030320,-0.075664,-0.218644,-0.099065,0.060437,-0.152777,-0.110148,0.090286,-0.071102,0.066723,0.033760,-0.099606,-0.017078,0.055118,0.119151,0.035961,0.079035,-0.108755,0.050307,0.087068,0.066124,0.040382,0.075668,-0.174532,-0.065663,-0.226830,0.014326,0.055015,0.066648,-0.019682,-0.011212,0.227957,-0.216471,-0.118179,0.222886,-0.030216,-0.119910,-0.001306
seq6014,-0.153830,-0.021559,-0.089051,0.004028,0.091799,0.217016,-0.098700,0.049076,-0.114335,-0.188212,0.027610,-0.024284,0.161444,-0.047226,-0.157849,-0.137307,0.063025,-0.001180,0.039081,0.142667,-0.053711,-0.078716,0.006420,-0.044665,0.026314,0.287323,0.017754,-0.125747,-0.161120,0.069223,-0.012280,-0.107281,-0.109963,-0.153344,0.112056,0.054607,-0.129202,0.173096,0.001191,-0.112938,0.168321,-0.102364,0.087209,0.016042,-0.255673,0.053671,0.011035,-0.030734,0.135832,0.003267,-0.127413,0.079325,-0.318797,0.023697,0.071896,-0.016464,0.083994,-0.054006,-0.208530,0.167733,-0.109400,-0.107102,0.145778,0.005336,0.299526,0.008905,-0.293434,0.139544,0.008411,-0.201191,0.010699,0.052595,0.206665,-0.131297,-0.136116,-0.065850,0.228422,0.097029,-0.049022,-0.261092,0.108126,0.177824,-0.295289,0.363608,-0.184619,-0.104574,0.220003,-0.391393,-0.230295,0.249019
seq6015,0.111950,0.097412,0.137815,0.006443,0.111675,0.192941,0.140064,0.164994,0.185393,0.156384,0.250029,0.077656,0.179369,0.205812,0.112244,0.023886,0.166263,0.056278,0.176677,0.230076,0.078416,0.056311,0.194320,0.202947,0.182680,0.122889,0.117653,0.032535,0.095368,0.143788,0.007117,-0.040700,0.048887,-0.036427,0.047491,0.215941,-0.005832,-0.067072,0.059340,-0.002912,-0.059951,0.075699,-0.035457,-0.067821,0.186846,0.077161,-0.106022,0.091642,-0.076926,-0.032818,0.202049,0.166219,-0.012487,0.039231,0.013680,0.008917,0.175429,0.123401,0.018825,0.142172,0.242335,-0.321227,-0.042805,0.018497,0.166825,0.301474,-0.103035,0.070602,0.245753,0.081638,-0.079262,0.069665,0.065183,-0.059842,0.149125,-0.026972,0.027559,0.151685,-0.133378,-0.225664,0.202665,0.165779,0.302901,0.304503,-0.051130,-0.262611,0.238116,0.367506,0.140324,0.290148
seq6016,-0.004719,0.088247,0.095746,-0.047695,0.279782,0.185073,-0.050653,0.070548,-0.119990,0.115099,0.068622,0.087615,-0.094953,-0.127157,0.175200,0.109007,0.080815,0.093983,-0.178992,-0.152859,0.077934,0.162790,-0.033138,0.025832,-0.127858,-0.007224,0.215843,-0.048679,0.057151,0.161163,0.027867,0.002306,0.018988,-0.111358,-0.052008,0.085737,0.124538,0.048777,-0.008017,-0.094627,-0.152660,-0.027375,0.016579,0.200916,-0.081316,-0.036183,-0.023331,0.073224,-0.133122,-0.091153,0.222579,0.208389,0.077628,0.071914,0.035678,-0.005330,0.030107,0.022197,0.195672,0.097369,-0.042000,0.002156,-0.124031,-0.233629,0.036368,0.082564,-0.090612,0.209742,-0.004364,-0.054991,-0.147512,-0.197167,0.084883,0.241662,-0.060925,-0.054571,-0.191871,-0.169435,-0.185943,-0.105813,-0.000991,0.314944,0.134552,0.069376,-0.315867,0.015281,0.021482,-0.002304,0.123616,0.103016
seq6017,0.038731,0.198525,0.014203,0.092559,-0.009763,-0.076328,-0.039005,-0.090194,-0.010386,-0.103461,-0.136241,-0.124569,0.041517,-0.257194,0.060096,-0.145559,-0.081448,-0.146335,0.024143,-0.083729,-0.121309,0.192118,0.002582,0.241294,0.082909,0.219372,-0.122601,0.124614,-0.024178,0.065513,-0.069815,-0.120828,0.144718,-0.004940,-0.068888,0.001161,0.134961,-0.121504,-0.195498,0.055465,-0.041863,0.097514,0.024970,-0.002634,0.010955,-0.013814,0.064219,-0.074543,0.088713,-0.077206,0.008022,-0.021050,-0.072663,-0.063240,-0.008043,0.289755,-0.188713,-0.208564,0.234410,-0.190688,0.090270,0.048093,-0.245755,0.373564,-0.160223,0.085875,0.186800,0.183033,-0.122360,-0.204573,0.115545,0.189200,-0.057096,-0.083470,-0.097194,0.041586,-0.136112,0.126204,-0.072191,0.099110,-0.196553,-0.286351,-0.294487,0.232143,0.268383,0.239326,-0.108279,0.000262,-0.153854,-0.042945
