Feature,[G3.1.1.1.1],[G3.1.1.1.2],[G3.1.1.1.3],[G3.1.1.1.4],[G3.1.1.1.5],[G3.1.1.1.6],[G3.1.1.1.7],[G3.1.1.1.8],[G3.1.1.1.9],[G3.1.1.1.10],[G3.1.1.1.11],[G3.1.1.1.12],[G3.1.1.1.13],[G3.1.1.1.14],[G3.1.1.1.15],[G3.1.1.1.16],[G3.1.1.1.17],[G3.1.1.1.18],[G3.1.1.1.19],[G3.1.1.1.20],[G3.1.1.1.21],[G3.1.1.1.22],[G3.1.1.1.23],[G3.1.1.1.24],[G3.1.1.1.25],[G3.1.1.1.26],[G3.1.1.1.27],[G3.1.1.1.28],[G3.1.1.1.29],[G3.1.1.1.30],[G3.1.2.1.1],[G3.1.2.1.2],[G3.1.2.1.3],[G3.1.2.1.4],[G3.1.2.1.5],[G3.1.2.1.6],[G3.1.2.1.7],[G3.1.2.1.8],[G3.1.2.1.9],[G3.1.2.1.10],[G3.1.2.1.11],[G3.1.2.1.12],[G3.1.2.1.13],[G3.1.2.1.14],[G3.1.2.1.15],[G3.1.2.1.16],[G3.1.2.1.17],[G3.1.2.1.18],[G3.1.2.1.19],[G3.1.2.1.20],[G3.1.2.1.21],[G3.1.2.1.22],[G3.1.2.1.23],[G3.1.2.1.24],[G3.1.2.1.25],[G3.1.2.1.26],[G3.1.2.1.27],[G3.1.2.1.28],[G3.1.2.1.29],[G3.1.2.1.30],[G3.1.4.1.1],[G3.1.4.1.2],[G3.1.4.1.3],[G3.1.4.1.4],[G3.1.4.1.5],[G3.1.4.1.6],[G3.1.4.1.7],[G3.1.4.1.8],[G3.1.4.1.9],[G3.1.4.1.10],[G3.1.4.1.11],[G3.1.4.1.12],[G3.1.4.1.13],[G3.1.4.1.14],[G3.1.4.1.15],[G3.1.4.1.16],[G3.1.4.1.17],[G3.1.4.1.18],[G3.1.4.1.19],[G3.1.4.1.20],[G3.1.4.1.21],[G3.1.4.1.22],[G3.1.4.1.23],[G3.1.4.1.24],[G3.1.4.1.25],[G3.1.4.1.26],[G3.1.4.1.27],[G3.1.4.1.28],[G3.1.4.1.29],[G3.1.4.1.30]
seq8000,0.205519,0.072994,0.072541,-0.009248,-0.017408,-0.084228,-0.011581,-0.113691,-0.010838,-0.063293,-0.103807,0.054574,-0.070671,-0.025946,-0.028881,0.082628,0.145572,-0.151369,-0.166452,-0.108827,0.155563,0.095677,0.165173,0.335104,0.008151,0.146591,0.078579,-0.019751,-0.023935,0.093987,0.096856,-0.037657,-0.122567,0.072627,0.041299,-0.043812,-0.079819,-0.076302,0.060843,-0.122397,-0.194188,-0.001559,0.108601,-0.039538,-0.222066,0.137941,0.214902,0.101910,-0.153633,0.014523,0.017013,0.185947,-0.035974,-0.213710,-0.185922,-0.117503,0.003814,-0.029102,0.163014,0.130470,0.127351,0.359681,0.116215,0.274597,0.232435,0.025446,0.250392,0.268944,0.316532,-0.090860,-0.092343,-0.019180,0.093501,-0.059242,-0.132511,-0.027295,-0.150671,-0.298560,-0.191598,-0.250722,0.061479,-0.126849,0.081364,-0.100433,0.082304,-0.155377,-0.234044,-0.030190,0.118629,0.192914
seq8001,0.038675,0.032322,0.112831,-0.177975,-0.050470,-0.122735,-0.046234,-0.075768,-0.141064,0.188733,0.011047,0.005292,0.206186,-0.025813,0.037305,-0.110008,0.093517,-0.050874,-0.073487,0.139422,-0.136740,0.045643,0.083934,-0.077230,0.014409,-0.164059,-0.005880,0.045581,-0.055976,0.235287,-0.086949,-0.007233,0.061657,0.145811,0.137081,-0.059685,-0.018749,0.011712,-0.019918,-0.076638,0.127012,0.002812,-0.030531,-0.152484,0.116005,0.099585,-0.011476,-0.089340,-0.028478,-0.207150,-0.018894,0.048380,-0.134883,-0.055584,-0.235618,0.184531,0.131053,-0.098958,0.034045,0.178875,-0.009943,0.002092,0.097547,-0.048519,0.070955,-0.102507,-0.074810,-0.160850,0.146167,-0.054575,-0.085565,0.096812,-0.024937,0.069546,-0.074413,-0.034425,-0.032242,-0.014386,-0.187587,0.060117,-0.046183,-0.027221,-0.024347,-0.027737,-0.008066,0.131626,0.386998,-0.277538,-0.018406,0.121464
seq8002,-0.064547,0.071304,0.097515,0.015586,0.058033,0.005889,0.046874,-0.050974,0.091243,0.064581,0.077484,0.100567,-0.015791,0.091123,0.086889,-0.044748,-0.008862,0.008832,0.173491,0.262093,-0.014631,0.097460,0.101741,0.030562,0.095106,0.107491,0.014057,-0.146276,0.251772,0.007113,0.088513,0.026322,0.102895,0.071030,-0.049209,0.068607,0.069968,0.066036,-0.055764,0.169408,0.286201,0.047314,0.042394,0.161498,0.162595,-0.131868,0.043700,0.027744,0.103276,0.063569,0.255527,0.237955,0.015620,-0.075788,0.212801,-0.054375,-0.005371,-0.009600,0.106488,0.057617,-0.056486,-0.030069,0.263380,-0.085560,-0.072348,-0.042578,0.034092,0.070525,-0.079143,-0.025566,0.142513,0.006658,0.001770,0.147993,0.146561,0.182265,0.194010,-0.104690,0.378717,-0.092807,-0.111517,0.278975,-0.221019,-0.024561,0.205267,-0.041241,0.149419,-0.005706,0.119417,-0.161730
seq8003,-0.035447,0.149135,0.194306,0.151818,0.067286,0.225063,-0.080136,0.144201,-0.009968,0.098664,-0.023652,0.102017,-0.104839,0.075914,-0.098216,0.029703,-0.050294,-0.103678,-0.197708,-0.013771,-0.179256,0.096085,-0.164263,-0.102282,-0.131989,-0.054300,-0.046776,-0.203817,-0.187504,-0.049524,-0.027671,0.114117,0.224788,-0.079554,0.264472,0.069337,-0.183419,0.074226,0.018049,0.034194,0.007600,-0.017676,0.104134,0.055682,0.098197,0.033432,-0.058498,0.205542,0.087308,-0.006519,0.157016,-0.128960,0.206408,-0.022284,0.017995,0.061983,-0.032696,0.131008,0.023751,0.020234,0.052530,0.289288,-0.020551,-0.044938,0.207069,-0.047978,0.317858,0.029005,0.309101,0.092967,-0.128822,0.170305,0.173626,0.163404,0.150720,-0.073281,0.130328,0.006891,0.002337,-0.087046,0.060968,0.245234,-0.037250,-0.170405,-0.126970,-0.113546,0.108946,-0.075184,0.228437,0.059481
seq8004,0.130307,0.441686,0.202554,0.108377,0.294448,-0.011992,0.172160,0.157319,-0.001068,0.203365,0.051653,0.206827,0.043802,0.051228,0.235652,0.036064,0.009743,0.347208,0.001664,0.230904,0.003353,-0.070529,0.300867,-0.260957,0.194993,-0.211395,-0.182247,-0.097134,-0.030354,0.408691,0.051954,-0.019819,-0.119172,0.024751,0.134401,-0.000174,0.023230,0.195421,0.087953,0.050582,0.064664,0.019128,0.157600,0.039336,-0.000125,0.172792,-0.065551,0.155060,-0.092812,0.131029,0.256270,0.090255,-0.041613,0.022120,-0.035775,0.139703,0.022948,0.062010,0.280674,0.028085,0.031713,0.139841,-0.044793,-0.172629,-0.120369,0.072980,-0.189454,0.025068,0.084071,0.017196,0.053650,-0.161895,-0.145750,-0.093739,0.034463,0.006142,-0.102440,0.140049,-0.213617,0.141796,0.289753,-0.023256,-0.228106,0.062926,-0.198290,0.081090,-0.104854,0.126140,0.002739,-0.097289
seq8005,0.010605,0.055173,-0.065763,-0.040077,-0.120872,0.173652,-0.033428,0.030493,0.079413,-0.055175,-0.100130,0.075976,0.069388,0.170100,0.007609,0.009655,-0.021176,-0.057215,0.077655,-0.044098,-0.110796,0.128114,0.066626,-0.128593,0.066750,-0.068184,-0.086333,0.036804,0.117203,-0.104935,-0.105558,-0.028148,0.109755,0.041927,0.087125,-0.058053,0.193864,-0.146341,0.049391,0.100073,-0.022085,0.025949,-0.026978,0.102100,-0.205928,0.069527,0.127765,-0.132249,0.113636,-0.067620,0.014941,-0.012938,0.107770,0.113872,-0.186179,0.179666,-0.076769,-0.197271,-0.107187,0.162475,-0.134609,0.108724,0.068067,0.070700,0.319107,-0.036461,0.277488,-0.073681,0.143029,-0.046455,-0.039519,0.237227,-0.085466,0.324633,0.231482,-0.127809,-0.028762,0.051028,0.104012,0.065301,0.126673,-0.160112,0.157421,-0.114507,-0.243306,0.284773,-0.011433,-0.073404,-0.143341,-0.113763
seq8006,0.377466,0.288655,0.235631,0.088268,0.097500,0.154505,0.317202,0.273353,0.518499,0.500866,0.310485,0.442240,0.154387,0.358368,-0.096546,0.302219,0.316880,0.290061,0.248713,0.097674,0.249242,0.228514,0.484942,0.134203,0.013528,0.569261,-0.184765,0.019951,0.044815,0.270974,-0.118778,-0.139270,-0.045083,0.106138,0.032899,-0.051854,0.084044,-0.144267,-0.070537,0.041423,-0.175393,0.081892,0.160458,-0.049414,-0.096993,-0.013755,0.053144,-0.043608,-0.034723,-0.048647,-0.181364,0.143525,-0.015131,-0.246360,0.084912,0.132890,-0.054164,-0.014087,0.032626,0.118390,-0.060921,-0.076042,-0.001654,0.046341,0.124695,-0.134837,0.102554,0.124054,0.102232,0.104247,-0.317608,-0.002601,0.222161,0.020924,-0.105148,-0.240942,0.144503,-0.127659,-0.250783,0.116783,-0.032784,0.190700,-0.105049,-0.181178,-0.058900,0.035129,0.119809,-0.058626,0.217373,0.130437
seq8007,0.124342,-0.031089,-0.107780,0.018544,-0.055455,0.243653,0.113958,-0.060419,-0.175480,0.034550,-0.054165,0.012699,0.024693,0.002583,-0.114171,-0.101161,-0.076029,-0.047572,-0.019771,0.018880,-0.129289,-0.124722,-0.189346,-0.158718,-0.140995,0.095759,-0.127954,-0.066696,-0.081692,0.032518,0.193165,0.137525,0.378325,0.075057,0.063636,0.137389,0.242007,0.153349,0.058362,0.204583,0.020604,0.164758,0.022452,-0.036635,0.324779,0.056518,-0.002298,0.253898,0.056115,0.047634,0.185257,0.258931,0.072263,-0.034147,0.078202,-0.095645,0.050084,-0.156792,-0.174408,0.049084,-0.018130,0.037986,-0.082396,-0.002758,-0.055903,0.132680,0.076166,-0.013285,-0.102834,0.104808,-0.008900,0.064736,-0.057827,-0.088295,0.002494,0.038941,0.133486,0.110156,0.043680,0.074254,-0.056157,-0.036597,0.012695,-0.102120,-0.087362,0.000103,0.168736,-0.095337,-0.076177,-0.070901
seq8008,0.247807,0.210952,0.278768,0.103252,0.115447,0.072667,-0.136790,0.070058,0.219663,0.170501,0.221497,0.050720,0.118867,0.114388,0.077123,0.042751,0.131152,-0.008638,0.150959,0.326247,0.193061,0.218441,0.321901,0.232678,0.188465,0.255199,-0.024472,0.041597,0.106706,0.080411,0.112530,-0.008053,-0.138582,-0.141203,-0.187359,-0.032299,0.204614,0.023425,0.131201,-0.068017,0.032618,-0.280947,-0.093649,-0.072916,-0.002704,0.247688,0.035808,0.088247,-0.134070,0.246163,-0.171516,-0.078029,-0.117922,-0.089942,0.095847,0.064097,0.148157,-0.093254,0.095058,-0.007815,-0.069778,0.005788,-0.085556,-0.100318,0.043254,0.014931,0.208493,0.140692,-0.174533,-0.009882,0.005394,-0.168396,-0.131351,-0.013803,0.254727,0.058405,-0.178288,-0.041609,-0.073314,-0.155276,0.106312,0.095219,0.111549,-0.298551,-0.031512,0.009741,-0.111905,-0.104783,0.077337,0.246513
seq8009,-0.020012,0.114499,-0.183218,0.281069,0.007906,0.065048,0.262666,0.189827,0.306273,0.103536,0.287621,-0.250988,0.226778,0.254808,0.291579,0.047848,0.132743,-0.026224,0.224894,0.015047,0.327551,0.145407,0.318407,-0.036300,0.101808,-0.029931,0.080666,0.132097,-0.181454,0.434746,0.032676,0.013466,0.073401,-0.127704,-0.039091,-0.090518,-0.059864,-0.134808,-0.067129,-0.067932,0.025202,0.269260,0.095030,0.154595,0.091107,0.088027,0.002728,-0.082698,-0.066377,-0.133364,-0.083548,-0.100343,-0.160383,0.260896,0.038133,0.123543,0.394184,0.093569,0.199696,0.029544,0.003717,0.012272,-0.102745,0.117010,0.153394,-0.000056,-0.060329,-0.027799,0.055092,0.123100,0.119449,0.059238,-0.051280,0.022455,0.275520,-0.000859,-0.039224,-0.196300,0.137890,-0.039969,0.105547,-0.099424,-0.011519,0.011152,0.027543,-0.027527,-0.137898,-0.079873,0.131134,0.023838
