Feature,[G5.1.1.1],[G5.1.1.2],[G5.1.1.3],[G5.1.1.4],[G5.1.1.5],[G5.1.1.6],[G5.1.1.7],[G5.1.1.8],[G5.1.1.9],[G5.1.1.10],[G5.1.1.11],[G5.1.1.12],[G5.1.1.13],[G5.1.1.14],[G5.1.1.15],[G5.1.1.16],[G5.1.1.17],[G5.1.1.18],[G5.1.1.19],[G5.1.1.20],[G5.1.1.21],[G5.1.1.22],[G5.1.1.23],[G5.1.1.24],[G5.1.1.25],[G5.1.1.26],[G5.1.1.27],[G5.1.1.28],[G5.1.1.29],[G5.1.1.30],[G5.1.2.1],[G5.1.2.2],[G5.1.2.3],[G5.1.2.4],[G5.1.2.5],[G5.1.2.6],[G5.1.2.7],[G5.1.2.8],[G5.1.2.9],[G5.1.2.10],[G5.1.2.11],[G5.1.2.12],[G5.1.2.13],[G5.1.2.14],[G5.1.2.15],[G5.1.2.16],[G5.1.2.17],[G5.1.2.18],[G5.1.2.19],[G5.1.2.20],[G5.1.2.21],[G5.1.2.22],[G5.1.2.23],[G5.1.2.24],[G5.1.2.25],[G5.1.2.26],[G5.1.2.27],[G5.1.2.28],[G5.1.2.29],[G5.1.2.30],[G5.1.2.31],[G5.1.2.32],[G5.1.2.33],[G5.1.2.34],[G5.1.2.35],[G5.1.2.36],[G5.1.2.37],[G5.1.2.38],[G5.1.2.39],[G5.1.2.40],[G5.1.2.41],[G5.1.2.42],[G5.1.2.43],[G5.1.2.44],[G5.1.2.45],[G5.1.2.46],[G5.1.2.47],[G5.1.2.48],[G5.1.2.49],[G5.1.2.50],[G5.2.1.1],[G5.2.1.2],[G5.2.1.3],[G5.2.1.4],[G5.2.1.5],[G5.2.1.6],[G5.2.1.7],[G5.2.1.8],[G5.2.1.9],[G5.2.1.10],[G5.2.1.11],[G5.2.1.12],[G5.2.1.13],[G5.2.1.14],[G5.2.1.15],[G5.2.1.16],[G5.2.1.17],[G5.2.1.18],[G5.2.1.19],[G5.2.1.20],[G5.2.1.21],[G5.2.1.22],[G5.2.1.23],[G5.2.1.24],[G5.2.1.25],[G5.2.1.26],[G5.2.1.27],[G5.2.1.28],[G5.2.1.29],[G5.2.1.30],[G5.2.2.1],[G5.2.2.2],[G5.2.2.3],[G5.2.2.4],[G5.2.2.5],[G5.2.2.6],[G5.2.2.7],[G5.2.2.8],[G5.2.2.9],[G5.2.2.10],[G5.2.2.11],[G5.2.2.12],[G5.2.2.13],[G5.2.2.14],[G5.2.2.15],[G5.2.2.16],[G5.2.2.17],[G5.2.2.18],[G5.2.2.19],[G5.2.2.20],[G5.2.2.21],[G5.2.2.22],[G5.2.2.23],[G5.2.2.24],[G5.2.2.25],[G5.2.2.26],[G5.2.2.27],[G5.2.2.28],[G5.2.2.29],[G5.2.2.30],[G5.2.2.31],[G5.2.2.32],[G5.2.2.33],[G5.2.2.34],[G5.2.2.35],[G5.2.2.36],[G5.2.2.37],[G5.2.2.38],[G5.2.2.39],[G5.2.2.40],[G5.2.2.41],[G5.2.2.42],[G5.2.2.43],[G5.2.2.44],[G5.2.2.45],[G5.2.2.46],[G5.2.2.47],[G5.2.2.48],[G5.2.2.49],[G5.2.2.50]
seq8000,17.459505,18.383195,18.490930,17.476654,16.173606,17.722543,18.008677,16.190261,14.429429,18.235853,18.825236,16.606748,15.837411,15.911977,16.745193,16.196814,15.254731,16.720971,16.262708,15.591857,13.975987,13.501757,12.771357,13.172146,13.139466,13.880112,14.244376,13.378145,10.594471,8.830113,0.000791,0.000264,0.000264,0.000264,0.001055,0.000000,0.000791,0.001846,0.000791,0.002373,0.001319,0.001055,0.001319,0.000791,0.000000,0.002110,0.003956,0.001055,0.000527,0.000527,0.036833,0.038782,0.039009,0.036870,0.034121,0.037388,0.037992,0.034156,0.030441,0.038471,0.039715,0.035034,0.033411,0.033569,0.035326,0.034170,0.032182,0.035275,0.034309,0.032893,0.029484,0.028484,0.026943,0.027789,0.027720,0.029282,0.030051,0.028223,0.022351,0.018628,15.385333,15.156539,15.766793,12.610579,12.583753,15.059838,14.142975,12.264121,10.748772,15.548123,15.716777,12.530103,11.866284,12.561666,14.291942,11.970233,10.301785,13.244089,13.213456,12.022737,10.830979,11.267929,10.830222,12.035176,8.865635,10.548513,10.358421,9.873359,7.998507,8.946003,0.000991,0.000000,0.001321,0.000330,0.000330,0.000991,0.000330,0.000000,0.000991,0.002312,0.002972,0.000991,0.001651,0.001321,0.001651,0.002642,0.004953,0.000660,0.000660,0.001321,0.040644,0.040039,0.041652,0.033314,0.033243,0.039784,0.037362,0.032398,0.028395,0.041074,0.041519,0.033101,0.031347,0.033184,0.037755,0.031622,0.027214,0.034987,0.034906,0.031761,0.028612,0.029767,0.028610,0.031794,0.023421,0.027866,0.027364,0.026083,0.021130,0.023633
seq8001,27.676852,27.568292,26.446040,26.306646,27.860533,28.523303,28.403635,29.913253,25.390306,29.042577,24.514611,24.955617,25.924280,25.278261,24.874428,25.974563,26.912300,28.546509,23.847771,23.234195,24.400997,20.180458,22.018230,19.925064,21.288516,15.435677,17.580320,20.171208,18.994786,16.933246,0.001355,0.000000,0.000339,0.001016,0.000677,0.000508,0.000169,0.000169,0.000000,0.001185,0.000339,0.000847,0.001524,0.000677,0.001355,0.001185,0.000677,0.000677,0.000847,0.000000,0.037496,0.037349,0.035829,0.035640,0.037745,0.038643,0.038481,0.040526,0.034399,0.039347,0.033212,0.033810,0.035122,0.034247,0.033700,0.035190,0.036460,0.038674,0.032309,0.031477,0.033058,0.027340,0.029830,0.026994,0.028841,0.020912,0.023818,0.027328,0.025734,0.022941,15.671585,16.314959,14.508037,15.728848,14.783256,17.697891,16.119740,15.783797,14.747063,14.465203,14.196128,13.724456,14.067085,12.579383,13.492396,13.910092,13.453737,14.040260,12.397426,12.869941,12.859405,10.653824,11.835024,11.120173,10.881687,9.843418,9.153705,12.219254,11.131098,9.594419,0.002440,0.002440,0.001525,0.000610,0.000000,0.001220,0.001830,0.000915,0.000305,0.000305,0.002135,0.000000,0.000610,0.001220,0.002745,0.002135,0.001220,0.001525,0.000000,0.001220,0.038238,0.039808,0.035399,0.038378,0.036071,0.043182,0.039331,0.038512,0.035982,0.035294,0.034638,0.033487,0.034323,0.030693,0.032921,0.033940,0.032827,0.034258,0.030249,0.031402,0.031376,0.025995,0.028877,0.027133,0.026551,0.024018,0.022335,0.029814,0.027159,0.023410
seq8002,25.000153,22.877576,24.394316,26.255915,24.313409,24.990817,23.007233,22.799545,24.004701,21.125090,19.413366,17.912548,20.229397,20.153824,20.597358,21.541163,21.695993,23.522927,17.936136,20.634459,19.090852,19.346488,18.522692,18.435975,16.316292,17.036403,17.828910,19.675741,18.526008,18.955090,0.003144,0.000196,0.000196,0.000982,0.000196,0.000786,0.000393,0.000589,0.000589,0.001179,0.001375,0.000393,0.000393,0.001375,0.000786,0.000786,0.001572,0.000393,0.000393,0.000000,0.039300,0.035963,0.038347,0.041274,0.038220,0.039285,0.036167,0.035840,0.037735,0.033208,0.030517,0.028158,0.031800,0.031681,0.032379,0.033862,0.034106,0.036978,0.028195,0.032437,0.030010,0.030412,0.029117,0.028981,0.025649,0.026781,0.028027,0.030930,0.029123,0.029797,16.718594,14.345246,13.675457,14.643072,15.213521,14.385960,13.744986,13.066111,14.222737,12.853196,11.598853,11.751109,11.161125,12.308296,11.088350,12.862088,11.606057,12.874548,9.500530,12.065160,11.001601,8.809995,11.118486,12.038659,7.736549,10.782585,9.663148,10.954051,9.267777,9.821114,0.005393,0.001348,0.000674,0.000337,0.000337,0.002359,0.001685,0.001348,0.000674,0.001011,0.002022,0.001011,0.002359,0.000337,0.000674,0.001348,0.002696,0.000674,0.000000,0.000674,0.045078,0.038679,0.036873,0.039482,0.041020,0.038789,0.037061,0.035230,0.038349,0.034656,0.031274,0.031684,0.030094,0.033187,0.029897,0.034680,0.031293,0.034714,0.025616,0.032531,0.029664,0.023754,0.029979,0.032460,0.020860,0.029073,0.026055,0.029535,0.024989,0.026481
seq8003,20.338370,20.478963,21.437840,23.380700,20.074199,20.471891,21.766289,18.926032,17.646539,20.198294,19.285794,21.149534,17.991802,15.609864,17.820358,18.997230,18.525295,16.740487,17.444375,17.163634,17.380712,16.523802,16.753544,18.329880,17.102634,17.810494,15.984707,14.917056,13.480863,13.886471,0.002242,0.000224,0.000448,0.000224,0.000673,0.001569,0.000224,0.000448,0.000897,0.001569,0.001121,0.000673,0.000448,0.000673,0.000448,0.002242,0.001569,0.000673,0.000000,0.001569,0.036474,0.036726,0.038445,0.041930,0.036000,0.036713,0.039034,0.033941,0.031646,0.036222,0.034586,0.037928,0.032265,0.027994,0.031958,0.034069,0.033222,0.030021,0.031284,0.030780,0.031170,0.029633,0.030045,0.032872,0.030671,0.031940,0.028666,0.026751,0.024176,0.024903,16.597188,14.648718,14.037512,16.267431,12.969043,14.334018,16.659989,14.671195,13.250860,14.764932,14.554202,16.809346,13.428491,13.283678,14.056225,13.707691,14.793532,12.890665,13.734689,13.914159,12.847420,13.100855,12.107756,12.978085,12.156950,12.340119,10.748686,11.434332,10.224035,10.563007,0.002991,0.000598,0.000897,0.000598,0.000299,0.000897,0.000299,0.002094,0.000299,0.000598,0.002094,0.001197,0.001496,0.000897,0.000598,0.002991,0.002094,0.000000,0.002094,0.000897,0.039718,0.035055,0.033593,0.038929,0.031036,0.034302,0.039868,0.035109,0.031710,0.035333,0.034829,0.040226,0.032135,0.031789,0.033637,0.032803,0.035402,0.030848,0.032868,0.033297,0.030745,0.031351,0.028975,0.031057,0.029092,0.029531,0.025722,0.027363,0.024467,0.025278
seq8004,26.025357,28.312714,29.674378,27.122062,28.572971,30.176861,29.478296,23.330954,23.491724,25.507153,26.570302,27.168314,24.041107,26.095558,26.041235,24.640570,22.223440,20.645432,24.813812,23.963815,20.933278,22.143267,23.526658,21.651854,21.327166,21.423082,22.377632,21.874145,20.694567,20.383037,0.000840,0.000000,0.001176,0.000504,0.000168,0.001680,0.000168,0.000840,0.001008,0.001512,0.000840,0.000672,0.000168,0.000840,0.000672,0.000504,0.000840,0.000672,0.000000,0.000336,0.034969,0.038043,0.039873,0.036443,0.038393,0.040548,0.039609,0.031349,0.031565,0.034273,0.035702,0.036505,0.032303,0.035064,0.034991,0.033109,0.029861,0.027741,0.033342,0.032199,0.028127,0.029753,0.031612,0.029093,0.028657,0.028786,0.030068,0.029392,0.027807,0.027388,15.894235,14.663277,17.743126,15.826717,16.497415,17.291877,16.851639,13.333196,13.201038,14.673640,15.183018,15.175165,14.336809,14.967052,14.736333,12.869378,13.589767,11.079135,15.931747,11.444716,12.337263,12.709378,13.098605,12.214732,11.506998,10.534949,12.382888,11.627366,10.593532,11.330708,0.001475,0.001180,0.001180,0.002066,0.000000,0.001475,0.000885,0.002951,0.000295,0.001475,0.002656,0.001770,0.001475,0.000295,0.000295,0.000885,0.001475,0.000000,0.000590,0.001180,0.037520,0.034614,0.041884,0.037360,0.038943,0.040819,0.039780,0.031474,0.031162,0.034638,0.035841,0.035822,0.033843,0.035331,0.034786,0.030379,0.032080,0.026153,0.037608,0.027016,0.029123,0.030001,0.030920,0.028834,0.027163,0.024869,0.029231,0.027447,0.025007,0.026747
seq8005,28.233022,26.240278,26.816334,23.244744,24.661826,27.157369,21.910337,24.357821,23.214775,26.254915,25.587473,24.013831,25.760280,19.425761,24.139013,20.508538,21.900335,22.636487,21.203711,18.978689,18.072240,22.119409,17.325173,17.796362,21.548257,19.486670,17.465821,17.049557,17.415036,16.987488,0.001303,0.000372,0.000372,0.001489,0.000745,0.000931,0.000931,0.000372,0.000558,0.001675,0.001117,0.000372,0.001117,0.000745,0.000558,0.000931,0.000558,0.000372,0.000186,0.000186,0.042044,0.039076,0.039934,0.034616,0.036726,0.040442,0.032628,0.036273,0.034571,0.039098,0.038104,0.035761,0.038362,0.028928,0.035947,0.030541,0.032613,0.033710,0.031576,0.028263,0.026913,0.032940,0.025800,0.026502,0.032089,0.029019,0.026010,0.025390,0.025934,0.025297,17.924002,16.279286,16.446339,15.401103,15.000995,16.188772,13.019297,14.986717,15.838897,14.899059,16.843029,15.341633,14.833207,12.517642,14.572591,12.921017,14.008545,13.726988,13.167226,12.306977,11.782261,11.607096,11.694992,10.842596,13.290297,11.105203,10.869227,11.791671,10.971855,11.227150,0.002076,0.000890,0.000593,0.000593,0.000593,0.001187,0.002373,0.001483,0.001483,0.000593,0.002670,0.000890,0.001780,0.001187,0.001780,0.001483,0.000890,0.000297,0.000297,0.000593,0.042534,0.038631,0.039027,0.036547,0.035598,0.038416,0.030895,0.035564,0.037586,0.035356,0.039969,0.036406,0.035199,0.029704,0.034581,0.030662,0.033242,0.032574,0.031246,0.029205,0.027959,0.027544,0.027752,0.025730,0.031538,0.026353,0.025793,0.027982,0.026036,0.026642
seq8006,27.617763,27.286220,27.830153,23.940084,24.458507,25.090275,24.866060,23.781246,23.709745,25.115139,28.118674,21.029318,17.750813,22.666997,26.688303,25.762104,17.938685,20.569896,22.861241,21.238819,19.374039,18.658199,19.957333,21.454185,19.816126,18.618224,19.981311,22.602851,16.509153,14.941226,0.001654,0.000000,0.001103,0.000368,0.000735,0.001286,0.000368,0.001470,0.001103,0.001103,0.000368,0.000184,0.000735,0.000000,0.000368,0.000919,0.001103,0.001654,0.000000,0.000184,0.040600,0.040113,0.040913,0.035194,0.035956,0.036885,0.036555,0.034960,0.034855,0.036921,0.041337,0.030915,0.026095,0.033322,0.039234,0.037872,0.026371,0.030239,0.033608,0.031223,0.028481,0.027429,0.029339,0.031539,0.029131,0.027370,0.029374,0.033228,0.024270,0.021965,17.926512,16.712883,15.919611,15.321103,14.006382,15.539383,14.276582,15.086685,14.144359,12.628880,15.166641,12.112818,10.381763,13.237599,14.600000,13.971120,10.105116,12.240909,13.699881,11.462088,12.818064,9.936852,9.991628,12.792104,10.242942,10.635782,11.180638,12.095143,8.209865,8.905938,0.002846,0.000632,0.000316,0.001897,0.000000,0.000000,0.000632,0.002213,0.000632,0.002529,0.001897,0.001897,0.000632,0.001265,0.001265,0.001581,0.001897,0.000000,0.000316,0.002846,0.045343,0.042274,0.040267,0.038753,0.035428,0.039305,0.036111,0.038160,0.035777,0.031944,0.038363,0.030638,0.026260,0.033483,0.036929,0.035339,0.025560,0.030962,0.034653,0.028992,0.032422,0.025134,0.025273,0.032356,0.025909,0.026902,0.028280,0.030594,0.020766,0.022527
seq8007,27.068668,28.102368,24.131795,30.579559,28.259276,27.435357,23.105243,24.132222,24.960636,21.961696,26.677989,22.390558,25.556929,28.436527,24.444544,25.696434,26.477663,20.532499,23.852804,18.891672,19.664642,23.492011,22.230575,24.462454,21.745728,19.945918,20.966388,20.375889,21.277669,18.447772,0.000172,0.000172,0.001034,0.001034,0.001034,0.000862,0.000689,0.000345,0.000517,0.000172,0.000689,0.000172,0.000862,0.000862,0.000345,0.001379,0.001896,0.000517,0.000345,0.000689,0.037320,0.038746,0.033271,0.042161,0.038962,0.037826,0.031856,0.033272,0.034414,0.030279,0.036782,0.030871,0.035236,0.039206,0.033703,0.035429,0.036506,0.028309,0.032887,0.026047,0.027112,0.032389,0.030650,0.033727,0.029982,0.027500,0.028907,0.028093,0.029336,0.025435,16.043569,16.462564,11.691812,16.026717,15.807009,13.547193,13.115803,13.717274,13.191325,12.254667,14.562574,11.238940,13.436344,15.319178,12.174018,13.674137,12.492418,9.949118,11.942520,11.278832,10.905333,11.224402,11.624489,11.937220,10.956409,10.149421,10.316604,11.927572,10.273899,8.994613,0.000324,0.000647,0.000324,0.001942,0.000324,0.001618,0.001942,0.001618,0.001295,0.000647,0.000324,0.000971,0.001295,0.001942,0.001618,0.002589,0.003560,0.000647,0.001295,0.000971,0.041538,0.042623,0.030271,0.041495,0.040926,0.035075,0.033958,0.035515,0.034154,0.031728,0.037704,0.029099,0.034788,0.039663,0.031520,0.035404,0.032344,0.025759,0.030920,0.029202,0.028235,0.029061,0.030097,0.030907,0.028367,0.026278,0.026711,0.030882,0.026600,0.023288
seq8008,29.592939,31.492989,29.315189,31.474287,31.060083,26.515046,21.952896,27.631376,29.305064,25.380827,27.589674,26.873302,29.552913,27.014103,25.211126,23.032600,23.306546,25.196974,27.547373,27.212717,24.962450,18.327316,22.174322,25.279078,20.443994,21.077107,22.331894,19.682544,16.479762,20.284199,0.001140,0.000000,0.000652,0.000489,0.000326,0.001466,0.000326,0.000815,0.000163,0.000815,0.000815,0.000163,0.000815,0.000489,0.001466,0.000652,0.000815,0.001140,0.000489,0.000000,0.038568,0.041044,0.038206,0.041019,0.040480,0.034556,0.028611,0.036011,0.038192,0.033078,0.035957,0.035023,0.038515,0.035207,0.032857,0.030018,0.030375,0.032838,0.035902,0.035466,0.032533,0.023885,0.028899,0.032945,0.026644,0.027469,0.029104,0.025652,0.021478,0.026436,16.101028,15.872796,16.716409,15.955544,17.036625,14.448394,12.982131,12.359870,14.506804,12.801147,13.533910,14.826890,15.391109,13.129995,12.958248,11.105938,12.204024,10.854213,13.029118,12.716993,11.812396,9.853326,11.561558,11.911671,10.069811,10.653261,10.608588,11.565041,9.888177,9.734840,0.002209,0.002840,0.000316,0.001262,0.000000,0.000947,0.000947,0.002840,0.000631,0.001578,0.001578,0.000316,0.001578,0.000631,0.001578,0.001262,0.001578,0.000947,0.000000,0.002209,0.040640,0.040064,0.042193,0.040272,0.043001,0.036468,0.032767,0.031197,0.036616,0.032311,0.034160,0.037424,0.038848,0.033141,0.032707,0.028032,0.030803,0.027396,0.032886,0.032098,0.029815,0.024870,0.029182,0.030066,0.025417,0.026889,0.026777,0.029191,0.024958,0.024571
seq8009,24.473542,27.293339,27.610237,27.976733,26.486315,28.930792,29.063530,26.201183,23.144045,24.873505,24.442998,23.110309,22.594377,21.112222,20.980801,19.066081,20.333344,22.918150,18.821523,24.304367,22.981986,23.985456,21.176557,18.651975,20.216500,19.337780,17.088187,18.396653,17.311370,15.515275,0.000908,0.000363,0.001634,0.000000,0.000545,0.001634,0.000182,0.000726,0.000363,0.001271,0.000182,0.000726,0.000363,0.000726,0.000908,0.000726,0.000726,0.001816,0.000363,0.000363,0.035551,0.039648,0.040108,0.040640,0.038475,0.042026,0.042219,0.038061,0.033620,0.036132,0.035507,0.033571,0.032822,0.030669,0.030478,0.027696,0.029537,0.033292,0.027341,0.035306,0.033385,0.034842,0.030762,0.027095,0.029367,0.028091,0.024823,0.026724,0.025147,0.022538,18.626090,20.093802,19.821720,17.163505,18.688978,20.748037,18.528718,18.105484,16.082055,15.577480,15.836193,14.152407,16.047745,14.852244,13.743537,15.474938,13.794830,17.329086,13.582088,15.087658,13.488437,14.217739,14.013261,11.650103,13.282877,12.075024,11.326793,11.544965,10.808177,11.248286,0.001338,0.001338,0.001071,0.002409,0.000535,0.001071,0.000000,0.002409,0.000268,0.001071,0.001874,0.000535,0.000268,0.000803,0.000535,0.001071,0.001071,0.000535,0.000535,0.002677,0.039885,0.043028,0.042446,0.036753,0.040020,0.044429,0.039677,0.038770,0.034438,0.033357,0.033911,0.030305,0.034364,0.031804,0.029430,0.033137,0.029540,0.037108,0.029084,0.032308,0.028884,0.030445,0.030007,0.024947,0.028443,0.025857,0.024255,0.024722,0.023144,0.024087
