Feature,[G3.3.1.1.1],[G3.3.1.1.2],[G3.3.1.1.3],[G3.3.1.1.4],[G3.3.1.1.5],[G3.3.1.1.6],[G3.3.1.1.7],[G3.3.1.1.8],[G3.3.1.1.9],[G3.3.1.1.10],[G3.3.1.1.11],[G3.3.1.1.12],[G3.3.1.1.13],[G3.3.1.1.14],[G3.3.1.1.15],[G3.3.1.1.16],[G3.3.1.1.17],[G3.3.1.1.18],[G3.3.1.1.19],[G3.3.1.1.20],[G3.3.1.1.21],[G3.3.1.1.22],[G3.3.1.1.23],[G3.3.1.1.24],[G3.3.1.1.25],[G3.3.1.1.26],[G3.3.1.1.27],[G3.3.1.1.28],[G3.3.1.1.29],[G3.3.1.1.30],[G3.3.2.1.1],[G3.3.2.1.2],[G3.3.2.1.3],[G3.3.2.1.4],[G3.3.2.1.5],[G3.3.2.1.6],[G3.3.2.1.7],[G3.3.2.1.8],[G3.3.2.1.9],[G3.3.2.1.10],[G3.3.2.1.11],[G3.3.2.1.12],[G3.3.2.1.13],[G3.3.2.1.14],[G3.3.2.1.15],[G3.3.2.1.16],[G3.3.2.1.17],[G3.3.2.1.18],[G3.3.2.1.19],[G3.3.2.1.20],[G3.3.2.1.21],[G3.3.2.1.22],[G3.3.2.1.23],[G3.3.2.1.24],[G3.3.2.1.25],[G3.3.2.1.26],[G3.3.2.1.27],[G3.3.2.1.28],[G3.3.2.1.29],[G3.3.2.1.30],[G3.3.4.1.1],[G3.3.4.1.2],[G3.3.4.1.3],[G3.3.4.1.4],[G3.3.4.1.5],[G3.3.4.1.6],[G3.3.4.1.7],[G3.3.4.1.8],[G3.3.4.1.9],[G3.3.4.1.10],[G3.3.4.1.11],[G3.3.4.1.12],[G3.3.4.1.13],[G3.3.4.1.14],[G3.3.4.1.15],[G3.3.4.1.16],[G3.3.4.1.17],[G3.3.4.1.18],[G3.3.4.1.19],[G3.3.4.1.20],[G3.3.4.1.21],[G3.3.4.1.22],[G3.3.4.1.23],[G3.3.4.1.24],[G3.3.4.1.25],[G3.3.4.1.26],[G3.3.4.1.27],[G3.3.4.1.28],[G3.3.4.1.29],[G3.3.4.1.30]
seq4000,0.865087,1.004209,1.124203,1.067370,0.954366,0.875390,0.833733,0.861835,1.027595,1.161193,1.094438,1.018929,0.988617,1.210982,1.029899,1.120837,1.118266,0.948957,0.875371,0.881745,1.136398,1.270554,1.069209,0.747659,0.844628,0.769113,1.227261,0.961236,0.994452,1.081395,1.113743,1.010115,0.965469,1.224638,0.826736,1.075464,0.938924,0.985813,1.015034,0.968504,1.271413,1.046243,1.215028,1.123443,0.784257,1.216611,0.940718,1.050342,1.355461,0.831839,1.182761,0.764983,0.866392,1.095986,0.909943,1.344037,0.978723,0.985148,1.045881,1.003706,1.059557,0.917448,0.921257,0.982869,1.074771,1.105315,1.071966,0.974389,1.176591,1.040656,0.978745,1.002686,1.266578,0.816347,0.788328,1.123618,0.812525,0.886432,0.924967,0.972620,1.052898,0.873553,0.948334,1.108956,0.794821,1.115648,1.137732,1.188869,0.847339,1.162380
seq4001,0.969186,1.182188,1.108258,0.983423,0.783867,1.104029,1.056151,0.990507,0.913372,1.016684,1.023241,1.165181,0.946992,1.051956,0.901918,0.737366,1.151255,0.968155,1.257451,1.026636,0.762153,1.144916,0.974769,0.887021,0.904371,0.790663,1.082897,1.159476,1.022941,1.074656,1.130062,0.985187,1.073716,0.803632,0.941940,0.970738,1.062627,0.888531,1.097472,1.004310,0.923697,1.119051,1.171380,1.005819,0.992464,1.135819,1.151290,1.062497,1.100837,1.158677,1.153275,0.933333,0.880863,1.330866,1.081076,1.126763,1.039663,1.138410,0.981683,1.042714,1.174853,1.116247,1.050317,0.676256,1.046001,1.085561,1.021190,0.792517,1.032566,1.006357,0.943700,1.047215,1.021677,1.054517,0.906545,1.131755,1.181940,0.999952,0.865815,1.301682,1.156096,0.886827,1.073018,1.206240,1.254771,1.039762,1.004100,1.189421,0.953581,1.064437
seq4002,1.113852,1.103939,1.047529,1.001705,0.801795,1.050727,0.952149,0.973100,0.926073,0.921874,0.918496,0.971331,1.055827,0.865730,1.033266,1.071936,1.266745,0.989537,1.098790,1.018096,1.003754,1.296005,1.111270,0.930371,0.914559,1.142601,1.224875,1.010360,1.114737,1.017445,1.050748,0.994548,1.025240,1.120733,0.932776,0.920415,0.844179,1.224162,1.001092,0.980732,1.158298,0.872093,1.015179,0.902890,0.859703,0.884038,0.891208,1.225234,0.888451,0.999398,0.885396,0.940305,1.187703,1.143669,1.281468,1.046755,0.855488,0.999971,1.052930,0.971006,1.030202,1.193064,0.912405,1.195231,1.090460,0.802833,0.984624,1.176158,0.889073,1.020464,0.961935,0.904395,1.072414,1.003955,0.971610,1.003558,0.928875,0.946995,1.127255,0.959960,0.846907,1.043571,1.047998,0.959821,1.112217,0.953705,0.789752,1.016950,1.106359,1.145699
seq4003,0.980996,1.036576,1.026300,0.953768,0.805170,0.909990,0.933498,0.954413,0.752469,0.845170,1.045188,0.928186,0.820966,0.966756,0.740490,1.068032,0.981961,0.926841,0.927302,0.997662,0.976054,0.819816,1.005752,0.984995,0.914249,0.987526,1.035092,1.002294,0.903463,1.098630,1.049385,1.279250,1.001379,0.934798,0.954305,0.922282,1.018552,1.084557,0.894819,0.908962,0.951481,1.050474,0.983789,1.159605,1.065826,0.666540,1.077493,1.044210,0.849027,0.995668,0.869593,0.782915,0.970732,1.288239,0.807599,0.813051,0.905611,1.012647,0.871096,1.137992,0.983515,1.005983,0.961253,0.801519,0.940762,1.023240,1.005689,1.021790,1.047973,1.011697,0.916021,0.895870,0.972949,1.100136,1.005778,0.951637,1.044966,1.060089,1.151067,1.241279,0.882427,1.162542,1.016524,1.109075,0.958009,0.865499,1.171930,1.011360,0.949518,1.067680
seq4004,1.175566,0.962332,0.712557,1.349686,0.726488,1.021964,1.136038,0.793409,1.169394,0.915218,0.893350,1.228253,0.733713,1.065791,1.109806,0.851690,1.340397,1.029797,0.928785,1.255983,0.830708,0.937008,0.990830,0.806271,1.100663,1.024906,0.839099,1.044370,0.944562,0.861147,0.975053,1.142769,1.100286,0.990594,1.157175,0.949423,0.789770,0.976590,0.883507,0.731393,0.951790,1.322645,1.016000,0.806350,0.968873,1.023064,0.815634,1.187727,0.944439,0.940040,0.830901,1.084032,0.823869,0.724867,1.126223,1.186246,1.218797,0.894396,0.821678,0.554267,1.072825,1.028470,0.971340,1.050129,1.150149,0.973880,0.894145,0.894671,1.023801,0.756008,0.907580,1.115713,0.989529,1.080825,1.132677,1.003823,0.844714,0.937256,1.043402,0.903199,0.995052,1.006161,0.841212,0.946819,1.016874,1.145140,0.951609,1.029673,0.836339,1.050695
seq4005,1.072848,0.899229,0.902719,0.808331,1.054493,0.807281,1.116372,0.913730,1.099208,0.949296,1.027184,0.968371,1.022058,1.102845,1.168130,1.059674,1.008039,1.301246,1.314061,0.779622,1.179398,1.188007,1.091870,1.005699,1.165412,0.840536,1.074196,1.028282,1.005116,0.957720,1.049552,0.992216,1.008569,1.052569,1.011857,1.115416,1.017943,1.277066,0.907811,1.125321,0.921017,1.026199,1.027076,1.023571,1.280795,0.974075,1.114766,0.898825,1.203323,0.987634,0.978868,1.259936,1.025651,1.115829,0.833125,1.232022,1.026707,1.195462,1.106437,0.858084,1.128278,0.966490,0.888805,0.858127,0.836284,0.880613,1.069866,0.637464,0.804503,1.037034,0.981153,0.852025,0.824650,0.901716,1.022390,0.728859,0.988613,0.914686,0.939602,0.929964,0.808205,0.817529,1.089213,0.826163,0.874817,1.038643,0.904021,0.954941,1.028106,0.660384
seq4006,0.747021,0.954970,1.053119,0.905746,0.874793,1.008176,0.968671,1.029727,0.889497,0.907550,1.037560,1.047778,0.998964,1.025369,1.073146,1.033594,0.841042,0.915539,0.978967,0.880641,0.879114,0.959842,0.931658,1.062007,0.986643,0.849845,0.764293,1.121478,1.105912,1.115594,0.982142,0.863140,1.178543,1.017465,0.841696,0.954035,0.901193,1.211842,1.039310,1.162460,0.983649,0.898903,0.992836,1.153291,1.011036,1.125711,0.782436,0.855170,0.784640,0.914492,1.120657,1.033131,1.153878,1.005005,1.071050,1.226659,1.183850,1.084522,0.932477,0.805559,0.890495,0.933477,0.892177,0.873658,0.886208,0.800652,0.875500,0.895360,1.065591,0.821614,1.074245,0.934256,1.005548,0.955822,1.011265,0.990404,1.122691,0.994001,1.037456,1.008799,1.075970,0.891605,1.026887,0.891526,0.859945,0.849409,1.090060,0.992931,0.957247,0.811956
seq4007,1.149007,1.024276,1.139479,0.910239,1.117769,1.004944,0.894085,1.177545,1.002171,0.927245,0.865633,0.992702,0.890395,1.073149,1.044523,1.104429,0.725762,1.154576,0.944233,0.963595,1.029731,1.174605,1.017918,0.947229,1.276778,1.060777,1.191019,1.165712,1.096025,0.790015,1.182136,0.846534,1.061146,1.002725,1.006018,1.193514,1.067176,1.051289,1.013584,0.998058,1.029105,0.923244,0.959273,0.917112,1.046052,1.071012,1.077775,0.970897,1.070049,0.972420,0.941448,1.176637,1.006777,1.067179,0.853317,1.100753,1.165002,0.897647,1.069796,1.032629,0.932978,0.995119,0.851114,1.011541,1.015612,0.881749,0.946937,0.933437,0.830477,1.155099,0.917344,0.990672,1.038688,0.814377,0.879627,1.074552,0.959012,0.845677,1.032951,0.914859,1.035758,0.801657,1.034294,1.214280,1.025472,1.012795,1.047109,0.942793,0.851138,1.015074
seq4008,1.048262,0.771511,1.062424,0.970389,0.949875,1.102440,0.956452,1.321174,1.059064,1.398473,0.917518,1.172954,0.999765,1.018174,1.046795,0.826272,0.934338,0.786919,0.985489,0.687171,1.126238,0.914371,1.116991,1.002471,1.096588,1.061951,1.098972,1.311564,0.940298,1.283405,0.992677,1.011149,1.033394,1.001393,1.123379,0.980984,0.808708,0.965686,0.828712,1.252706,1.007903,1.126761,1.025808,1.251442,0.926650,1.038429,0.947636,1.026310,0.973780,0.994913,1.188974,1.199536,1.106102,0.850218,1.116475,0.895325,1.134108,0.944400,1.214606,1.067356,1.056737,0.857665,1.004932,0.852628,1.108563,0.803231,0.965538,0.985571,1.032080,1.022014,1.019905,0.963510,0.702804,1.124844,0.936968,0.793987,0.921446,0.937169,0.722268,1.113128,0.950382,1.043243,0.773079,0.994967,0.837634,0.982149,1.058705,0.933883,0.866092,1.134507
seq4009,0.955396,1.119189,1.037217,1.212344,0.930185,0.848527,0.905954,1.107935,1.066377,0.921265,1.058443,0.958577,0.909792,1.111473,0.993080,0.920951,0.943907,1.084072,1.014288,0.966881,1.062177,1.149712,1.188669,1.092683,0.887585,1.009850,0.931431,0.896360,1.096233,1.060355,1.101730,1.094955,0.822671,0.906371,0.915944,1.064934,0.939163,0.775962,1.045808,1.136545,0.960830,0.973397,1.047685,1.069966,1.155341,1.080870,1.097349,1.064065,1.073897,1.220533,0.832588,1.100579,1.136609,1.216085,0.898130,1.021775,1.157161,0.892574,0.935733,0.954817,1.026746,0.792502,0.796369,0.878848,0.856923,0.907534,0.838750,0.794884,1.130952,0.819502,0.738279,0.848555,0.958555,1.021199,0.966908,1.108920,0.983796,1.035503,1.124564,1.032675,1.109792,0.945536,0.945744,1.194922,0.921712,1.318670,0.871714,1.177775,0.961872,1.009790
seq4010,0.977784,0.990738,1.030243,1.022458,1.162643,0.877013,0.958158,1.063462,1.022253,1.149824,1.117449,1.083230,0.875309,0.783857,1.007906,1.009263,1.034037,0.982443,1.004423,0.721364,0.957110,0.970845,1.002121,1.023315,1.056512,1.190755,1.002834,1.179539,1.118938,1.207983,1.077599,1.102632,0.882758,1.022212,0.965308,1.179573,1.094271,0.755279,1.158639,0.963559,1.004208,0.996822,0.781608,1.178268,1.003035,0.619242,1.254771,1.123935,0.953695,1.005421,0.957618,1.181769,0.907743,0.777696,0.918557,0.953638,1.094474,0.980902,0.687087,1.223753,1.199981,1.083030,0.861871,1.109418,1.001779,1.020479,1.004726,0.835361,1.022203,0.834887,1.022723,1.041499,0.757455,1.164574,0.944205,0.740998,1.308995,0.870959,0.956040,1.015841,0.892896,1.076968,0.850970,1.117487,0.819364,0.719303,1.131569,0.784131,0.789683,1.055934
seq4011,1.060624,0.828528,1.079684,0.730369,0.997961,1.096114,1.041229,1.063675,0.846052,1.109748,0.832469,1.117357,1.005362,0.989519,0.984484,0.946137,1.179377,1.098629,1.141150,0.893996,1.068886,1.170650,0.883575,0.916313,0.723668,1.079439,0.935461,1.033882,0.911544,1.030807,0.927648,0.772995,0.830797,1.056425,1.078276,1.080614,1.007703,1.050929,1.125713,0.913713,1.112989,0.775004,1.041620,0.918282,0.833429,0.982911,1.032188,1.076199,1.035269,1.183159,1.336156,0.958854,1.237431,1.025275,0.817961,0.955487,0.964883,1.070820,0.943242,1.236431,0.919293,0.914846,0.857775,0.801229,0.874002,0.841125,1.031920,0.783747,0.859687,0.896120,0.980691,0.755766,0.901688,0.753040,0.837598,0.982174,0.854722,0.917668,1.016045,1.158430,0.886360,0.917049,1.044730,0.970855,0.723782,0.842919,1.038353,1.127782,0.887870,0.889040
seq4012,1.063315,0.921386,1.073667,1.044653,1.116920,1.061112,0.877329,0.979416,0.931956,1.129245,0.926216,0.811673,1.176935,0.996569,0.932280,1.225238,1.039405,0.940137,1.076254,0.931899,1.183061,1.089088,1.187790,1.008959,1.085124,0.893700,0.858727,1.124615,0.891150,1.072722,0.838863,1.004243,1.117187,0.908580,0.937589,1.039846,1.094529,1.096690,0.858502,0.971068,0.956678,0.925080,1.028417,0.939956,1.035642,1.135671,1.326207,0.944463,1.060591,1.156085,1.154196,1.010747,0.874958,0.962681,1.169273,1.179474,1.089224,1.041616,1.125117,0.839081,1.058108,0.984699,0.908551,1.019795,0.972199,0.744472,1.058383,0.740258,1.107603,1.033268,0.812544,0.693160,1.034954,0.895869,1.098563,0.893608,1.035959,0.910775,1.031809,0.932927,1.187833,0.925690,0.892674,0.880481,1.143143,1.004625,1.021178,0.740867,1.039796,0.969245
seq4013,0.983953,1.024605,1.118550,0.960278,0.974604,1.019932,1.009715,1.216129,1.161865,1.072337,1.122831,0.897952,1.184980,1.082698,0.952478,1.121314,1.051588,0.950298,0.701523,1.064165,1.028470,0.937979,1.077471,0.983652,1.275066,1.114760,1.117730,0.974468,1.175890,1.221607,0.951236,0.944623,1.090655,1.215623,1.099989,1.013788,0.904705,0.892885,0.893757,1.010989,1.151993,0.822726,1.076938,1.096876,0.899990,1.168832,1.023568,1.188349,1.004472,0.981821,0.898604,0.877386,0.989449,1.039283,1.130667,1.142129,0.888410,1.031602,1.018687,0.776542,0.676744,0.770033,0.895862,0.834704,0.745287,0.829524,0.710427,0.745451,0.807798,0.820199,0.764804,0.795485,0.910814,1.011560,0.815912,0.783119,0.844356,0.914840,0.832289,0.863773,0.958944,1.026766,0.940345,0.959612,0.879511,0.802538,0.667143,0.745701,1.096217,1.061059
seq4014,0.857528,1.036914,0.909987,1.144942,1.248817,0.970556,0.942304,0.995891,0.805510,1.086600,1.236771,1.107415,0.918934,1.087608,0.929291,0.791151,0.780486,0.915467,0.909880,1.042546,0.981455,0.800227,0.812898,0.986654,1.016122,0.940392,1.259297,1.159560,1.059883,0.806776,1.026898,0.960544,0.853316,0.925704,1.076379,1.111257,0.912078,1.093198,1.044280,0.973583,0.942656,1.069034,1.007934,1.061909,0.998910,1.004054,1.100197,0.950066,1.085821,0.777702,1.132984,0.741757,0.833312,1.029911,0.897306,1.150492,0.786653,1.179534,1.204736,0.962453,0.919418,0.838530,0.825644,0.784065,1.058138,0.811093,1.019656,0.817645,0.783003,0.947996,0.995774,0.721543,1.006857,1.083839,0.986986,1.047242,1.195920,1.070514,1.024865,0.943247,0.879277,0.984146,1.104762,0.989861,1.064956,1.322755,0.943452,1.110986,1.071678,0.915334
seq4015,0.750292,0.844193,0.854544,1.069996,0.940411,0.993268,1.082728,1.075018,1.091117,1.010083,1.032568,0.991444,1.028752,0.940384,0.856579,0.954497,0.751027,0.953530,0.894339,0.864491,1.048466,0.889092,1.161727,1.239966,1.264228,1.118154,1.083467,1.053220,0.889849,1.055832,1.040241,1.197784,0.935393,1.052646,0.852097,1.158677,0.929156,0.960601,1.153925,0.942033,1.149988,1.054360,1.072142,0.957882,0.870360,1.182657,1.110103,1.178931,0.868003,0.941030,1.094123,0.964448,1.134029,0.937039,1.055220,1.026525,0.926662,1.212712,0.680975,0.944509,0.792629,0.992305,0.935873,0.842529,0.903758,0.912148,1.009723,0.950196,0.891549,0.964976,0.886299,0.871599,0.864771,0.842453,0.911127,0.938873,0.886281,0.945335,0.945150,0.901075,0.980849,0.941890,0.969809,0.912271,0.934907,0.996462,1.071002,0.857250,0.937742,1.058086
