Feature,[G3.3.1.1.1],[G3.3.1.1.2],[G3.3.1.1.3],[G3.3.1.1.4],[G3.3.1.1.5],[G3.3.1.1.6],[G3.3.1.1.7],[G3.3.1.1.8],[G3.3.1.1.9],[G3.3.1.1.10],[G3.3.1.1.11],[G3.3.1.1.12],[G3.3.1.1.13],[G3.3.1.1.14],[G3.3.1.1.15],[G3.3.1.1.16],[G3.3.1.1.17],[G3.3.1.1.18],[G3.3.1.1.19],[G3.3.1.1.20],[G3.3.1.1.21],[G3.3.1.1.22],[G3.3.1.1.23],[G3.3.1.1.24],[G3.3.1.1.25],[G3.3.1.1.26],[G3.3.1.1.27],[G3.3.1.1.28],[G3.3.1.1.29],[G3.3.1.1.30],[G3.3.2.1.1],[G3.3.2.1.2],[G3.3.2.1.3],[G3.3.2.1.4],[G3.3.2.1.5],[G3.3.2.1.6],[G3.3.2.1.7],[G3.3.2.1.8],[G3.3.2.1.9],[G3.3.2.1.10],[G3.3.2.1.11],[G3.3.2.1.12],[G3.3.2.1.13],[G3.3.2.1.14],[G3.3.2.1.15],[G3.3.2.1.16],[G3.3.2.1.17],[G3.3.2.1.18],[G3.3.2.1.19],[G3.3.2.1.20],[G3.3.2.1.21],[G3.3.2.1.22],[G3.3.2.1.23],[G3.3.2.1.24],[G3.3.2.1.25],[G3.3.2.1.26],[G3.3.2.1.27],[G3.3.2.1.28],[G3.3.2.1.29],[G3.3.2.1.30],[G3.3.4.1.1],[G3.3.4.1.2],[G3.3.4.1.3],[G3.3.4.1.4],[G3.3.4.1.5],[G3.3.4.1.6],[G3.3.4.1.7],[G3.3.4.1.8],[G3.3.4.1.9],[G3.3.4.1.10],[G3.3.4.1.11],[G3.3.4.1.12],[G3.3.4.1.13],[G3.3.4.1.14],[G3.3.4.1.15],[G3.3.4.1.16],[G3.3.4.1.17],[G3.3.4.1.18],[G3.3.4.1.19],[G3.3.4.1.20],[G3.3.4.1.21],[G3.3.4.1.22],[G3.3.4.1.23],[G3.3.4.1.24],[G3.3.4.1.25],[G3.3.4.1.26],[G3.3.4.1.27],[G3.3.4.1.28],[G3.3.4.1.29],[G3.3.4.1.30]
seq5000,0.897294,1.064680,0.880203,0.871125,0.960741,0.978573,1.015573,1.082351,0.868752,0.915609,0.966971,0.892058,0.968494,0.968687,0.876084,0.824691,0.996783,1.082907,1.046452,0.819731,1.057374,0.952921,1.100141,0.889818,0.995016,0.785135,0.647856,0.986526,0.868800,0.907795,0.914850,0.755674,1.025058,0.768596,1.081403,0.924610,1.116453,0.926491,1.081927,0.975521,1.064676,0.813629,1.094353,0.946237,0.882596,0.934205,1.116517,1.220305,1.235220,1.134518,1.126467,1.343397,1.014907,1.108003,1.049267,1.240527,1.040562,1.124410,1.006480,1.185906,0.822645,0.644600,0.907837,0.736900,0.993896,1.009760,1.009732,0.953280,0.949632,0.847463,1.026249,0.825254,0.867060,0.816343,0.886008,0.963606,0.893652,0.889923,0.989546,1.010361,1.064738,1.007790,0.865048,1.124787,0.737607,1.075178,0.652742,1.147643,0.776840,1.052794
seq5001,1.103707,0.951540,1.098855,1.284616,1.068248,1.044657,0.959585,1.220336,0.769116,0.949745,0.947227,0.906577,1.303571,0.964346,1.186167,0.947931,0.885255,0.778471,0.867279,1.073212,0.721578,1.294864,0.835250,1.179245,1.076267,0.873628,0.998964,0.839101,1.017218,1.020795,1.054679,1.152201,1.033460,1.156015,0.853043,1.162142,1.097449,1.017082,0.758982,0.716055,1.205672,1.072507,0.951365,0.939861,1.049995,1.135490,1.017426,0.844818,0.521339,0.916693,1.082561,0.974438,1.009272,0.927106,1.000197,1.130003,0.742594,0.856113,0.849429,1.054148,1.056113,0.866930,0.928890,1.042447,1.115390,0.915003,0.872305,0.890658,0.821691,0.953373,1.044000,0.934602,0.986608,1.281128,1.028722,1.048303,1.015611,1.122657,0.864919,0.939877,1.031613,1.063985,1.084456,1.038918,0.965702,0.975617,0.809033,0.943842,0.870832,0.959082
seq5002,1.101488,0.900842,0.854135,1.007708,1.026844,1.081307,0.914295,1.013082,0.855724,0.960667,0.850191,1.000190,0.843480,1.050705,0.896502,1.020142,0.905856,0.829948,0.870888,0.997753,0.922427,1.093183,0.916424,1.112141,1.241009,0.771796,1.374059,1.060988,1.190561,0.976434,1.202727,0.937748,0.875144,1.038037,0.915864,1.048523,0.969809,1.218019,0.951059,0.883709,0.925248,0.841580,0.832870,0.922511,0.826889,1.003291,0.958407,0.894213,1.129067,0.964456,1.117120,1.158199,0.921579,0.888087,1.013733,1.023260,0.743867,1.225320,0.950928,1.003103,0.938736,0.997046,0.878160,0.967031,0.818526,0.881441,1.067248,1.054290,0.747229,0.878008,0.959811,1.048924,1.147048,0.968159,0.910492,0.946145,0.935610,0.926319,0.922756,0.900964,1.147987,1.105097,1.111123,0.976845,0.867412,0.848757,0.950595,1.033342,0.968763,0.890198
seq5003,0.961563,1.046355,0.902319,1.056642,1.148976,0.943325,0.943644,1.044219,0.950781,1.098351,1.271638,0.896749,1.094496,0.968310,1.082191,1.020742,1.016136,1.169734,0.953180,0.969620,0.836989,0.759452,0.913394,0.959462,1.082642,0.772931,1.120299,1.115794,0.952178,0.931322,0.943688,1.124018,1.005779,0.956611,1.205638,1.173698,0.904770,1.120592,0.972320,1.018718,0.852636,0.942682,1.029220,0.895510,1.035901,0.930743,0.883974,0.923026,1.088122,0.969467,0.795476,1.051469,0.814001,0.840826,0.783699,1.144933,0.828610,0.816550,0.910614,0.987302,0.897717,0.957607,0.991646,0.775379,0.968207,1.029906,1.159211,1.042766,1.077264,1.024670,0.972961,0.895711,0.791183,0.990228,0.940843,0.746815,0.686237,1.094358,1.008209,0.795674,0.961359,1.081197,1.160622,1.029665,0.920962,0.965005,0.966451,1.102552,0.790563,0.990960
seq5004,1.050403,0.981661,0.904063,0.768089,0.989457,0.972680,0.814507,0.857974,1.038063,1.155131,0.971079,0.952386,0.900982,1.293005,1.073812,0.979214,0.997645,1.365643,1.060382,0.971584,1.073222,1.376428,1.077451,0.843445,1.131588,1.163362,0.861650,0.839626,1.164108,0.987698,1.167658,1.081102,1.010998,0.971304,0.938698,1.139133,0.976072,1.006067,1.071835,1.188769,0.919099,0.951645,0.864389,1.101568,1.015931,0.958741,0.953072,1.187592,0.946519,0.965180,1.121928,0.947760,1.236877,0.880550,1.316866,0.842045,0.704212,1.108938,1.212874,1.178210,0.846980,0.908902,0.805423,0.898053,0.840275,0.860365,0.751395,0.909384,0.983919,0.855666,0.781998,0.893393,0.998848,0.788486,0.918156,1.076124,0.895285,1.011742,1.072944,1.231997,0.933795,0.988976,1.147377,0.965721,1.029664,0.951105,0.891894,0.960558,0.933321,1.048479
seq5005,1.130451,1.213407,0.536842,1.201780,1.039838,0.544173,1.212930,1.104559,0.595109,1.264514,1.041985,0.656067,1.290010,1.002425,0.764647,1.388625,1.089163,0.810195,1.212026,1.116937,0.792652,1.314666,1.143151,0.789638,1.296242,0.989817,0.757031,1.242093,1.138009,0.865957,0.964718,1.182519,0.739047,1.068789,1.010975,0.760900,0.950389,0.919165,0.778060,1.005073,0.990292,0.870914,0.918556,1.017474,0.893141,0.731684,1.029168,1.032096,0.785548,0.905528,0.852394,0.718406,1.094637,1.002850,0.948880,1.146301,0.971231,0.732004,0.869341,0.997522,0.811540,0.707155,0.729136,0.663277,0.822994,0.766405,0.681052,0.671875,0.868179,0.758292,0.895398,0.906062,0.952016,0.851250,0.943842,0.839687,1.046917,0.885300,1.003412,0.893932,0.901292,0.920704,1.072779,0.955942,0.937766,0.959306,1.012739,0.737497,0.825361,0.831207
seq5006,1.092797,1.081779,0.965858,1.126266,0.912625,1.118837,0.861689,0.880619,0.998578,1.069814,0.960827,0.858425,0.966606,1.022294,1.014885,0.941015,1.014579,1.063693,1.011460,0.932167,0.931580,1.150873,0.913207,1.038430,0.826090,0.988623,0.818328,0.748383,1.207211,0.860611,1.140669,0.964235,1.034250,1.065280,0.950702,0.973975,0.939140,1.072389,1.014493,1.069047,0.874925,0.970571,1.120727,1.094153,1.119437,0.954810,0.945465,0.962481,0.976144,1.016248,1.097565,0.886792,0.983453,0.935894,1.308564,1.056603,0.889643,0.806065,0.806772,0.905554,0.979814,0.851464,0.967185,0.982769,0.964299,0.919958,0.999606,0.990859,0.813945,0.989604,0.701725,0.937177,0.844631,0.898102,0.811857,0.993651,0.912267,0.958680,1.113564,1.079769,1.041737,0.716844,1.080153,0.877884,0.936926,0.933865,0.676283,0.899139,0.758899,0.902318
seq5007,1.062014,0.992790,1.055820,1.129131,0.845722,0.853131,0.989071,0.833930,1.072457,0.990781,0.811927,0.994737,0.774263,1.063173,0.885249,0.737882,0.891933,0.720685,1.101155,1.038370,0.796236,0.900091,0.767236,0.689600,1.093128,0.853038,0.965183,0.849950,0.771896,0.986485,1.070501,1.147347,0.824583,0.805374,0.990369,0.840731,0.886826,0.851749,0.971402,0.924628,1.003469,0.986713,0.890185,0.918620,1.065348,1.040766,0.783886,1.049727,0.934100,0.897986,0.898834,1.027400,0.869548,0.925651,1.062794,0.920593,0.969149,1.002098,0.903301,0.984374,0.640291,0.721920,0.758965,0.773181,0.825343,0.767294,0.502550,0.643629,0.550076,0.693025,0.897665,0.791208,0.834232,0.684334,0.733343,0.588066,0.745027,0.737925,0.843120,0.913835,0.811086,0.716340,0.793709,0.800442,0.801961,0.850354,1.007252,0.890850,0.908345,0.939143
seq5008,1.012899,1.088668,0.938102,0.996165,0.978987,1.075382,0.864222,1.036273,0.959877,0.785143,1.129635,1.083061,1.304511,1.060180,1.136352,1.120182,0.986345,1.155156,1.173600,0.834841,1.159117,1.147604,0.999413,1.079129,1.062221,0.944018,0.961924,1.216968,1.060031,0.808291,0.954499,0.989520,1.127004,1.266795,0.728463,0.884791,0.987145,1.181331,1.235212,0.928255,0.735087,0.937690,1.008892,1.169640,1.162234,0.971850,0.758587,0.925448,0.993146,1.214730,1.074593,1.171166,0.930448,0.956393,1.194674,0.915088,1.112731,0.764271,0.961296,1.003830,0.996384,0.875668,0.922444,0.873896,0.555511,0.850796,0.846910,1.055882,1.043626,0.684115,0.746866,0.851302,1.051443,1.130362,0.809048,0.847081,0.814382,1.040304,1.163467,0.821071,1.016897,0.727029,1.044882,1.015559,1.082903,1.049361,0.790168,0.894955,1.000007,1.196770
seq5009,1.075889,0.985234,1.025727,0.939657,1.011777,0.899110,1.087380,0.987628,0.825182,1.015469,0.991098,0.953432,1.125830,1.040259,0.950955,1.132467,0.994688,0.924836,1.048838,0.999635,0.983169,1.193439,0.963956,1.008985,1.014648,0.881133,0.975782,1.046187,0.917059,0.859632,1.094515,0.920008,1.074451,0.884481,1.012266,0.860629,0.907538,0.935874,1.039529,0.983668,1.137037,0.996939,1.125272,0.971256,0.944360,1.361206,0.990970,0.986031,1.068376,1.176807,1.201366,1.065911,1.265748,0.996816,0.959138,0.920580,1.135564,1.164972,0.919021,0.962685,0.660911,0.895755,0.819487,0.783376,0.758157,0.712963,0.712729,0.606271,0.680058,0.803151,0.976255,0.825101,0.772315,0.706843,0.910655,0.960191,0.764665,0.887102,0.948473,0.802679,0.956583,0.983205,1.116321,1.119402,0.909722,0.888942,1.002428,1.114348,1.000657,0.926032
