Feature,[G3.3.1.1.1],[G3.3.1.1.2],[G3.3.1.1.3],[G3.3.1.1.4],[G3.3.1.1.5],[G3.3.1.1.6],[G3.3.1.1.7],[G3.3.1.1.8],[G3.3.1.1.9],[G3.3.1.1.10],[G3.3.1.1.11],[G3.3.1.1.12],[G3.3.1.1.13],[G3.3.1.1.14],[G3.3.1.1.15],[G3.3.1.1.16],[G3.3.1.1.17],[G3.3.1.1.18],[G3.3.1.1.19],[G3.3.1.1.20],[G3.3.1.1.21],[G3.3.1.1.22],[G3.3.1.1.23],[G3.3.1.1.24],[G3.3.1.1.25],[G3.3.1.1.26],[G3.3.1.1.27],[G3.3.1.1.28],[G3.3.1.1.29],[G3.3.1.1.30],[G3.3.2.1.1],[G3.3.2.1.2],[G3.3.2.1.3],[G3.3.2.1.4],[G3.3.2.1.5],[G3.3.2.1.6],[G3.3.2.1.7],[G3.3.2.1.8],[G3.3.2.1.9],[G3.3.2.1.10],[G3.3.2.1.11],[G3.3.2.1.12],[G3.3.2.1.13],[G3.3.2.1.14],[G3.3.2.1.15],[G3.3.2.1.16],[G3.3.2.1.17],[G3.3.2.1.18],[G3.3.2.1.19],[G3.3.2.1.20],[G3.3.2.1.21],[G3.3.2.1.22],[G3.3.2.1.23],[G3.3.2.1.24],[G3.3.2.1.25],[G3.3.2.1.26],[G3.3.2.1.27],[G3.3.2.1.28],[G3.3.2.1.29],[G3.3.2.1.30],[G3.3.4.1.1],[G3.3.4.1.2],[G3.3.4.1.3],[G3.3.4.1.4],[G3.3.4.1.5],[G3.3.4.1.6],[G3.3.4.1.7],[G3.3.4.1.8],[G3.3.4.1.9],[G3.3.4.1.10],[G3.3.4.1.11],[G3.3.4.1.12],[G3.3.4.1.13],[G3.3.4.1.14],[G3.3.4.1.15],[G3.3.4.1.16],[G3.3.4.1.17],[G3.3.4.1.18],[G3.3.4.1.19],[G3.3.4.1.20],[G3.3.4.1.21],[G3.3.4.1.22],[G3.3.4.1.23],[G3.3.4.1.24],[G3.3.4.1.25],[G3.3.4.1.26],[G3.3.4.1.27],[G3.3.4.1.28],[G3.3.4.1.29],[G3.3.4.1.30]
seq7000,1.173950,1.014517,1.072289,0.900375,1.039859,1.034990,0.974292,1.263338,1.092994,1.049449,0.953627,1.004788,1.104266,1.070380,0.760312,1.057661,0.831618,1.099850,0.845138,1.061785,0.924605,0.961184,1.099642,0.849215,0.976910,0.890231,1.073057,1.060589,1.157312,0.873959,1.154077,0.962053,0.957301,0.953819,1.024060,1.159738,1.044517,0.981276,1.223005,0.766541,1.040189,0.874731,1.094784,1.028184,0.830887,1.171985,1.062275,0.846091,0.886760,0.878178,1.057854,0.903539,0.862459,0.983534,1.143195,1.012732,1.053800,1.032418,0.790581,0.876592,1.202565,1.130820,0.906720,0.952637,0.714101,1.090631,0.995178,0.893246,1.159453,0.778537,0.970588,1.005510,1.242742,0.854396,0.624703,1.197772,0.918443,0.911787,0.934693,0.820341,1.167262,0.923056,0.783941,1.075626,0.794776,0.889812,1.047167,0.959303,0.961281,0.826510
seq7001,1.003647,0.988147,1.036355,1.033423,1.111753,0.992094,1.119505,1.150519,1.062496,1.489806,1.173907,1.059913,1.119908,1.079334,0.892993,1.073529,0.972653,0.746421,0.917873,0.842052,1.125934,1.067495,1.057424,0.900875,1.187789,0.888104,1.008760,1.037635,1.246152,0.922278,0.959116,1.022581,0.930033,1.169471,0.904781,0.922068,0.874620,0.947422,1.165489,1.052016,1.028893,1.064057,0.950594,1.045113,1.048779,1.125250,1.098937,1.081300,0.975666,0.885158,1.210137,1.021357,1.097317,0.988765,0.803360,0.890930,1.037554,1.129861,0.772803,1.050084,0.672049,0.832392,0.924219,0.912607,0.752797,0.910139,0.729158,0.754760,0.737445,0.997845,1.072746,0.922601,0.908018,0.869538,0.870265,1.144786,1.136728,1.193442,1.148557,0.846350,0.919286,0.874032,0.972024,0.954378,1.168339,1.286690,0.992530,0.931359,0.714071,1.002263
seq7002,1.109388,1.153493,1.002495,1.139941,1.112851,0.890298,0.755438,1.130047,1.255271,0.861226,1.022837,1.144253,0.702357,0.828081,1.106311,1.041144,0.822433,1.162987,1.088584,0.719892,1.013385,1.214496,0.908673,0.960556,1.087564,0.969942,0.865640,0.991489,1.247183,0.910569,0.937376,1.114289,1.091937,0.967086,0.990066,1.112433,1.118025,0.999242,0.923769,1.028681,1.018182,1.033380,0.973151,0.914287,1.138437,1.184445,0.878511,0.900653,0.924120,1.021835,1.064103,0.867977,0.781433,1.041226,1.101602,1.130521,1.087810,0.903741,1.107935,1.060875,1.026098,0.939503,0.866976,1.074495,0.978919,0.755556,1.035589,0.895057,1.045785,0.900419,0.879912,0.956574,0.967600,0.695584,0.947655,0.929840,0.985068,1.044865,0.938450,0.925896,0.892770,0.974906,0.996762,1.069316,1.009353,1.080885,0.943476,0.723638,0.747204,1.012414
seq7003,0.943127,1.022692,1.052493,1.088018,0.824210,1.209702,1.153037,0.966936,1.002026,0.736070,0.794643,1.094988,0.717884,1.014731,0.954387,1.036040,1.200734,0.835172,1.108833,0.940883,0.921457,0.964680,0.891558,0.843076,1.149150,0.941104,1.107719,1.153388,0.997838,1.214355,1.135978,0.941317,1.034748,1.055410,1.041260,1.016706,1.079916,0.879343,1.254865,0.971018,0.991099,0.794045,0.927598,1.167577,1.035644,0.927710,1.090364,1.027023,0.980432,1.169396,0.901001,0.971847,1.046394,0.784545,1.136513,1.086945,0.857447,1.276472,0.813309,1.197803,0.977268,1.018876,0.736716,0.969638,1.015240,1.055986,0.962532,1.000248,0.818981,1.065639,0.960047,0.958862,0.916795,0.958110,1.219826,0.853899,0.954140,0.976219,0.986752,0.910663,0.870640,1.159041,0.978145,0.878266,1.087890,0.963313,1.013824,1.196418,1.233221,0.926093
seq7004,0.997602,0.998445,1.052059,1.006924,1.032259,1.021657,0.789608,0.972901,0.976130,1.054695,0.892079,0.763444,1.114319,0.999247,0.966267,1.144906,1.102079,0.874686,1.039287,0.958745,1.014645,0.880693,0.946483,1.059728,0.795558,1.129699,1.094069,1.115488,0.750249,0.733537,0.941476,0.908240,0.838932,0.992708,1.029552,1.052780,1.155604,1.166308,1.038783,1.229327,1.208480,0.890636,1.060471,1.037369,1.087979,1.127763,0.988281,1.259844,0.965923,1.046557,1.067665,0.923516,1.094679,1.237716,1.006877,1.147719,1.038975,1.080517,0.841954,1.167748,1.044186,0.867495,1.053011,0.900930,0.900802,1.089071,0.976915,1.129769,0.634097,0.920467,0.750410,0.906185,1.048178,1.012941,0.882224,0.985436,1.020124,0.899804,0.918949,0.630060,0.959732,0.735458,0.980999,0.801680,1.069453,1.095924,0.778386,1.016130,0.727153,1.043033
seq7005,0.783162,1.121554,1.088066,1.077322,1.122805,1.172316,1.020608,1.063743,1.096212,0.823719,0.839706,0.946387,1.099673,1.121958,1.006027,1.146769,1.082273,0.902994,1.013397,0.974869,0.865950,0.693458,0.817019,0.847388,0.939359,1.315012,1.164156,1.128532,1.018281,1.000602,0.873051,1.073975,1.011360,1.045704,1.267514,0.954726,0.896411,1.082146,1.002624,0.926255,0.938705,1.051679,0.948347,0.948352,0.913564,0.976349,0.995213,0.928168,0.985280,1.092788,0.862029,0.957711,0.993340,0.904446,0.837583,1.333577,1.197647,1.112430,1.149392,0.908331,1.121098,0.828185,1.015868,0.991918,1.063469,0.945455,0.846143,0.842166,0.982601,0.989676,0.837754,0.969008,1.125159,0.946094,1.007920,1.141597,0.878874,1.096349,0.755079,1.383409,1.014326,0.986298,1.203703,0.950592,0.975068,1.078880,0.943152,1.184779,0.981080,1.110486
seq7006,1.129982,0.975874,1.030277,1.127547,1.055897,0.992679,0.985019,0.862321,0.933128,1.089747,1.047455,0.995152,0.824880,1.056351,0.996445,0.957975,0.922278,1.200514,1.049642,1.039370,0.836588,1.094449,1.201716,0.867912,0.968341,0.992756,1.011634,0.924171,0.913487,1.011413,1.029082,1.140444,1.067064,1.028303,0.795398,0.928507,1.171465,0.821022,1.014513,0.852490,0.776239,0.976895,0.944319,1.038711,0.977106,0.704560,0.910491,0.972177,1.067935,0.876774,0.789816,1.092899,1.048694,1.002956,1.163025,1.029736,1.017032,0.893114,0.908629,1.055081,1.001757,1.103187,0.916536,0.880252,1.075934,0.782749,1.004545,0.833780,0.950448,0.951458,0.951413,0.874809,0.934646,0.772502,0.937388,0.711934,1.098619,0.837664,0.769839,1.016511,1.168565,0.739725,0.917692,0.766957,1.068197,0.965652,0.883919,0.924289,1.039842,0.687584
seq7007,0.863619,0.907840,0.868358,0.841395,1.062630,0.978000,0.941612,0.951142,0.871547,0.858448,1.062728,1.141229,0.906454,1.006605,0.895932,0.785960,0.784994,0.926612,0.785187,0.930891,0.964276,1.114295,0.977832,0.895835,0.954502,0.837064,1.089042,1.067898,0.937075,1.114622,1.022516,1.053936,0.930409,0.977539,0.882562,0.997915,0.903683,0.984236,0.855159,1.051652,1.152924,0.956995,0.849077,1.056230,1.035788,1.025473,0.963823,0.929723,1.095205,1.137800,0.979092,0.929717,1.362765,0.963216,0.981458,1.112974,0.963536,0.957599,0.955089,0.979901,0.803362,1.106138,0.848565,0.983303,0.977266,1.027828,1.095421,1.082146,1.046472,1.008128,0.796243,0.895511,0.990941,1.013340,1.066673,0.999621,0.987570,0.892349,1.085825,1.088827,0.724960,0.833765,0.965119,0.901296,0.920189,1.025208,0.864298,0.700708,0.842869,0.808136
seq7008,0.998575,1.157225,0.831531,0.992072,1.169396,1.086515,0.915530,1.343281,1.078187,0.832869,1.078502,1.196066,1.109411,1.035298,0.956779,1.123096,0.901651,1.044503,0.980848,0.847017,1.027497,0.808304,0.920722,0.727373,0.953094,0.986288,0.877016,0.972608,0.836397,1.048615,1.275903,0.826902,0.871639,1.183233,0.986953,0.899784,1.226965,0.663483,1.169009,0.880296,0.838815,1.181110,0.935740,1.057444,1.364303,1.055715,1.220443,1.131609,0.726790,1.260309,0.919234,1.039812,1.092962,1.090534,1.001406,1.107142,0.976552,1.164399,0.886640,1.088079,1.030594,1.194256,0.912714,1.081677,0.941855,1.010104,0.946879,0.862725,1.022437,0.727184,0.858924,0.944976,0.887355,1.182576,1.118923,0.912223,0.782776,1.079755,1.099160,0.791937,0.886750,0.882918,0.869990,1.034932,0.895017,1.003745,1.009674,0.926342,0.821413,0.797075
seq7009,1.005389,1.086961,0.987448,0.931104,1.077550,0.901904,0.726050,1.210981,1.204664,1.038548,1.048846,1.021344,1.001534,0.993778,1.198828,1.059388,1.163501,1.131793,1.107470,1.128644,1.089910,1.249018,0.899442,1.207188,1.113944,1.025470,1.012137,1.167425,0.990387,0.775375,1.170330,0.976203,1.149850,0.964993,1.038413,0.903820,1.056033,0.825398,1.065343,0.910569,1.158791,0.885175,1.107651,1.043733,1.028070,0.905797,1.108422,0.726429,0.945282,1.151096,0.967361,0.859890,0.924758,0.896360,0.918504,1.137620,0.935357,1.045044,0.975395,0.856350,1.008886,0.930823,0.760984,0.976791,0.956418,0.894028,0.873305,0.779421,0.918131,0.943628,0.929560,0.737730,1.029896,1.113894,0.667091,0.980757,1.016618,0.799625,1.073156,0.860536,1.060463,1.047396,0.994356,0.902197,0.995491,0.980775,0.896421,0.943784,1.132687,0.996642
