Feature,[G3.2.1.1.1],[G3.2.1.1.2],[G3.2.1.1.3],[G3.2.1.1.4],[G3.2.1.1.5],[G3.2.1.1.6],[G3.2.1.1.7],[G3.2.1.1.8],[G3.2.1.1.9],[G3.2.1.1.10],[G3.2.1.1.11],[G3.2.1.1.12],[G3.2.1.1.13],[G3.2.1.1.14],[G3.2.1.1.15],[G3.2.1.1.16],[G3.2.1.1.17],[G3.2.1.1.18],[G3.2.1.1.19],[G3.2.1.1.20],[G3.2.1.1.21],[G3.2.1.1.22],[G3.2.1.1.23],[G3.2.1.1.24],[G3.2.1.1.25],[G3.2.1.1.26],[G3.2.1.1.27],[G3.2.1.1.28],[G3.2.1.1.29],[G3.2.1.1.30],[G3.2.2.1.1],[G3.2.2.1.2],[G3.2.2.1.3],[G3.2.2.1.4],[G3.2.2.1.5],[G3.2.2.1.6],[G3.2.2.1.7],[G3.2.2.1.8],[G3.2.2.1.9],[G3.2.2.1.10],[G3.2.2.1.11],[G3.2.2.1.12],[G3.2.2.1.13],[G3.2.2.1.14],[G3.2.2.1.15],[G3.2.2.1.16],[G3.2.2.1.17],[G3.2.2.1.18],[G3.2.2.1.19],[G3.2.2.1.20],[G3.2.2.1.21],[G3.2.2.1.22],[G3.2.2.1.23],[G3.2.2.1.24],[G3.2.2.1.25],[G3.2.2.1.26],[G3.2.2.1.27],[G3.2.2.1.28],[G3.2.2.1.29],[G3.2.2.1.30],[G3.2.4.1.1],[G3.2.4.1.2],[G3.2.4.1.3],[G3.2.4.1.4],[G3.2.4.1.5],[G3.2.4.1.6],[G3.2.4.1.7],[G3.2.4.1.8],[G3.2.4.1.9],[G3.2.4.1.10],[G3.2.4.1.11],[G3.2.4.1.12],[G3.2.4.1.13],[G3.2.4.1.14],[G3.2.4.1.15],[G3.2.4.1.16],[G3.2.4.1.17],[G3.2.4.1.18],[G3.2.4.1.19],[G3.2.4.1.20],[G3.2.4.1.21],[G3.2.4.1.22],[G3.2.4.1.23],[G3.2.4.1.24],[G3.2.4.1.25],[G3.2.4.1.26],[G3.2.4.1.27],[G3.2.4.1.28],[G3.2.4.1.29],[G3.2.4.1.30]
seq6000,0.127089,0.172293,-0.021958,0.053073,0.010311,-0.042071,-0.114694,-0.080507,-0.054641,-0.175316,-0.224178,-0.218756,-0.210285,-0.252508,-0.145254,0.006368,0.063514,0.104547,0.160950,0.087831,0.052187,0.190977,0.060134,0.168238,0.155070,0.084782,0.046501,-0.128273,0.006105,-0.241273,-0.017199,-0.219797,0.101990,0.083169,0.006320,0.110676,-0.270954,-0.169228,0.175230,-0.171064,-0.041906,0.019785,-0.084383,-0.145608,0.179610,-0.096622,0.103920,0.143116,0.025999,-0.046128,-0.201127,0.101523,0.061116,-0.228479,-0.201408,0.170015,-0.051565,0.004253,-0.160149,-0.221139,-0.131077,-0.028732,0.007842,-0.074481,-0.058268,0.001093,-0.136269,-0.141741,-0.079881,0.043033,0.091609,0.061750,-0.077161,0.210459,0.056293,-0.062361,0.162222,-0.016540,-0.126112,-0.116977,0.052946,0.044835,0.023165,-0.066515,-0.130297,0.098497,-0.078904,0.108580,-0.169264,-0.157687
seq6001,0.166640,0.036178,0.101358,0.136010,-0.041356,-0.120178,-0.101960,-0.100979,0.075944,-0.016247,0.152483,0.112410,0.121202,0.033465,-0.105563,-0.313676,-0.085919,0.001493,-0.137378,0.108168,-0.020107,-0.086829,0.253192,0.102107,-0.170457,-0.099197,0.035405,-0.218001,-0.196091,0.010767,0.053010,-0.083835,-0.024336,-0.009323,-0.100995,-0.109159,0.067962,-0.066889,-0.176798,-0.058584,0.099456,-0.030184,0.049868,0.038286,0.086810,-0.047282,0.014253,0.039236,-0.082478,-0.072159,0.231731,0.064429,-0.316575,-0.024434,-0.101618,-0.020930,-0.107848,0.072182,0.058368,-0.239891,-0.033346,-0.086065,0.061371,-0.215929,-0.143911,0.171355,0.104253,0.054062,0.008165,0.083643,0.032483,-0.075141,0.289393,-0.083360,-0.115697,0.174693,-0.090941,0.033438,0.214152,0.131695,0.033578,-0.097672,-0.164159,-0.019626,-0.154595,0.077111,0.157690,-0.148349,0.025393,-0.035259
seq6002,0.086672,0.000815,0.082732,0.059874,-0.011003,0.036958,-0.133570,-0.055005,0.050155,-0.187488,0.122286,-0.036586,0.022558,-0.022339,-0.154412,-0.231175,0.064205,0.082639,0.021571,0.168272,-0.114753,-0.156699,0.133581,0.140573,-0.143964,-0.128887,-0.009964,-0.209014,0.145526,-0.024067,0.108797,-0.044390,0.118458,-0.123795,-0.211150,-0.009106,-0.025236,-0.129544,-0.056150,-0.059841,0.110025,-0.004935,0.059104,0.036204,0.196201,-0.023069,-0.085546,0.036271,-0.092348,-0.045665,0.166355,0.019449,-0.248943,-0.061726,-0.057027,-0.063497,-0.116314,-0.076047,-0.001098,-0.121610,-0.034353,-0.056925,-0.023323,-0.194486,-0.143932,0.135335,0.063180,0.006670,0.100734,0.055759,0.070746,-0.027141,0.197161,-0.124306,-0.048789,0.135276,-0.145783,-0.034741,0.149852,0.082087,0.082746,0.065222,-0.168788,-0.036791,-0.006885,0.001660,0.103122,-0.070217,-0.006717,-0.045688
seq6003,0.086672,0.000815,0.082732,0.059874,-0.011003,0.036958,-0.133570,-0.055005,0.050155,-0.187488,0.122286,-0.036586,0.022558,-0.022339,-0.154412,-0.231175,0.064205,0.082639,0.021571,0.168272,-0.114753,-0.156699,0.133581,0.140573,-0.143964,-0.128887,-0.009964,-0.209014,0.145526,-0.024067,0.108797,-0.044390,0.118458,-0.123795,-0.211150,-0.009106,-0.025236,-0.129544,-0.056150,-0.059841,0.110025,-0.004935,0.059104,0.036204,0.196201,-0.023069,-0.085546,0.036271,-0.092348,-0.045665,0.166355,0.019449,-0.248943,-0.061726,-0.057027,-0.063497,-0.116314,-0.076047,-0.001098,-0.121610,-0.034353,-0.056925,-0.023323,-0.194486,-0.143932,0.135335,0.063180,0.006670,0.100734,0.055759,0.070746,-0.027141,0.197161,-0.124306,-0.048789,0.135276,-0.145783,-0.034741,0.149852,0.082087,0.082746,0.065222,-0.168788,-0.036791,-0.006885,0.001660,0.103122,-0.070217,-0.006717,-0.045688
seq6004,0.074233,0.000734,0.080526,0.057506,-0.009199,0.037934,-0.152277,-0.039350,0.041503,-0.186866,0.130392,-0.039613,0.023399,-0.024902,-0.168757,-0.237943,0.063523,0.081723,0.038793,0.164019,-0.097758,-0.139794,0.153003,0.143239,-0.147756,-0.144084,-0.012038,-0.191358,0.147947,-0.026556,0.108797,-0.044390,0.118458,-0.123795,-0.211150,-0.009106,-0.025236,-0.129544,-0.056150,-0.059841,0.110025,-0.004935,0.059104,0.036204,0.196201,-0.023069,-0.085546,0.036271,-0.092348,-0.045665,0.166355,0.019449,-0.248943,-0.061726,-0.057027,-0.063497,-0.116314,-0.076047,-0.001098,-0.121610,-0.033541,-0.059051,-0.024888,-0.196884,-0.141986,0.133936,0.060244,0.005611,0.099482,0.058942,0.075699,-0.028155,0.195826,-0.125270,-0.050161,0.134872,-0.145999,-0.036447,0.151350,0.081634,0.083148,0.066824,-0.167243,-0.038484,-0.008130,0.000919,0.101117,-0.071133,-0.008571,-0.047855
seq6005,-0.080981,0.095861,-0.152537,-0.079590,-0.148029,0.035045,0.105190,0.128294,0.070973,0.024919,0.033760,-0.158237,-0.121020,-0.217586,0.097513,0.070319,0.169213,0.043480,-0.306826,0.117831,-0.174858,0.016782,-0.010934,0.143118,-0.169931,-0.002392,0.140544,0.008980,0.118271,-0.195992,-0.118603,-0.124906,-0.088681,-0.192387,0.299277,-0.042355,0.048706,0.000274,-0.160252,-0.152784,0.099145,0.159720,-0.246222,-0.000024,-0.060905,-0.042856,0.101381,-0.101539,0.041557,0.174888,-0.311680,0.212238,0.156209,0.059050,0.130337,-0.197134,-0.060951,0.019289,0.123484,0.042172,-0.124025,-0.219759,0.150949,-0.031898,-0.101429,0.058759,-0.026136,0.130125,-0.148213,-0.220208,0.110887,0.033746,-0.150914,-0.089900,0.031011,-0.003835,0.018482,0.010778,-0.047835,0.081525,-0.198543,-0.107874,0.235397,0.054157,0.106825,-0.088569,0.018571,0.172541,-0.136955,-0.026856
seq6006,-0.155892,0.169835,0.029450,0.023939,-0.055173,0.026850,-0.141297,-0.073028,0.005046,-0.129915,0.208257,-0.147758,0.167567,-0.215305,0.133420,-0.091063,0.061311,-0.074602,-0.108105,0.055189,-0.267450,-0.113103,-0.096782,-0.042176,-0.267918,0.125351,-0.112020,0.290205,0.016567,0.078642,-0.209098,0.129010,-0.014384,-0.010242,-0.091266,0.072522,-0.183204,0.186947,0.007955,-0.070943,0.073005,-0.084340,-0.016754,-0.127612,-0.109529,0.048337,-0.019899,0.081768,-0.095809,0.048745,-0.295956,0.013463,-0.113790,0.113742,0.074885,0.074209,0.131527,0.004865,-0.095304,0.045049,-0.294773,0.102658,0.184405,-0.065897,0.239671,0.035672,-0.122420,0.160794,0.120157,-0.075031,0.233434,-0.109460,0.234753,-0.067743,0.050523,-0.037475,0.153904,-0.127033,-0.031350,0.036098,0.078162,0.092617,-0.159455,-0.043890,0.153178,-0.005140,-0.057721,0.097749,-0.271734,0.253743
seq6007,-0.043437,0.143807,0.027633,-0.011186,0.050507,0.179322,0.038741,-0.239239,0.071855,-0.099463,-0.117806,-0.010149,-0.157259,-0.134361,-0.103949,-0.031464,-0.162941,-0.017490,-0.050112,-0.344165,0.160625,-0.296385,0.204457,0.200365,0.107833,-0.056092,-0.004810,0.164478,0.044686,0.372779,-0.075216,-0.009369,-0.114354,-0.073935,0.108171,-0.142464,0.128645,-0.051251,-0.241043,0.108548,-0.037138,-0.007620,-0.234209,0.046078,0.371866,0.139275,0.044213,-0.145795,-0.060644,-0.056120,0.063064,0.147307,-0.183029,-0.222723,-0.147328,0.042848,-0.194976,-0.192952,0.011267,0.198904,-0.009515,0.011287,0.003011,-0.057719,-0.012398,-0.124679,0.105524,0.004896,-0.141431,-0.039107,-0.139918,-0.131136,-0.097701,0.024590,-0.033996,0.100026,0.041215,0.090107,-0.050068,-0.284038,0.126691,0.040095,-0.129713,0.095389,-0.110812,0.005903,-0.123682,0.016343,0.154029,0.012756
seq6008,0.210448,-0.103672,0.011409,0.060291,-0.109624,-0.221668,-0.238837,-0.064285,0.164464,0.007519,-0.127084,0.071960,0.122664,0.052055,0.019693,-0.081087,-0.291534,-0.163957,0.014421,-0.092110,-0.187459,-0.040559,0.177744,0.277038,0.136350,0.149970,0.131751,0.208499,0.130364,-0.303094,-0.146270,-0.005204,-0.102005,-0.009660,0.022954,0.127318,-0.191899,0.150208,0.107048,-0.031909,-0.171135,-0.078765,-0.016280,-0.008348,-0.078222,-0.036915,-0.081636,0.111334,-0.245848,0.129793,-0.147586,-0.118206,0.103993,0.099519,0.017759,0.323786,-0.242517,-0.149255,0.046452,-0.053812,-0.182354,-0.049637,0.002204,0.129124,-0.107427,0.018796,-0.039654,-0.008951,0.122557,-0.120042,0.025795,-0.167665,0.021113,0.046863,0.044014,-0.114176,0.001545,-0.063633,-0.160646,0.014438,-0.004966,-0.027490,0.046797,0.040865,0.024600,0.129708,-0.095821,-0.056602,0.229898,-0.151723
seq6009,0.026455,0.014697,0.041383,-0.250981,-0.012047,0.074647,-0.012210,0.068886,-0.237324,-0.060132,-0.187302,-0.245468,0.199080,-0.027291,-0.201005,0.048069,-0.182590,0.139572,0.166769,0.022161,0.230884,0.009892,0.022995,0.124730,-0.081031,0.123298,0.128585,-0.266339,0.004695,-0.053232,0.000076,-0.035072,-0.064138,0.131722,-0.140471,0.038348,-0.006707,-0.138916,-0.131562,-0.028387,0.041090,-0.003806,0.146164,0.042055,-0.075556,-0.101618,0.190798,0.175263,-0.070760,-0.007671,-0.034724,-0.126555,0.015692,-0.041308,-0.123374,-0.123703,0.175646,0.050913,-0.187933,0.025549,-0.063721,-0.068505,-0.100681,-0.111985,-0.143570,-0.016618,0.093254,0.107822,-0.124152,0.003766,0.220264,0.007891,0.090183,-0.146917,-0.163100,0.056761,-0.177580,-0.027713,0.023546,0.132930,-0.002880,-0.157577,0.146434,-0.042134,-0.307461,-0.037822,0.152225,0.073645,0.154794,0.083502
