Feature,[G3.2.1.1.1],[G3.2.1.1.2],[G3.2.1.1.3],[G3.2.1.1.4],[G3.2.1.1.5],[G3.2.1.1.6],[G3.2.1.1.7],[G3.2.1.1.8],[G3.2.1.1.9],[G3.2.1.1.10],[G3.2.1.1.11],[G3.2.1.1.12],[G3.2.1.1.13],[G3.2.1.1.14],[G3.2.1.1.15],[G3.2.1.1.16],[G3.2.1.1.17],[G3.2.1.1.18],[G3.2.1.1.19],[G3.2.1.1.20],[G3.2.1.1.21],[G3.2.1.1.22],[G3.2.1.1.23],[G3.2.1.1.24],[G3.2.1.1.25],[G3.2.1.1.26],[G3.2.1.1.27],[G3.2.1.1.28],[G3.2.1.1.29],[G3.2.1.1.30],[G3.2.2.1.1],[G3.2.2.1.2],[G3.2.2.1.3],[G3.2.2.1.4],[G3.2.2.1.5],[G3.2.2.1.6],[G3.2.2.1.7],[G3.2.2.1.8],[G3.2.2.1.9],[G3.2.2.1.10],[G3.2.2.1.11],[G3.2.2.1.12],[G3.2.2.1.13],[G3.2.2.1.14],[G3.2.2.1.15],[G3.2.2.1.16],[G3.2.2.1.17],[G3.2.2.1.18],[G3.2.2.1.19],[G3.2.2.1.20],[G3.2.2.1.21],[G3.2.2.1.22],[G3.2.2.1.23],[G3.2.2.1.24],[G3.2.2.1.25],[G3.2.2.1.26],[G3.2.2.1.27],[G3.2.2.1.28],[G3.2.2.1.29],[G3.2.2.1.30],[G3.2.4.1.1],[G3.2.4.1.2],[G3.2.4.1.3],[G3.2.4.1.4],[G3.2.4.1.5],[G3.2.4.1.6],[G3.2.4.1.7],[G3.2.4.1.8],[G3.2.4.1.9],[G3.2.4.1.10],[G3.2.4.1.11],[G3.2.4.1.12],[G3.2.4.1.13],[G3.2.4.1.14],[G3.2.4.1.15],[G3.2.4.1.16],[G3.2.4.1.17],[G3.2.4.1.18],[G3.2.4.1.19],[G3.2.4.1.20],[G3.2.4.1.21],[G3.2.4.1.22],[G3.2.4.1.23],[G3.2.4.1.24],[G3.2.4.1.25],[G3.2.4.1.26],[G3.2.4.1.27],[G3.2.4.1.28],[G3.2.4.1.29],[G3.2.4.1.30]
seq3000,-0.235110,0.180726,-0.002123,0.059107,0.078062,-0.268299,0.223284,-0.136649,0.056269,-0.295004,0.126627,0.011872,-0.142883,0.042052,-0.028752,0.144821,-0.165564,0.136589,-0.140879,0.053233,-0.100076,-0.135669,-0.048532,-0.121091,-0.072221,-0.188642,0.276533,-0.201631,0.143569,-0.119160,-0.111066,-0.089940,0.126498,0.146988,-0.142150,-0.052670,-0.152462,0.015835,-0.034556,-0.120052,0.039727,0.055804,0.050942,0.186730,-0.186746,-0.081827,0.242011,-0.204799,-0.124277,0.091808,0.007187,0.021803,-0.003078,-0.002147,0.043769,-0.090360,0.030946,-0.033683,-0.189797,-0.081411,-0.092936,-0.023652,0.083898,0.060085,-0.104003,-0.067111,0.023878,-0.064726,-0.127384,-0.200860,-0.184067,0.005223,-0.041748,-0.200697,0.069572,-0.013473,0.242239,-0.146388,0.174406,0.120154,0.012312,0.087115,-0.094997,0.107247,-0.001362,-0.108201,0.013166,-0.071165,-0.046798,-0.177700
seq3001,0.053685,0.010082,-0.002863,0.234639,0.055107,-0.206738,-0.128924,-0.063817,-0.122353,-0.142993,-0.080579,0.101360,0.073502,0.002110,-0.392096,0.016448,0.017706,0.099234,-0.316741,-0.158162,0.069398,0.029193,0.110889,0.138049,0.214470,0.025962,0.125517,0.108835,-0.152886,0.234744,0.144916,0.150609,0.221480,0.299347,0.219321,0.103868,0.326671,0.283243,-0.010409,0.106562,0.156492,0.249548,0.037622,0.041509,0.163523,0.229506,-0.027721,-0.031802,0.011390,0.069068,-0.221388,0.178215,0.068438,-0.144937,-0.064943,-0.150268,0.089538,-0.050171,-0.032445,-0.010956,0.203556,0.168570,0.022602,0.221007,-0.100644,-0.003956,0.080196,0.058940,-0.085335,-0.080628,0.059944,-0.132656,-0.226960,-0.221031,-0.129071,-0.131839,-0.135804,-0.042693,-0.013578,-0.102871,0.167268,0.173226,-0.157646,-0.229586,0.063380,0.141651,0.005175,0.161833,0.272593,0.033062
seq3002,0.156937,0.167773,0.232816,0.152340,-0.033350,0.106267,0.085304,0.088080,-0.088314,0.132669,0.191514,-0.142555,-0.076212,0.039699,0.006280,-0.189721,0.104779,-0.104770,-0.079991,-0.189848,0.047915,0.073794,-0.144559,-0.160231,0.068397,-0.124130,-0.097684,-0.167138,-0.032141,-0.024298,0.158381,-0.063537,-0.145121,-0.117800,-0.078985,0.103191,-0.085933,-0.140645,-0.108355,0.069946,0.206226,0.143706,-0.082474,-0.166035,-0.120308,-0.057821,0.123408,-0.042861,0.120067,-0.051309,-0.108029,0.021860,0.187554,-0.094378,-0.151481,-0.218193,-0.026090,0.102409,0.299324,0.000017,0.131196,0.208127,0.248806,0.172525,0.177920,0.083394,-0.087705,0.101641,-0.013224,0.003823,0.112505,-0.209436,-0.087966,-0.062024,-0.033790,-0.182548,-0.083681,-0.038636,-0.017664,-0.093733,-0.153979,0.073394,-0.104007,-0.027314,-0.103005,-0.008847,-0.052056,-0.116790,0.135972,0.008159
seq3003,-0.129832,-0.007531,0.147715,-0.138769,-0.091245,-0.020029,0.025013,-0.166563,0.025538,-0.054099,-0.062626,0.028062,0.093619,0.272685,-0.066235,-0.006901,0.251892,-0.222733,-0.115917,-0.010641,0.135042,-0.074227,0.128577,0.003739,-0.294324,0.062827,0.057304,-0.139730,0.097739,0.154204,0.213988,0.003189,0.022751,0.137209,-0.065406,-0.040241,-0.013590,-0.145605,-0.166895,-0.057570,-0.043266,-0.070463,-0.003424,0.055893,0.079365,0.021785,-0.135782,-0.061660,0.071589,0.106799,-0.134748,-0.022534,-0.015640,0.029788,-0.120809,-0.090262,-0.156168,-0.031912,-0.013265,0.104986,0.124438,-0.224898,0.142542,0.213488,-0.118607,-0.325337,-0.156282,-0.116431,-0.049404,-0.010716,-0.132194,-0.025118,0.021377,0.018681,0.116971,0.065653,0.112287,0.211375,0.137024,0.101850,0.039429,-0.146357,-0.242660,-0.167677,-0.144704,-0.145649,-0.150940,-0.130486,0.129314,0.252910
seq3004,0.037596,0.060426,-0.075331,-0.004332,0.137226,-0.175748,-0.125435,0.074239,0.133535,0.127086,0.031995,0.050586,0.054202,-0.169451,-0.151284,-0.015769,-0.234949,0.030142,-0.053700,-0.021463,0.103620,-0.185988,-0.067198,-0.091834,-0.017469,-0.094641,-0.079900,-0.079132,-0.005750,-0.181075,0.156989,-0.060881,0.079188,0.159231,0.017074,-0.269407,0.091528,0.030254,-0.134027,-0.160690,-0.023076,-0.102328,-0.020317,-0.019288,0.129820,-0.089409,-0.062036,0.018454,-0.066626,0.070335,0.023203,0.173609,0.017494,0.117591,-0.060099,-0.095500,-0.094015,0.119495,0.187188,-0.065269,0.210539,0.160618,0.123380,0.350223,0.111547,0.055183,0.043697,0.074078,-0.101619,-0.100613,0.002239,0.001302,-0.091341,-0.113608,-0.084772,-0.009724,0.082418,-0.001804,-0.076171,-0.052871,0.042417,0.158340,-0.089018,-0.138522,0.087453,0.053941,-0.077693,-0.117632,0.003416,-0.037957
seq3005,-0.103769,0.246122,-0.110357,-0.009254,-0.235220,0.025705,-0.087271,0.026192,-0.019467,0.022526,-0.130661,0.140873,-0.168233,0.229944,-0.284897,-0.001132,-0.296346,-0.071718,-0.219055,0.196259,0.149185,0.104089,0.105095,-0.079699,-0.114002,0.041982,-0.127011,0.188385,0.011441,0.077755,-0.033995,-0.080638,0.090245,-0.107748,-0.121545,0.015796,-0.148362,-0.035830,0.069556,0.049000,-0.095733,-0.066940,0.111126,0.033052,-0.051080,0.022750,-0.170799,0.008513,0.027720,-0.143171,0.216765,0.020278,-0.092857,0.153393,0.004003,0.048823,0.075205,0.049721,0.009116,-0.129226,0.070770,-0.028373,-0.180086,-0.081159,-0.042079,-0.068541,-0.036888,-0.133377,0.019600,-0.070689,-0.179440,0.065466,-0.043148,0.042628,0.071410,0.126187,-0.088768,-0.270825,0.026247,0.022264,0.198160,0.173166,0.028571,0.126674,-0.060020,-0.002399,-0.142067,0.178955,-0.134574,-0.074355
seq3006,0.163463,0.119068,-0.005820,0.198754,0.070168,-0.137985,-0.140766,-0.074704,0.140116,0.063088,0.000655,-0.072220,0.100217,-0.051804,-0.072050,-0.135118,-0.095250,0.025277,0.004624,0.070243,-0.068778,0.114732,0.034355,-0.028535,-0.026044,0.054483,-0.115767,-0.114484,-0.233184,-0.054939,-0.017301,0.039848,0.165774,0.178126,-0.105922,-0.060866,-0.078576,-0.052940,0.138369,-0.114217,-0.040909,0.101642,0.132789,-0.138138,-0.015108,-0.025221,-0.113419,0.035216,-0.274062,-0.000037,-0.130008,-0.130004,-0.118596,-0.151002,-0.038848,0.070456,-0.113092,-0.208174,0.236761,0.010844,-0.113094,-0.033722,-0.024197,0.035860,0.011468,0.019283,-0.078335,-0.027622,0.079598,-0.141552,-0.119073,0.092152,-0.015019,-0.121524,-0.136351,-0.079648,0.103931,0.073641,-0.210165,-0.101377,0.294681,0.065124,-0.036341,-0.112862,0.024949,0.131707,0.146480,-0.188575,-0.038561,0.153047
seq3007,-0.025212,0.037533,0.091779,-0.197322,0.103874,0.001991,0.059258,0.041657,-0.097695,0.173420,-0.170420,-0.071302,-0.006741,-0.217981,0.104708,-0.051470,-0.175837,0.132445,-0.306455,0.015159,-0.021698,-0.110392,0.008644,-0.221089,0.009077,-0.067043,-0.144266,0.189257,-0.024695,0.221294,0.017787,-0.033454,-0.085849,-0.135294,-0.093731,-0.088818,0.143892,0.047169,-0.039124,0.055333,0.103308,0.082256,-0.033040,0.055250,-0.136366,-0.200917,-0.101386,0.114773,0.124434,-0.050831,0.056137,0.052839,-0.143192,0.054498,0.066152,0.012517,-0.133619,0.044483,-0.048034,0.009591,0.079578,-0.053486,-0.093696,0.040560,-0.033269,-0.187363,-0.045502,0.009609,0.069927,0.084305,-0.032961,0.011544,0.145574,-0.035299,-0.034561,-0.075427,-0.027758,0.120721,0.125937,-0.106568,-0.171951,-0.205776,-0.017337,-0.199790,-0.201471,0.045735,0.066410,0.180120,0.150751,0.272793
seq3008,0.036966,-0.077109,-0.072006,0.049980,0.042558,0.047548,-0.018430,0.152079,0.152711,-0.007096,-0.075027,0.027611,-0.084613,0.189473,-0.081510,-0.122051,0.023417,0.016363,-0.003885,-0.081137,0.000057,0.047541,-0.219301,-0.034497,-0.080545,-0.199300,-0.032761,0.000238,0.040821,-0.163701,-0.026767,0.044612,-0.056096,0.025214,-0.124185,0.133053,0.016985,0.058698,0.119285,0.114457,-0.067742,-0.003828,-0.060682,0.037790,-0.089106,0.087883,0.136847,0.019570,0.066942,-0.159780,0.009343,-0.059103,0.009284,0.177276,0.182512,-0.051509,0.001233,-0.076794,-0.056529,-0.201487,-0.144947,0.099468,-0.241931,0.088282,-0.098645,-0.004204,0.022280,-0.057951,-0.051622,-0.038754,-0.076222,0.043039,-0.040323,0.063257,-0.167369,0.144781,0.012796,-0.121993,0.095870,-0.097214,0.083651,-0.223297,0.146103,0.027538,-0.029612,-0.040328,-0.135416,0.063054,0.064711,-0.091766
seq3009,-0.022230,-0.046759,-0.200321,-0.010751,-0.142837,-0.065650,-0.000050,0.018329,0.222706,0.074117,0.201090,-0.233212,-0.092754,-0.191017,-0.125305,-0.004788,0.086707,0.350659,0.090224,0.015807,-0.254271,0.076652,-0.296756,-0.071689,-0.162461,0.197515,0.194199,0.061257,0.075528,-0.115954,-0.094451,-0.106990,-0.164432,0.070871,-0.028475,-0.005647,0.134492,-0.077189,-0.080565,0.137062,0.258807,0.023069,0.012970,-0.324577,-0.059505,0.028068,0.155033,-0.139862,-0.081766,0.135764,-0.102421,0.137656,0.040208,-0.044808,-0.440546,-0.044005,0.159985,0.089046,-0.274923,0.162370,-0.001576,-0.188499,-0.031876,-0.084239,-0.109142,-0.120671,-0.039100,0.202795,-0.245460,0.014998,0.171898,-0.007413,0.054908,0.000818,-0.168230,0.145533,-0.184261,-0.211528,-0.007447,0.114356,0.119946,0.124303,0.001164,0.076331,-0.199047,-0.136695,0.130111,0.000745,0.141886,0.014551
