Feature,[G3.2.1.1.1],[G3.2.1.1.2],[G3.2.1.1.3],[G3.2.1.1.4],[G3.2.1.1.5],[G3.2.1.1.6],[G3.2.1.1.7],[G3.2.1.1.8],[G3.2.1.1.9],[G3.2.1.1.10],[G3.2.1.1.11],[G3.2.1.1.12],[G3.2.1.1.13],[G3.2.1.1.14],[G3.2.1.1.15],[G3.2.1.1.16],[G3.2.1.1.17],[G3.2.1.1.18],[G3.2.1.1.19],[G3.2.1.1.20],[G3.2.1.1.21],[G3.2.1.1.22],[G3.2.1.1.23],[G3.2.1.1.24],[G3.2.1.1.25],[G3.2.1.1.26],[G3.2.1.1.27],[G3.2.1.1.28],[G3.2.1.1.29],[G3.2.1.1.30],[G3.2.2.1.1],[G3.2.2.1.2],[G3.2.2.1.3],[G3.2.2.1.4],[G3.2.2.1.5],[G3.2.2.1.6],[G3.2.2.1.7],[G3.2.2.1.8],[G3.2.2.1.9],[G3.2.2.1.10],[G3.2.2.1.11],[G3.2.2.1.12],[G3.2.2.1.13],[G3.2.2.1.14],[G3.2.2.1.15],[G3.2.2.1.16],[G3.2.2.1.17],[G3.2.2.1.18],[G3.2.2.1.19],[G3.2.2.1.20],[G3.2.2.1.21],[G3.2.2.1.22],[G3.2.2.1.23],[G3.2.2.1.24],[G3.2.2.1.25],[G3.2.2.1.26],[G3.2.2.1.27],[G3.2.2.1.28],[G3.2.2.1.29],[G3.2.2.1.30],[G3.2.4.1.1],[G3.2.4.1.2],[G3.2.4.1.3],[G3.2.4.1.4],[G3.2.4.1.5],[G3.2.4.1.6],[G3.2.4.1.7],[G3.2.4.1.8],[G3.2.4.1.9],[G3.2.4.1.10],[G3.2.4.1.11],[G3.2.4.1.12],[G3.2.4.1.13],[G3.2.4.1.14],[G3.2.4.1.15],[G3.2.4.1.16],[G3.2.4.1.17],[G3.2.4.1.18],[G3.2.4.1.19],[G3.2.4.1.20],[G3.2.4.1.21],[G3.2.4.1.22],[G3.2.4.1.23],[G3.2.4.1.24],[G3.2.4.1.25],[G3.2.4.1.26],[G3.2.4.1.27],[G3.2.4.1.28],[G3.2.4.1.29],[G3.2.4.1.30]
seq8000,0.204919,0.048418,0.048448,-0.051420,-0.058704,-0.136841,-0.052942,-0.172274,-0.051349,-0.110407,-0.157408,0.031002,-0.119394,-0.071428,-0.076411,0.054882,0.126259,-0.217778,-0.224767,-0.148942,0.162900,0.093291,0.172636,0.380953,-0.011399,0.148242,0.058985,-0.058301,-0.062625,0.070279,0.085289,-0.034216,-0.110467,0.064635,0.036791,-0.038458,-0.070310,-0.066547,0.057008,-0.106623,-0.169880,0.002342,0.100543,-0.031214,-0.195492,0.126315,0.195166,0.093002,-0.136815,0.013075,0.016117,0.168291,-0.030128,-0.189542,-0.164159,-0.103651,0.004790,-0.024846,0.147468,0.119634,0.027128,0.221052,0.028756,0.157079,0.127149,-0.053897,0.143599,0.159162,0.194375,-0.145651,-0.150325,-0.078269,0.014985,-0.122109,-0.176616,-0.090126,-0.200093,-0.326346,-0.230848,-0.272276,-0.014577,-0.181086,-0.000803,-0.145940,0.003317,-0.191131,-0.259204,-0.081803,0.035285,0.089439
seq8001,0.043388,0.033736,0.138152,-0.240366,-0.073060,-0.165605,-0.065508,-0.105078,-0.191181,0.244238,0.008894,-0.000802,0.262283,-0.041460,0.042508,-0.147744,0.118831,-0.069619,-0.096219,0.180939,-0.182148,0.054352,0.105524,-0.106729,0.013425,-0.217199,-0.006931,0.060791,-0.071886,0.309287,-0.088774,-0.015085,0.050246,0.128075,0.119688,-0.066593,-0.026713,0.000971,-0.031457,-0.083110,0.107508,-0.009279,-0.043904,-0.157427,0.091954,0.076314,-0.031456,-0.102538,-0.043834,-0.209586,-0.033483,0.028040,-0.142611,-0.067993,-0.237073,0.159727,0.110353,-0.105617,0.021280,0.156708,-0.010116,0.001884,0.099428,-0.047555,0.072136,-0.102394,-0.074266,-0.160563,0.147455,-0.054216,-0.086486,0.097630,-0.022636,0.073514,-0.069909,-0.030214,-0.025713,-0.009259,-0.184493,0.062871,-0.042714,-0.023846,-0.022714,-0.024635,-0.005901,0.133242,0.389747,-0.278781,-0.019945,0.122053
seq8002,-0.206730,0.017560,0.059355,-0.082074,-0.010774,-0.088960,-0.026819,-0.191468,0.047042,0.002830,0.022514,0.072664,-0.131857,0.038192,0.031206,-0.190027,-0.114993,-0.085538,0.190158,0.354508,-0.097244,0.079641,0.081637,-0.034367,0.063838,0.084456,-0.084176,-0.353517,0.312384,-0.095316,-0.010937,-0.094188,0.009489,-0.036074,-0.190656,-0.038992,-0.034417,-0.028744,-0.193082,0.105866,0.273185,-0.055623,-0.055640,0.098956,0.102856,-0.292652,-0.053117,-0.067052,0.049267,-0.005302,0.245880,0.226228,-0.079923,-0.223211,0.160060,-0.196615,-0.121149,-0.123674,0.051074,-0.010610,-0.100221,-0.073247,0.175417,-0.113734,-0.104756,-0.076888,-0.013583,0.011824,-0.111104,-0.053020,0.082780,-0.035134,-0.041526,0.075581,0.077170,0.102678,0.117192,-0.134799,0.266137,-0.124364,-0.136451,0.187699,-0.226980,-0.056181,0.134605,-0.073701,0.083302,-0.048832,0.048787,-0.190457
seq8003,-0.081623,0.148329,0.197721,0.145396,0.039433,0.236320,-0.133995,0.142915,-0.049946,0.089810,-0.056564,0.102252,-0.153142,0.068027,-0.143214,0.016024,-0.083976,-0.140696,-0.257795,-0.034477,-0.232108,0.101301,-0.217435,-0.135095,-0.176186,-0.082578,-0.075242,-0.265695,-0.251973,-0.082068,-0.099082,0.069709,0.203634,-0.166822,0.254603,0.022792,-0.284908,0.022879,-0.047434,-0.027828,-0.062765,-0.097906,0.047097,-0.009538,0.042005,-0.039501,-0.155979,0.163648,0.018310,-0.090028,0.102490,-0.249607,0.162105,-0.109348,-0.054736,0.008328,-0.111260,0.093465,-0.032967,-0.036864,0.015368,0.226251,-0.046791,-0.070338,0.149012,-0.081253,0.240422,-0.011002,0.239140,0.050840,-0.139444,0.122924,0.127813,0.114600,0.107953,-0.083684,0.096952,-0.008295,-0.014746,-0.093810,0.044268,0.207862,-0.042543,-0.161055,-0.124128,-0.114352,0.077711,-0.085070,0.183499,0.039685
seq8004,-0.013204,0.269424,0.047347,-0.036813,0.142007,-0.138545,0.028207,0.005862,-0.139887,0.041483,-0.101244,0.032019,-0.114713,-0.098008,0.062405,-0.121471,-0.147403,0.143593,-0.160199,0.037651,-0.158313,-0.218113,0.136368,-0.358475,0.057331,-0.306213,-0.271336,-0.184913,-0.118526,0.279850,-0.032596,-0.119266,-0.248240,-0.061429,0.070652,-0.101095,-0.064894,0.162138,0.015732,-0.031300,-0.014186,-0.067757,0.115296,-0.041044,-0.083313,0.152179,-0.167266,0.130480,-0.205597,0.093689,0.243167,0.018689,-0.144631,-0.049339,-0.129641,0.081247,-0.075977,-0.017235,0.267633,-0.058041,0.018476,0.095476,-0.035293,-0.125490,-0.085569,0.051327,-0.136033,0.015450,0.055642,0.009239,0.037971,-0.118057,-0.105011,-0.066134,0.024996,0.003104,-0.076817,0.094641,-0.155953,0.097694,0.206728,-0.016561,-0.164281,0.042670,-0.143471,0.056796,-0.077003,0.088290,0.001568,-0.071161
seq8005,-0.020491,0.037646,-0.124697,-0.093571,-0.204940,0.186551,-0.084696,0.000376,0.068094,-0.110853,-0.173974,0.062112,0.048501,0.185681,-0.027088,-0.021446,-0.065511,-0.114001,0.061985,-0.108923,-0.191761,0.131223,0.060823,-0.197312,0.065915,-0.116892,-0.138236,0.025055,0.138077,-0.160982,-0.150414,-0.050708,0.123347,0.035257,0.092389,-0.092914,0.224113,-0.205272,0.043999,0.106815,-0.049014,0.007570,-0.057973,0.107467,-0.284569,0.064448,0.134620,-0.198134,0.110118,-0.118478,-0.016924,-0.057185,0.101027,0.110771,-0.271872,0.194638,-0.128608,-0.281461,-0.175541,0.168793,-0.123710,0.051192,0.024308,0.026482,0.199465,-0.048967,0.180904,-0.069864,0.086696,-0.050158,-0.044673,0.153980,-0.074053,0.218417,0.155242,-0.091645,-0.024459,0.032003,0.069172,0.039689,0.085923,-0.117177,0.103412,-0.089684,-0.176787,0.193991,-0.020791,-0.061325,-0.110029,-0.090675
seq8006,0.132126,0.045332,0.001058,-0.125003,-0.101757,-0.049856,0.077722,0.027490,0.233206,0.224563,0.069017,0.201257,-0.044283,0.136857,-0.243700,0.093395,0.103133,0.067979,0.022461,-0.111144,0.030001,0.031071,0.277051,-0.020696,-0.138366,0.346369,-0.317595,-0.137654,-0.110136,0.058115,-0.139315,-0.163282,-0.053053,0.123733,0.038438,-0.060581,0.098660,-0.167396,-0.080993,0.049771,-0.204086,0.096201,0.188263,-0.056599,-0.113200,-0.016887,0.061858,-0.051403,-0.041047,-0.056628,-0.212248,0.167975,-0.018035,-0.287999,0.098178,0.154585,-0.064202,-0.018238,0.036605,0.137309,-0.077316,-0.091105,-0.012760,0.035245,0.113550,-0.144095,0.093428,0.114283,0.091278,0.094478,-0.326914,-0.007566,0.216479,0.016890,-0.107751,-0.243622,0.143014,-0.131828,-0.258237,0.111108,-0.041496,0.182026,-0.115777,-0.191390,-0.067597,0.024016,0.108453,-0.067473,0.211247,0.116561
seq8007,0.150016,-0.037924,-0.130744,0.021879,-0.067127,0.295544,0.138972,-0.071603,-0.211121,0.042998,-0.064373,0.015603,0.030918,0.004674,-0.137203,-0.122442,-0.091692,-0.058146,-0.024971,0.021453,-0.157154,-0.152768,-0.231916,-0.195264,-0.173977,0.113268,-0.156912,-0.082026,-0.100857,0.036309,0.141330,0.084415,0.325300,0.027890,0.012556,0.090368,0.198798,0.109044,0.020999,0.172975,-0.007896,0.133111,-0.003354,-0.056920,0.301519,0.037058,-0.018627,0.229192,0.025058,0.011827,0.144808,0.225629,0.037184,-0.065500,0.052276,-0.114242,0.028913,-0.177077,-0.195670,0.024923,-0.054342,0.013600,-0.145209,-0.042392,-0.110254,0.132354,0.062785,-0.054016,-0.166616,0.097983,-0.043743,0.047104,-0.105751,-0.141981,-0.025095,0.024707,0.143549,0.113613,0.024309,0.063420,-0.099034,-0.073184,-0.013246,-0.154573,-0.132743,-0.018565,0.191284,-0.149925,-0.124032,-0.115475
seq8008,0.080920,0.044894,0.105962,-0.049955,-0.034500,-0.073531,-0.273611,-0.088167,0.046742,-0.003202,0.044270,-0.124393,-0.067037,-0.059824,-0.078268,-0.093339,-0.009126,-0.148085,0.014966,0.204459,0.060271,0.099640,0.194220,0.095353,0.061630,0.130315,-0.145824,-0.083790,-0.029042,-0.061678,0.103808,-0.022937,-0.162925,-0.164853,-0.210749,-0.045061,0.205655,0.004923,0.122126,-0.088908,0.021810,-0.311826,-0.106757,-0.083887,-0.010481,0.253906,0.030915,0.088853,-0.146513,0.266038,-0.183390,-0.088204,-0.136702,-0.110734,0.088251,0.051603,0.139456,-0.121504,0.079802,-0.025080,-0.076196,-0.005101,-0.089269,-0.104241,0.032899,0.009644,0.200753,0.137136,-0.167669,-0.008978,0.005642,-0.163458,-0.128752,-0.012595,0.246700,0.058758,-0.172077,-0.042869,-0.075781,-0.156870,0.092557,0.087269,0.101527,-0.295524,-0.039410,0.002512,-0.114479,-0.110624,0.067248,0.228130
seq8009,-0.082933,0.012144,-0.201295,0.129185,-0.064579,-0.023557,0.117335,0.064779,0.152507,0.003303,0.144866,-0.235764,0.100471,0.110843,0.138906,-0.037724,0.019644,-0.091294,0.086875,-0.055505,0.157355,0.026014,0.142584,-0.117577,-0.013445,-0.105972,-0.026566,0.005364,-0.206356,0.234226,0.005192,-0.017031,0.048260,-0.173136,-0.075443,-0.132418,-0.094573,-0.178344,-0.101176,-0.100083,0.002159,0.273985,0.081783,0.149031,0.073253,0.063537,-0.031252,-0.120911,-0.103649,-0.177928,-0.123620,-0.137781,-0.202113,0.262185,0.012793,0.106493,0.395421,0.056360,0.175946,-0.014534,0.004533,0.013351,-0.106303,0.122357,0.160801,0.001621,-0.061370,-0.027710,0.058197,0.128969,0.125248,0.062807,-0.052526,0.023992,0.287160,0.000522,-0.039030,-0.202567,0.144952,-0.039569,0.111898,-0.101670,-0.010672,0.013123,0.030046,-0.026762,-0.141290,-0.080829,0.138588,0.026746
