Feature,[G3.2.1.1.1],[G3.2.1.1.2],[G3.2.1.1.3],[G3.2.1.1.4],[G3.2.1.1.5],[G3.2.1.1.6],[G3.2.1.1.7],[G3.2.1.1.8],[G3.2.1.1.9],[G3.2.1.1.10],[G3.2.1.1.11],[G3.2.1.1.12],[G3.2.1.1.13],[G3.2.1.1.14],[G3.2.1.1.15],[G3.2.1.1.16],[G3.2.1.1.17],[G3.2.1.1.18],[G3.2.1.1.19],[G3.2.1.1.20],[G3.2.1.1.21],[G3.2.1.1.22],[G3.2.1.1.23],[G3.2.1.1.24],[G3.2.1.1.25],[G3.2.1.1.26],[G3.2.1.1.27],[G3.2.1.1.28],[G3.2.1.1.29],[G3.2.1.1.30],[G3.2.2.1.1],[G3.2.2.1.2],[G3.2.2.1.3],[G3.2.2.1.4],[G3.2.2.1.5],[G3.2.2.1.6],[G3.2.2.1.7],[G3.2.2.1.8],[G3.2.2.1.9],[G3.2.2.1.10],[G3.2.2.1.11],[G3.2.2.1.12],[G3.2.2.1.13],[G3.2.2.1.14],[G3.2.2.1.15],[G3.2.2.1.16],[G3.2.2.1.17],[G3.2.2.1.18],[G3.2.2.1.19],[G3.2.2.1.20],[G3.2.2.1.21],[G3.2.2.1.22],[G3.2.2.1.23],[G3.2.2.1.24],[G3.2.2.1.25],[G3.2.2.1.26],[G3.2.2.1.27],[G3.2.2.1.28],[G3.2.2.1.29],[G3.2.2.1.30],[G3.2.4.1.1],[G3.2.4.1.2],[G3.2.4.1.3],[G3.2.4.1.4],[G3.2.4.1.5],[G3.2.4.1.6],[G3.2.4.1.7],[G3.2.4.1.8],[G3.2.4.1.9],[G3.2.4.1.10],[G3.2.4.1.11],[G3.2.4.1.12],[G3.2.4.1.13],[G3.2.4.1.14],[G3.2.4.1.15],[G3.2.4.1.16],[G3.2.4.1.17],[G3.2.4.1.18],[G3.2.4.1.19],[G3.2.4.1.20],[G3.2.4.1.21],[G3.2.4.1.22],[G3.2.4.1.23],[G3.2.4.1.24],[G3.2.4.1.25],[G3.2.4.1.26],[G3.2.4.1.27],[G3.2.4.1.28],[G3.2.4.1.29],[G3.2.4.1.30]
seq2000,-0.116021,-0.057946,0.102526,0.092895,0.008846,0.059922,0.025443,0.063299,0.133896,-0.054728,-0.061755,0.060900,0.059940,0.018279,-0.046074,0.030834,0.214251,-0.250942,0.021365,0.175919,-0.096351,-0.086256,-0.103940,-0.050167,-0.194239,0.178591,-0.123672,-0.012092,0.040162,-0.209928,-0.163867,-0.059591,-0.112765,0.156225,-0.019352,-0.165478,0.010334,-0.114805,0.287153,-0.035707,-0.016426,0.183327,0.071298,-0.229006,-0.169566,0.009481,0.083983,-0.135331,0.088008,0.034911,0.077016,0.024067,-0.000491,-0.142259,-0.081321,-0.084745,-0.262182,0.168056,0.053182,0.115399,0.080511,0.016652,-0.114056,0.051788,-0.058024,-0.008210,0.147164,-0.035697,0.143193,-0.215424,-0.070411,-0.019712,0.309881,-0.105017,-0.090188,0.042119,-0.010138,-0.064677,0.077834,0.421342,0.182319,0.069231,-0.246880,-0.264547,0.059764,0.126990,-0.011004,-0.050127,0.064240,-0.131961
seq2001,-0.091824,0.199780,-0.045501,-0.164642,-0.006790,-0.151760,0.065863,-0.118446,0.018181,-0.033831,0.050694,0.127375,0.066318,0.009950,-0.074881,-0.129991,-0.008363,-0.140181,0.173859,0.007738,0.008653,-0.037293,0.017090,0.093190,-0.081192,0.041383,0.192615,0.128812,0.040935,-0.074014,0.040605,0.067838,0.158168,-0.134902,-0.204883,-0.033089,-0.007291,-0.109325,-0.088760,-0.092792,-0.129821,-0.262849,-0.010513,-0.198311,0.015262,-0.049011,-0.016504,0.088650,0.038667,0.139978,0.148529,0.091671,0.129603,0.125420,0.256984,0.157081,-0.126067,0.035334,-0.012410,-0.095839,0.070283,0.045101,-0.024099,-0.028864,0.017165,-0.103210,0.081700,0.018956,0.141271,-0.163732,0.032312,-0.118065,0.040195,-0.064851,-0.008661,0.083351,0.060924,0.292371,-0.069335,0.054587,0.082986,-0.016218,-0.152457,-0.175961,0.164279,0.120542,-0.078353,-0.143798,-0.137754,-0.023539
seq2002,-0.106054,-0.128962,-0.097760,-0.079624,0.056919,-0.096500,0.255921,0.066021,-0.020469,-0.041972,-0.259067,-0.099311,0.030192,0.106681,0.051494,0.006379,-0.072951,-0.268313,-0.134804,0.054519,0.094643,0.082524,-0.022281,0.047685,0.009449,-0.062536,-0.011277,0.145652,0.020217,0.265917,-0.040889,-0.060850,0.371965,0.084377,0.135498,0.093275,0.050142,0.176885,-0.037795,-0.093109,0.309879,-0.039157,-0.239931,0.142937,0.007052,0.003688,-0.128387,0.022942,0.153495,-0.213244,-0.113775,0.158277,-0.175350,-0.149149,-0.055779,-0.161805,0.040152,-0.108670,-0.022142,0.010541,0.042554,-0.100960,0.076231,-0.118446,-0.106011,-0.144382,0.165931,0.015382,0.030791,-0.044365,0.121978,0.016667,-0.160348,-0.071474,0.005341,0.125731,-0.128194,0.289569,0.163697,0.035820,0.049712,-0.215242,-0.003624,-0.174589,-0.205720,-0.091469,0.259451,0.050836,-0.130498,0.035323
seq2003,0.005052,-0.006867,-0.024820,-0.242448,-0.037138,0.016799,-0.072795,0.093034,-0.039709,-0.006158,-0.191451,-0.143061,-0.030839,0.164214,0.125055,0.031435,-0.087790,-0.192545,-0.016067,0.086938,-0.088101,0.284525,0.219669,-0.112484,0.022940,-0.082807,-0.166369,0.003917,-0.203759,0.086724,-0.010399,-0.163110,0.021999,0.130645,-0.240324,0.003106,0.153152,-0.156683,-0.016284,-0.127474,-0.126765,-0.095161,0.126646,-0.048522,-0.015158,0.064703,0.048525,0.107780,-0.189344,0.002274,-0.113342,0.053865,-0.197052,0.174201,0.011401,-0.081042,0.106894,0.060235,-0.055372,-0.062654,0.017932,-0.138895,-0.045768,0.273696,0.178001,-0.078389,-0.063301,-0.054980,-0.015319,-0.164494,-0.093402,-0.221319,0.032460,-0.026953,-0.168267,-0.105576,-0.028362,0.166634,0.054684,-0.152547,0.019354,0.251937,-0.018302,0.070765,0.090140,0.012040,0.083184,-0.099556,0.151712,-0.190359
seq2004,-0.204979,-0.028586,-0.069369,-0.003439,-0.012433,-0.054145,-0.036226,0.083717,0.046254,-0.145176,0.054187,-0.058547,0.103519,-0.158741,0.093135,-0.235945,0.238052,-0.121472,0.025175,-0.013902,-0.159682,0.052617,0.050026,-0.048886,-0.133610,0.214979,-0.111693,0.143809,-0.240415,0.113079,-0.038824,0.074991,-0.107718,-0.292804,-0.116049,-0.185771,0.006258,0.100649,-0.038124,0.148749,-0.060798,0.112159,-0.059553,0.005767,0.120676,-0.036917,0.071959,-0.118471,-0.057978,-0.033063,0.171445,0.030885,0.031141,-0.128196,-0.049985,-0.108110,-0.166012,-0.042930,0.242599,0.132762,0.089131,-0.200289,-0.019451,-0.076428,-0.239998,-0.256817,0.007074,0.251993,0.138488,0.119263,0.025136,-0.154884,-0.147252,-0.211653,0.007641,-0.139672,0.035189,0.371715,0.159120,0.120689,-0.050831,-0.169621,-0.129497,-0.187877,-0.116978,0.247045,0.085022,0.128079,0.107483,0.021634
seq2005,-0.147628,-0.038918,0.002457,0.286563,-0.098484,0.091780,0.113493,0.000801,-0.161352,0.129468,0.039097,0.056024,-0.139809,0.131287,-0.013679,-0.052097,0.117316,0.142126,-0.199055,-0.096046,0.204220,-0.108008,0.030842,0.000099,0.045990,-0.203693,0.015870,-0.020593,-0.161217,-0.152873,-0.047175,-0.129095,-0.071048,-0.094777,0.007510,0.057638,0.013245,0.178559,-0.179238,-0.175836,-0.148023,0.002997,0.024914,0.158061,-0.096817,0.056140,-0.017123,-0.167841,-0.036706,0.103897,0.052292,-0.007224,0.006469,-0.218912,-0.014763,-0.019564,0.059456,0.071526,0.185933,-0.086052,0.072704,0.093198,0.091946,0.029230,0.099639,-0.108109,0.123610,-0.060453,-0.030651,-0.176701,-0.207847,-0.077219,-0.050092,-0.054436,0.076037,-0.162407,-0.018904,-0.106660,-0.246393,-0.029684,-0.104048,-0.027440,-0.046515,-0.104786,-0.053485,0.026315,-0.163781,-0.160483,0.272367,0.223935
seq2006,-0.048952,-0.016751,0.166312,-0.010502,0.111039,0.136378,-0.017323,0.112031,-0.024135,0.005264,0.001611,0.116706,-0.100517,0.020388,0.239211,-0.122087,-0.035845,0.170449,-0.286338,-0.003023,-0.002304,-0.116853,-0.056901,-0.279915,0.139257,-0.223549,-0.109250,-0.019713,-0.048560,0.035955,0.108564,-0.099267,-0.160567,0.051434,0.047612,-0.223303,0.008904,-0.020762,0.214860,-0.075755,-0.102898,-0.043539,0.126056,-0.055896,-0.157547,0.059274,0.049164,0.185355,-0.120500,-0.062030,-0.111120,0.087599,0.138342,-0.011368,0.076014,-0.157531,0.106536,-0.129097,0.053020,-0.168083,0.118707,-0.150444,-0.085951,0.002008,0.035084,-0.061698,0.112402,0.126803,0.008990,0.065415,-0.064668,-0.013588,0.014273,-0.181677,0.074149,0.283777,0.176964,-0.037179,-0.100044,0.038603,0.025557,-0.007195,0.054781,-0.045916,-0.041733,0.097328,-0.101879,-0.239585,0.013422,0.021577
seq2007,-0.157893,0.083661,-0.002358,0.180531,-0.243272,-0.077263,0.082216,0.110112,-0.298541,0.079155,0.098935,-0.085693,-0.107835,0.092441,-0.006722,-0.018462,-0.097008,0.221552,0.004056,-0.063566,0.036810,0.019872,-0.025031,-0.192849,0.005017,0.138833,-0.153883,0.021481,0.242712,0.108507,-0.123766,-0.098075,-0.034744,0.178371,-0.219339,0.044732,0.041193,-0.083452,-0.064410,0.005516,-0.052275,0.068842,0.138202,0.017659,-0.026015,-0.052521,0.114769,-0.053616,0.112033,-0.020612,0.123474,-0.183815,-0.011016,-0.220098,0.116066,-0.007378,0.072081,-0.139456,0.076153,-0.135464,-0.082298,0.050709,-0.135885,0.092409,-0.133371,0.011130,0.150328,-0.070738,-0.102809,0.019555,0.184729,-0.188882,-0.081851,0.086435,0.151778,-0.059611,0.176292,0.029958,-0.103070,-0.113178,0.232662,-0.096828,-0.067001,-0.205922,0.066587,-0.056509,0.122361,0.117635,-0.049077,-0.215529
seq2008,0.065301,0.100407,-0.112988,-0.046285,0.056484,-0.207051,0.032924,-0.188280,-0.035456,0.033432,0.158051,0.042217,-0.139161,-0.163267,-0.077489,0.209377,0.055195,0.011575,-0.118909,0.087248,0.061996,-0.135058,-0.108937,-0.215274,-0.156682,-0.055200,0.142935,0.260749,-0.046363,0.106147,-0.218409,-0.157227,0.095850,-0.062135,0.063013,-0.061348,-0.238690,0.163409,0.032990,-0.227910,-0.022795,0.153659,0.157988,-0.212866,-0.038680,0.128997,0.101642,-0.055219,-0.135714,0.100218,0.004379,-0.102809,-0.136754,0.135494,0.080897,0.004280,-0.190915,0.079172,0.245642,-0.127358,-0.180488,-0.012274,0.124319,0.103512,-0.172087,-0.093581,-0.031994,-0.015034,0.092790,-0.175054,-0.013606,-0.004837,0.048652,-0.250656,0.201416,0.018723,-0.068069,0.140387,-0.038239,-0.188799,0.115458,-0.132597,-0.301186,0.105086,0.022500,0.045313,0.166605,0.033335,0.212728,0.164701
seq2009,-0.026527,0.069914,-0.033438,0.069288,0.114716,-0.082708,-0.117902,-0.167957,-0.208829,0.021291,0.021066,-0.114425,0.018043,-0.115093,0.091120,0.010844,0.059313,-0.013730,-0.089572,-0.096340,0.143588,0.132856,-0.024369,-0.055723,-0.105055,0.117839,0.079108,0.021881,-0.252124,-0.311953,0.099805,-0.065886,0.009022,0.062411,-0.083732,-0.142705,0.057049,0.075758,-0.041210,0.008151,0.118656,0.142817,0.038008,-0.050508,-0.033734,-0.055386,-0.070343,-0.084745,-0.044435,-0.037309,-0.201895,0.099059,0.116869,-0.115564,-0.210163,-0.165065,-0.068232,-0.344252,-0.078096,-0.024402,-0.174531,0.040447,0.007895,-0.062368,0.037411,-0.026611,-0.124683,-0.050361,-0.068724,0.077951,0.262758,-0.085756,-0.085792,0.098320,-0.107468,0.010947,0.001281,-0.150667,0.187640,-0.081854,0.166509,0.088447,-0.009710,0.009958,0.111390,-0.069950,-0.048019,-0.114946,-0.117608,0.243653
