Feature,[G5.1.1.1],[G5.1.1.2],[G5.1.1.3],[G5.1.1.4],[G5.1.1.5],[G5.1.1.6],[G5.1.1.7],[G5.1.1.8],[G5.1.1.9],[G5.1.1.10],[G5.1.1.11],[G5.1.1.12],[G5.1.1.13],[G5.1.1.14],[G5.1.1.15],[G5.1.1.16],[G5.1.1.17],[G5.1.1.18],[G5.1.1.19],[G5.1.1.20],[G5.1.1.21],[G5.1.1.22],[G5.1.1.23],[G5.1.1.24],[G5.1.1.25],[G5.1.1.26],[G5.1.1.27],[G5.1.1.28],[G5.1.1.29],[G5.1.1.30],[G5.1.2.1],[G5.1.2.2],[G5.1.2.3],[G5.1.2.4],[G5.1.2.5],[G5.1.2.6],[G5.1.2.7],[G5.1.2.8],[G5.1.2.9],[G5.1.2.10],[G5.1.2.11],[G5.1.2.12],[G5.1.2.13],[G5.1.2.14],[G5.1.2.15],[G5.1.2.16],[G5.1.2.17],[G5.1.2.18],[G5.1.2.19],[G5.1.2.20],[G5.1.2.21],[G5.1.2.22],[G5.1.2.23],[G5.1.2.24],[G5.1.2.25],[G5.1.2.26],[G5.1.2.27],[G5.1.2.28],[G5.1.2.29],[G5.1.2.30],[G5.1.2.31],[G5.1.2.32],[G5.1.2.33],[G5.1.2.34],[G5.1.2.35],[G5.1.2.36],[G5.1.2.37],[G5.1.2.38],[G5.1.2.39],[G5.1.2.40],[G5.1.2.41],[G5.1.2.42],[G5.1.2.43],[G5.1.2.44],[G5.1.2.45],[G5.1.2.46],[G5.1.2.47],[G5.1.2.48],[G5.1.2.49],[G5.1.2.50],[G5.2.1.1],[G5.2.1.2],[G5.2.1.3],[G5.2.1.4],[G5.2.1.5],[G5.2.1.6],[G5.2.1.7],[G5.2.1.8],[G5.2.1.9],[G5.2.1.10],[G5.2.1.11],[G5.2.1.12],[G5.2.1.13],[G5.2.1.14],[G5.2.1.15],[G5.2.1.16],[G5.2.1.17],[G5.2.1.18],[G5.2.1.19],[G5.2.1.20],[G5.2.1.21],[G5.2.1.22],[G5.2.1.23],[G5.2.1.24],[G5.2.1.25],[G5.2.1.26],[G5.2.1.27],[G5.2.1.28],[G5.2.1.29],[G5.2.1.30],[G5.2.2.1],[G5.2.2.2],[G5.2.2.3],[G5.2.2.4],[G5.2.2.5],[G5.2.2.6],[G5.2.2.7],[G5.2.2.8],[G5.2.2.9],[G5.2.2.10],[G5.2.2.11],[G5.2.2.12],[G5.2.2.13],[G5.2.2.14],[G5.2.2.15],[G5.2.2.16],[G5.2.2.17],[G5.2.2.18],[G5.2.2.19],[G5.2.2.20],[G5.2.2.21],[G5.2.2.22],[G5.2.2.23],[G5.2.2.24],[G5.2.2.25],[G5.2.2.26],[G5.2.2.27],[G5.2.2.28],[G5.2.2.29],[G5.2.2.30],[G5.2.2.31],[G5.2.2.32],[G5.2.2.33],[G5.2.2.34],[G5.2.2.35],[G5.2.2.36],[G5.2.2.37],[G5.2.2.38],[G5.2.2.39],[G5.2.2.40],[G5.2.2.41],[G5.2.2.42],[G5.2.2.43],[G5.2.2.44],[G5.2.2.45],[G5.2.2.46],[G5.2.2.47],[G5.2.2.48],[G5.2.2.49],[G5.2.2.50]
seq6000,24.999372,23.685250,22.531908,25.291068,26.095672,24.057655,22.330949,25.275643,21.913217,21.756992,19.730645,20.403325,21.342041,14.731121,20.311337,20.135278,16.275211,19.704527,20.967811,18.644927,17.013318,17.545863,18.476942,16.768542,16.332266,17.606185,16.937809,13.539073,16.560907,17.329443,0.001849,0.000205,0.000205,0.001027,0.000616,0.001644,0.000205,0.001027,0.000411,0.001644,0.000822,0.000205,0.001438,0.000822,0.000822,0.001233,0.000616,0.001233,0.000000,0.000411,0.041097,0.038937,0.037041,0.041577,0.042900,0.039549,0.036711,0.041552,0.036024,0.035767,0.032436,0.033542,0.035085,0.024217,0.033391,0.033101,0.026755,0.032393,0.034470,0.030651,0.027969,0.028844,0.030375,0.027566,0.026849,0.028944,0.027845,0.022257,0.027225,0.028489,16.407593,16.636690,15.046209,15.280173,15.883245,14.387063,17.402596,16.135684,13.164997,13.603937,13.760498,11.637729,13.258518,11.434181,12.252461,13.100746,10.980270,11.344100,13.081103,12.320130,11.773088,10.922683,11.108837,10.790892,10.329562,9.462066,10.541850,10.030633,10.175663,11.450687,0.002857,0.001270,0.000317,0.000317,0.000317,0.001270,0.001587,0.002540,0.000317,0.001587,0.002540,0.000635,0.001270,0.000952,0.002222,0.001905,0.000952,0.000000,0.000635,0.001905,0.041675,0.042257,0.038217,0.038811,0.040343,0.036543,0.044202,0.040984,0.033439,0.034554,0.034951,0.029560,0.033676,0.029043,0.031121,0.033276,0.027890,0.028814,0.033226,0.031293,0.029903,0.027743,0.028216,0.027409,0.026237,0.024033,0.026776,0.025478,0.025846,0.029085
seq6001,29.740881,35.853228,30.603673,37.441153,30.312701,25.926889,30.113665,29.046868,30.856407,33.311121,25.645607,23.665860,26.668180,21.616261,27.029129,28.412655,24.704944,26.302155,21.553828,19.530270,19.669482,25.324993,24.888996,24.336950,22.920033,15.914737,20.726521,22.218033,19.412835,21.704576,0.000318,0.000159,0.000796,0.000637,0.000796,0.000159,0.000318,0.000955,0.001273,0.000955,0.000318,0.000318,0.001114,0.001114,0.001432,0.000637,0.000318,0.000955,0.000000,0.000159,0.037865,0.045647,0.038963,0.047668,0.038593,0.033009,0.038339,0.036981,0.039285,0.042410,0.032651,0.030130,0.033953,0.027521,0.034412,0.036174,0.031453,0.033487,0.027441,0.024865,0.025042,0.032243,0.031687,0.030985,0.029181,0.020262,0.026388,0.028287,0.024715,0.027633,15.494473,16.400454,14.490990,16.847226,15.515760,14.133326,14.129735,13.946869,15.107950,15.404565,12.522899,12.988945,11.436214,11.757123,12.346458,12.790287,12.486512,12.282271,11.134581,10.435652,10.401038,11.720887,12.081211,11.958464,11.535727,8.313705,10.080995,11.090297,9.522747,10.276257,0.000643,0.002895,0.000643,0.001608,0.000322,0.002251,0.001287,0.000322,0.000643,0.001930,0.001930,0.002573,0.000643,0.001608,0.002251,0.001287,0.000643,0.000000,0.000322,0.001930,0.039869,0.042200,0.037287,0.043350,0.039924,0.036367,0.036357,0.035887,0.038875,0.039638,0.032223,0.033422,0.029427,0.030252,0.031769,0.032911,0.032129,0.031604,0.028651,0.026852,0.026763,0.030159,0.031086,0.030771,0.029683,0.021392,0.025940,0.028537,0.024503,0.026442
seq6002,32.331125,34.440403,29.821459,37.402643,30.163881,25.654531,31.407127,30.494575,30.627852,33.263081,26.018537,26.132860,26.308618,22.667386,28.168270,25.535812,25.258305,26.802480,23.349783,19.783174,20.063639,25.642315,24.281594,25.963971,22.421671,17.920605,19.906549,20.337866,19.773701,20.708565,0.000315,0.000000,0.000473,0.001104,0.000788,0.000158,0.000315,0.001104,0.001262,0.001104,0.000315,0.000473,0.000788,0.000946,0.001419,0.000473,0.000473,0.000946,0.000000,0.000158,0.040789,0.043450,0.037622,0.047187,0.038054,0.032365,0.039623,0.038472,0.038640,0.041964,0.032825,0.032969,0.033191,0.028597,0.035537,0.032216,0.031866,0.033814,0.029458,0.024958,0.025312,0.032350,0.030633,0.032756,0.028287,0.022608,0.025114,0.025658,0.024946,0.026126,13.843007,14.826328,13.769519,15.803440,14.478269,12.327269,13.089302,13.311065,12.756344,13.735360,11.469876,12.337912,10.482985,11.153899,10.672363,10.528567,11.829681,11.787561,11.562704,9.551931,9.582931,9.910460,11.210579,11.131336,10.352666,8.637880,8.953510,9.986349,8.274375,9.146068,0.000701,0.003156,0.001052,0.001052,0.000000,0.002104,0.002454,0.000351,0.000701,0.002454,0.002454,0.002805,0.000701,0.001753,0.001753,0.001052,0.001052,0.000000,0.000351,0.002104,0.038830,0.041588,0.038624,0.044329,0.040612,0.034578,0.036716,0.037338,0.035782,0.038528,0.032173,0.034608,0.029405,0.031287,0.029936,0.029533,0.033183,0.033064,0.032434,0.026793,0.026880,0.027799,0.031446,0.031224,0.029039,0.024229,0.025115,0.028012,0.023210,0.025655
seq6003,32.331125,34.440403,29.821459,37.402643,30.163881,25.654531,31.407127,30.494575,30.627852,33.263081,26.018537,26.132860,26.308618,22.667386,28.168270,25.535812,25.258305,26.802480,23.349783,19.783174,20.063639,25.642315,24.281594,25.963971,22.421671,17.920605,19.906549,20.337866,19.773701,20.708565,0.000315,0.000000,0.000473,0.001104,0.000788,0.000158,0.000315,0.001104,0.001262,0.001104,0.000315,0.000473,0.000788,0.000946,0.001419,0.000473,0.000473,0.000946,0.000000,0.000158,0.040789,0.043450,0.037622,0.047187,0.038054,0.032365,0.039623,0.038472,0.038640,0.041964,0.032825,0.032969,0.033191,0.028597,0.035537,0.032216,0.031866,0.033814,0.029458,0.024958,0.025312,0.032350,0.030633,0.032756,0.028287,0.022608,0.025114,0.025658,0.024946,0.026126,13.843007,14.826328,13.769519,15.803440,14.478269,12.327269,13.089302,13.311065,12.756344,13.735360,11.469876,12.337912,10.482985,11.153899,10.672363,10.528567,11.829681,11.787561,11.562704,9.551931,9.582931,9.910460,11.210579,11.131336,10.352666,8.637880,8.953510,9.986349,8.274375,9.146068,0.000701,0.003156,0.001052,0.001052,0.000000,0.002104,0.002454,0.000351,0.000701,0.002454,0.002454,0.002805,0.000701,0.001753,0.001753,0.001052,0.001052,0.000000,0.000351,0.002104,0.038830,0.041588,0.038624,0.044329,0.040612,0.034578,0.036716,0.037338,0.035782,0.038528,0.032173,0.034608,0.029405,0.031287,0.029936,0.029533,0.033183,0.033064,0.032434,0.026793,0.026880,0.027799,0.031446,0.031224,0.029039,0.024229,0.025115,0.028012,0.023210,0.025655
seq6004,32.222321,34.353667,29.735779,37.298099,30.114639,25.620306,31.349882,30.434684,30.658128,33.231119,25.951353,26.132860,26.308618,22.642906,28.195915,25.528332,25.228029,26.772747,23.328324,19.775694,20.065700,25.620856,24.260135,25.963971,22.421671,17.897596,19.876816,20.406310,19.773701,20.678832,0.000316,0.000000,0.000474,0.001105,0.000789,0.000158,0.000316,0.001105,0.001263,0.001105,0.000316,0.000474,0.000789,0.000947,0.001421,0.000316,0.000631,0.000947,0.000000,0.000158,0.040693,0.043384,0.037552,0.047103,0.038031,0.032355,0.039591,0.038435,0.038717,0.041966,0.032773,0.033002,0.033224,0.028595,0.035608,0.032239,0.031860,0.033810,0.029461,0.024974,0.025340,0.032356,0.030637,0.032789,0.028316,0.022602,0.025102,0.025770,0.024972,0.026115,13.400065,14.626566,13.645776,15.465614,13.958399,12.207442,12.969086,13.034375,12.676409,13.376398,10.952688,12.185203,10.435933,11.092028,10.548794,10.441341,11.756906,11.602445,11.297847,9.464705,9.353294,9.645603,10.945722,11.084283,10.199957,8.372396,8.768394,9.993813,8.227323,8.960952,0.000713,0.003208,0.001069,0.001069,0.000000,0.002139,0.002495,0.000356,0.000713,0.002495,0.002495,0.002852,0.000713,0.001782,0.001782,0.000713,0.001426,0.000000,0.000356,0.002139,0.038211,0.041708,0.038911,0.044101,0.039803,0.034810,0.036982,0.037168,0.036147,0.038143,0.031232,0.034746,0.029758,0.031629,0.030080,0.029774,0.033525,0.033085,0.032216,0.026989,0.026671,0.027505,0.031212,0.031607,0.029085,0.023874,0.025003,0.028498,0.023460,0.025552
seq6005,29.745447,36.365203,30.650914,32.212955,31.134087,30.072617,31.536541,25.574672,30.373683,32.884234,26.654060,23.414532,32.999964,27.536723,25.337724,24.432048,24.153025,26.068928,26.499910,22.175522,27.646849,26.203794,20.062099,21.163247,24.477963,22.899916,23.333287,19.332543,20.519337,21.165212,0.000775,0.000000,0.000775,0.000930,0.000775,0.001395,0.000310,0.001085,0.000620,0.000930,0.000465,0.000620,0.000310,0.000620,0.000930,0.000775,0.000465,0.000155,0.000000,0.000465,0.036876,0.045083,0.037999,0.039935,0.038598,0.037282,0.039097,0.031706,0.037655,0.040768,0.033044,0.029028,0.040911,0.034138,0.031412,0.030289,0.029943,0.032318,0.032853,0.027492,0.034275,0.032486,0.024872,0.026237,0.030346,0.028390,0.028927,0.023967,0.025438,0.026239,17.170168,18.576117,15.706306,18.871368,14.534862,15.653997,15.874354,14.710265,16.868275,17.883786,11.867582,12.247572,17.064273,14.540443,14.222088,13.286577,12.018691,14.152169,13.595846,12.422109,15.937069,11.413326,9.672580,11.842553,11.380054,12.513770,11.252915,9.973651,10.256787,10.500314,0.001467,0.001761,0.001174,0.001467,0.000000,0.001174,0.001761,0.002641,0.000587,0.002054,0.001761,0.001174,0.000880,0.001467,0.000587,0.001467,0.000880,0.000000,0.000880,0.000293,0.040305,0.043605,0.036868,0.044298,0.034119,0.036746,0.037263,0.034530,0.039596,0.041980,0.027858,0.028750,0.040056,0.034132,0.033384,0.031188,0.028212,0.033220,0.031914,0.029159,0.037410,0.026791,0.022705,0.027799,0.026713,0.029374,0.026415,0.023412,0.024076,0.024648
seq6006,22.788197,20.887503,23.540089,21.173922,21.237840,22.331839,21.625048,19.058858,17.565604,23.817484,17.099580,21.470781,18.225589,19.667345,18.819769,17.430372,16.883183,19.690565,17.422380,17.378897,17.460341,16.467448,18.985411,17.868171,17.680769,15.505267,17.212645,14.023232,18.282857,14.077814,0.002171,0.000000,0.001520,0.000217,0.000434,0.000869,0.000217,0.001303,0.000217,0.002606,0.000434,0.001086,0.000651,0.000434,0.000869,0.001520,0.001737,0.001086,0.000000,0.000000,0.039585,0.036283,0.040891,0.036781,0.036892,0.038792,0.037564,0.033107,0.030513,0.041373,0.029703,0.037296,0.031659,0.034164,0.032691,0.030278,0.029327,0.034204,0.030264,0.030189,0.030330,0.028605,0.032979,0.031038,0.030713,0.026934,0.029900,0.024359,0.031759,0.024454,18.762877,15.069638,13.855576,14.847139,14.261893,14.930514,16.830265,13.035457,12.859643,16.186436,11.045279,14.742866,11.288567,13.924500,12.571055,13.330038,11.271368,13.288805,12.364543,11.637642,12.176939,10.287485,12.152472,10.840238,11.250319,10.900660,10.263688,9.713640,12.730341,8.491769,0.003165,0.001266,0.001583,0.002216,0.000000,0.000633,0.000317,0.001266,0.000317,0.001899,0.003798,0.000317,0.000633,0.000633,0.000950,0.002216,0.002532,0.000000,0.000000,0.001583,0.047512,0.038160,0.035085,0.037596,0.036114,0.037807,0.042618,0.033009,0.032563,0.040987,0.027969,0.037332,0.028585,0.035260,0.031833,0.033754,0.028541,0.033650,0.031310,0.029469,0.030835,0.026050,0.030773,0.027450,0.028488,0.027603,0.025990,0.024597,0.032236,0.021503
seq6007,31.307345,31.653439,30.128384,29.405159,27.961929,29.134596,18.154221,27.976899,30.100899,25.123432,25.374503,29.135829,28.055923,20.393421,26.093686,23.758863,22.850258,21.326868,25.394883,26.378329,20.052074,20.503716,20.123073,18.246648,21.313156,21.880008,25.343955,18.514584,17.743016,17.305010,0.001350,0.000000,0.001181,0.000844,0.001181,0.001350,0.000000,0.000675,0.000338,0.000338,0.000506,0.000169,0.001350,0.000338,0.001181,0.000675,0.000675,0.001013,0.000000,0.000338,0.042265,0.042733,0.040674,0.039697,0.037749,0.039332,0.024508,0.037769,0.040637,0.033917,0.034256,0.039334,0.037876,0.027531,0.035227,0.032075,0.030848,0.028792,0.034283,0.035611,0.027071,0.027680,0.027166,0.024633,0.028773,0.029538,0.034215,0.024995,0.023953,0.023362,16.560043,15.473813,17.490644,16.350243,13.042877,16.289302,11.359459,14.704273,14.913856,12.710070,15.104337,14.197555,15.877793,14.057956,13.243375,12.917101,12.378540,13.060790,13.084132,12.967399,11.114678,10.787280,11.837577,11.953012,13.040887,10.392017,12.194700,10.119438,9.390330,9.677534,0.002461,0.002154,0.000308,0.002154,0.000000,0.000615,0.001538,0.002461,0.000000,0.001231,0.000615,0.000615,0.000923,0.002154,0.002461,0.001231,0.001231,0.000000,0.000615,0.001846,0.040759,0.038086,0.043050,0.040243,0.032102,0.040093,0.027959,0.036191,0.036707,0.031283,0.037176,0.034944,0.039080,0.034601,0.032596,0.031793,0.030467,0.032146,0.032204,0.031917,0.027356,0.026551,0.029136,0.029420,0.032097,0.025578,0.030015,0.024907,0.023112,0.023819
seq6008,35.296103,32.842832,31.369103,23.717342,30.831636,30.111435,28.783786,28.955665,22.846367,27.925793,26.453141,28.033564,22.462512,30.075817,23.071377,23.791572,22.766510,27.335050,23.148631,18.825034,29.390338,21.943353,22.427134,20.914490,25.070535,17.290692,20.692617,20.508512,19.184516,20.362011,0.000489,0.000163,0.000652,0.001794,0.000489,0.000489,0.000326,0.001631,0.000489,0.001142,0.000163,0.000815,0.000163,0.000326,0.000815,0.001142,0.000815,0.000979,0.000000,0.000163,0.046053,0.042852,0.040929,0.030945,0.040228,0.039288,0.037556,0.037780,0.029809,0.036436,0.034515,0.036577,0.029308,0.039242,0.030102,0.031042,0.029705,0.035666,0.030203,0.024562,0.038347,0.028631,0.029262,0.027288,0.032711,0.022560,0.026999,0.026759,0.025031,0.026567,19.156712,18.216658,15.910157,15.709486,17.841990,14.935014,17.810795,14.874851,12.403807,16.104619,15.792255,13.998334,13.135316,13.576528,12.660422,14.274873,13.484132,12.690211,14.165408,11.660703,14.485365,12.103126,9.899816,11.580400,12.227712,8.124997,12.323310,10.899946,10.079200,12.779557,0.000887,0.001478,0.001478,0.001182,0.000296,0.000591,0.003251,0.000887,0.000591,0.002956,0.002069,0.000887,0.000296,0.000887,0.000296,0.002069,0.001478,0.000000,0.000296,0.001773,0.045298,0.043075,0.037621,0.037147,0.042189,0.035315,0.042115,0.035173,0.029330,0.038081,0.037342,0.033100,0.031060,0.032103,0.029937,0.033754,0.031884,0.030007,0.033495,0.027573,0.034252,0.028619,0.023409,0.027383,0.028914,0.019212,0.029140,0.025774,0.023833,0.030218
seq6009,24.512463,26.443331,27.593085,25.494631,23.752145,22.985103,23.726378,22.928730,23.768629,20.191920,23.167007,20.905331,21.382930,22.669929,22.474382,22.234403,20.712446,19.741348,20.584971,17.573585,19.827433,22.415155,19.098854,17.970649,19.937731,17.479923,15.821884,14.761698,17.565176,14.734099,0.001362,0.000778,0.001751,0.001167,0.000389,0.001167,0.000000,0.001167,0.000389,0.001167,0.000195,0.000389,0.000584,0.000973,0.000195,0.000973,0.001557,0.000778,0.000000,0.000584,0.038154,0.041160,0.042949,0.039683,0.036971,0.035777,0.036931,0.035689,0.036997,0.031429,0.036060,0.032540,0.033283,0.035286,0.034982,0.034608,0.032240,0.030728,0.032041,0.027354,0.030862,0.034890,0.029728,0.027972,0.031034,0.027208,0.024627,0.022977,0.027341,0.022934,18.244608,19.282726,20.224835,19.945333,16.277469,18.089497,17.637902,16.202834,19.040130,15.893997,16.591455,16.532850,14.059773,18.581309,15.993099,17.312839,15.826306,13.824554,15.023148,15.224749,13.545960,15.776852,12.770860,15.395370,15.347604,14.172180,13.127204,12.456961,13.901071,12.496398,0.001790,0.000256,0.000511,0.002302,0.001023,0.001279,0.001534,0.001534,0.000000,0.001534,0.001534,0.000511,0.000256,0.000511,0.000767,0.001279,0.002046,0.000000,0.000767,0.001023,0.037325,0.039449,0.041377,0.040805,0.033301,0.037008,0.036084,0.033148,0.038953,0.032516,0.033943,0.033823,0.028764,0.038014,0.032719,0.035419,0.032378,0.028283,0.030735,0.031147,0.027713,0.032277,0.026127,0.031496,0.031399,0.028994,0.026856,0.025485,0.028439,0.025565
