Feature,[G5.1.1.1],[G5.1.1.2],[G5.1.1.3],[G5.1.1.4],[G5.1.1.5],[G5.1.1.6],[G5.1.1.7],[G5.1.1.8],[G5.1.1.9],[G5.1.1.10],[G5.1.1.11],[G5.1.1.12],[G5.1.1.13],[G5.1.1.14],[G5.1.1.15],[G5.1.1.16],[G5.1.1.17],[G5.1.1.18],[G5.1.1.19],[G5.1.1.20],[G5.1.1.21],[G5.1.1.22],[G5.1.1.23],[G5.1.1.24],[G5.1.1.25],[G5.1.1.26],[G5.1.1.27],[G5.1.1.28],[G5.1.1.29],[G5.1.1.30],[G5.1.2.1],[G5.1.2.2],[G5.1.2.3],[G5.1.2.4],[G5.1.2.5],[G5.1.2.6],[G5.1.2.7],[G5.1.2.8],[G5.1.2.9],[G5.1.2.10],[G5.1.2.11],[G5.1.2.12],[G5.1.2.13],[G5.1.2.14],[G5.1.2.15],[G5.1.2.16],[G5.1.2.17],[G5.1.2.18],[G5.1.2.19],[G5.1.2.20],[G5.1.2.21],[G5.1.2.22],[G5.1.2.23],[G5.1.2.24],[G5.1.2.25],[G5.1.2.26],[G5.1.2.27],[G5.1.2.28],[G5.1.2.29],[G5.1.2.30],[G5.1.2.31],[G5.1.2.32],[G5.1.2.33],[G5.1.2.34],[G5.1.2.35],[G5.1.2.36],[G5.1.2.37],[G5.1.2.38],[G5.1.2.39],[G5.1.2.40],[G5.1.2.41],[G5.1.2.42],[G5.1.2.43],[G5.1.2.44],[G5.1.2.45],[G5.1.2.46],[G5.1.2.47],[G5.1.2.48],[G5.1.2.49],[G5.1.2.50],[G5.2.1.1],[G5.2.1.2],[G5.2.1.3],[G5.2.1.4],[G5.2.1.5],[G5.2.1.6],[G5.2.1.7],[G5.2.1.8],[G5.2.1.9],[G5.2.1.10],[G5.2.1.11],[G5.2.1.12],[G5.2.1.13],[G5.2.1.14],[G5.2.1.15],[G5.2.1.16],[G5.2.1.17],[G5.2.1.18],[G5.2.1.19],[G5.2.1.20],[G5.2.1.21],[G5.2.1.22],[G5.2.1.23],[G5.2.1.24],[G5.2.1.25],[G5.2.1.26],[G5.2.1.27],[G5.2.1.28],[G5.2.1.29],[G5.2.1.30],[G5.2.2.1],[G5.2.2.2],[G5.2.2.3],[G5.2.2.4],[G5.2.2.5],[G5.2.2.6],[G5.2.2.7],[G5.2.2.8],[G5.2.2.9],[G5.2.2.10],[G5.2.2.11],[G5.2.2.12],[G5.2.2.13],[G5.2.2.14],[G5.2.2.15],[G5.2.2.16],[G5.2.2.17],[G5.2.2.18],[G5.2.2.19],[G5.2.2.20],[G5.2.2.21],[G5.2.2.22],[G5.2.2.23],[G5.2.2.24],[G5.2.2.25],[G5.2.2.26],[G5.2.2.27],[G5.2.2.28],[G5.2.2.29],[G5.2.2.30],[G5.2.2.31],[G5.2.2.32],[G5.2.2.33],[G5.2.2.34],[G5.2.2.35],[G5.2.2.36],[G5.2.2.37],[G5.2.2.38],[G5.2.2.39],[G5.2.2.40],[G5.2.2.41],[G5.2.2.42],[G5.2.2.43],[G5.2.2.44],[G5.2.2.45],[G5.2.2.46],[G5.2.2.47],[G5.2.2.48],[G5.2.2.49],[G5.2.2.50]
seq1000,24.719544,24.947277,26.019915,23.213038,23.201985,22.033556,22.041377,23.772687,25.141705,21.528192,19.798176,14.017707,19.955475,19.853474,20.094783,16.938785,18.993145,16.692810,15.081014,17.417770,15.254018,15.252304,16.873641,15.063316,15.228250,15.756131,14.105666,15.747825,15.067279,15.421382,0.000266,0.002125,0.001062,0.001328,0.000266,0.000531,0.000531,0.001328,0.002125,0.000797,0.000000,0.001328,0.000531,0.001062,0.000531,0.000797,0.001062,0.001062,0.000531,0.000000,0.042676,0.043070,0.044921,0.040076,0.040056,0.038039,0.038053,0.041042,0.043405,0.037167,0.034180,0.024200,0.034452,0.034275,0.034692,0.029244,0.032790,0.028819,0.026036,0.030070,0.026335,0.026332,0.029131,0.026006,0.026290,0.027202,0.024352,0.027187,0.026013,0.026624,19.576463,18.697610,18.690752,18.509508,19.291898,16.995803,18.603310,17.014689,14.590827,16.125560,15.827193,12.975771,14.790568,15.518269,14.526295,13.539254,15.750806,14.444759,13.728112,13.955868,11.931422,12.005625,12.537393,8.812439,10.719221,12.012742,11.868275,10.543407,11.172028,12.239849,0.000344,0.000688,0.001721,0.001377,0.002753,0.001377,0.001721,0.000688,0.000688,0.001721,0.001033,0.002753,0.000000,0.000344,0.000688,0.001033,0.001377,0.000688,0.000000,0.001377,0.043796,0.041830,0.041814,0.041409,0.043159,0.038022,0.041619,0.038065,0.032642,0.036075,0.035408,0.029029,0.033089,0.034717,0.032498,0.030289,0.035237,0.032315,0.030712,0.031221,0.026692,0.026858,0.028048,0.019715,0.023981,0.026874,0.026551,0.023587,0.024994,0.027382
seq1001,24.408571,24.085968,24.990378,21.765818,25.348936,22.295842,21.873085,23.792132,21.131694,21.675161,19.007664,22.848068,21.531676,21.758432,19.421054,16.710307,22.810616,22.320459,21.216596,16.724683,21.737978,18.223239,18.255753,17.919858,17.348618,15.268910,14.891187,18.949980,16.219771,18.104409,0.000201,0.000201,0.000803,0.000201,0.000602,0.001405,0.000201,0.000803,0.000803,0.001807,0.000201,0.000602,0.001004,0.001004,0.000602,0.002610,0.001205,0.001004,0.000201,0.000602,0.039202,0.038684,0.040136,0.034957,0.040712,0.035809,0.035130,0.038212,0.033939,0.034812,0.030528,0.036696,0.034581,0.034946,0.031192,0.026838,0.036636,0.035848,0.034075,0.026861,0.034913,0.029268,0.029320,0.028781,0.027863,0.024523,0.023916,0.030435,0.026050,0.029077,15.509118,15.525668,16.004024,15.412223,19.331531,17.258432,16.587777,16.499232,15.049281,15.462910,13.114765,14.555024,13.653737,15.206641,14.687226,13.518118,15.141201,15.074700,15.310957,14.793077,15.160606,12.297739,11.655944,12.954397,10.624597,9.628383,10.426933,13.359243,10.574667,11.730535,0.000287,0.000860,0.000860,0.001147,0.000287,0.001433,0.000287,0.002006,0.000287,0.001147,0.002580,0.001147,0.000287,0.000860,0.001433,0.003726,0.001720,0.000287,0.000860,0.001433,0.035563,0.035600,0.036697,0.035340,0.044327,0.039574,0.038036,0.037833,0.034508,0.035457,0.030072,0.033375,0.031308,0.034869,0.033678,0.030997,0.034719,0.034566,0.035108,0.033921,0.034763,0.028199,0.026727,0.029705,0.024362,0.022078,0.023909,0.030633,0.024248,0.026898
seq1002,22.799124,21.968397,22.329708,24.207366,20.457472,25.804204,22.645480,23.154710,20.610115,19.071243,21.269120,20.874210,22.107982,19.270654,20.470625,19.833332,17.099641,20.832249,15.525343,19.218931,16.784940,15.963019,17.663113,15.009752,16.957437,15.751345,15.465719,14.536425,14.787110,14.741745,0.001064,0.000000,0.001064,0.000213,0.000639,0.001277,0.000426,0.000851,0.000426,0.002342,0.000639,0.001064,0.000851,0.000000,0.000639,0.001490,0.001277,0.001490,0.000000,0.001277,0.038826,0.037411,0.038027,0.041224,0.034838,0.043944,0.038565,0.039432,0.035098,0.032478,0.036221,0.035548,0.037649,0.032817,0.034861,0.033776,0.029120,0.035477,0.026439,0.032729,0.028584,0.027184,0.030080,0.025561,0.028878,0.026824,0.026338,0.024755,0.025182,0.025105,16.309205,14.256095,15.262153,16.873943,16.036625,18.148924,15.260422,17.676387,15.445819,14.531293,13.777436,13.041796,13.252807,12.593056,13.292374,12.689692,12.328913,13.951801,11.464575,12.982261,12.693802,10.813478,10.619881,12.336701,10.905376,11.460703,11.985484,8.942347,11.981201,9.516171,0.001523,0.000914,0.001523,0.001523,0.000000,0.000000,0.000305,0.001827,0.000609,0.001218,0.003350,0.000609,0.000914,0.000914,0.001218,0.002132,0.001827,0.000000,0.001827,0.002132,0.039737,0.034734,0.037186,0.041113,0.039073,0.044219,0.037181,0.043068,0.037633,0.035405,0.033568,0.031776,0.032290,0.030683,0.032386,0.030918,0.030039,0.033993,0.027933,0.031631,0.030928,0.026347,0.025875,0.030058,0.026571,0.027924,0.029202,0.021788,0.029192,0.023186
seq1003,22.799124,21.968397,22.329708,24.207366,20.457472,25.804204,22.645480,23.154710,20.610115,19.071243,21.269120,20.874210,22.107982,19.270654,20.470625,19.833332,17.099641,20.832249,15.525343,19.218931,16.784940,15.963019,17.663113,15.009752,16.957437,15.751345,15.465719,14.536425,14.787110,14.741745,0.001064,0.000000,0.001064,0.000213,0.000639,0.001277,0.000426,0.000851,0.000426,0.002342,0.000639,0.001064,0.000851,0.000000,0.000639,0.001490,0.001277,0.001490,0.000000,0.001277,0.038826,0.037411,0.038027,0.041224,0.034838,0.043944,0.038565,0.039432,0.035098,0.032478,0.036221,0.035548,0.037649,0.032817,0.034861,0.033776,0.029120,0.035477,0.026439,0.032729,0.028584,0.027184,0.030080,0.025561,0.028878,0.026824,0.026338,0.024755,0.025182,0.025105,16.309205,14.256095,15.262153,16.873943,16.036625,18.148924,15.260422,17.676387,15.445819,14.531293,13.777436,13.041796,13.252807,12.593056,13.292374,12.689692,12.328913,13.951801,11.464575,12.982261,12.693802,10.813478,10.619881,12.336701,10.905376,11.460703,11.985484,8.942347,11.981201,9.516171,0.001523,0.000914,0.001523,0.001523,0.000000,0.000000,0.000305,0.001827,0.000609,0.001218,0.003350,0.000609,0.000914,0.000914,0.001218,0.002132,0.001827,0.000000,0.001827,0.002132,0.039737,0.034734,0.037186,0.041113,0.039073,0.044219,0.037181,0.043068,0.037633,0.035405,0.033568,0.031776,0.032290,0.030683,0.032386,0.030918,0.030039,0.033993,0.027933,0.031631,0.030928,0.026347,0.025875,0.030058,0.026571,0.027924,0.029202,0.021788,0.029192,0.023186
seq1004,20.690940,19.647002,21.367169,20.873091,18.690406,20.485148,18.611547,21.137394,20.398347,18.788554,19.485190,17.663535,20.070686,16.903839,17.788826,17.919548,17.412823,18.435278,15.541991,17.853430,16.072331,15.337426,13.431071,13.037365,15.617413,14.298644,15.145898,12.225030,13.497053,11.120373,0.001416,0.000000,0.000708,0.000000,0.000472,0.001416,0.000000,0.001180,0.000944,0.002124,0.000472,0.001180,0.000236,0.000000,0.000472,0.003777,0.001652,0.001416,0.000000,0.001416,0.039073,0.037102,0.040350,0.039417,0.035295,0.038684,0.035146,0.039916,0.038520,0.035480,0.036796,0.033356,0.037902,0.031921,0.033593,0.033839,0.032882,0.034813,0.029350,0.033715,0.030351,0.028963,0.025363,0.024620,0.029492,0.027002,0.028602,0.023086,0.025488,0.021000,16.581460,14.380443,16.262996,15.934646,16.761363,16.544597,17.828816,16.817134,16.469573,15.176247,14.069400,11.687074,14.388145,11.773067,13.074159,13.632169,12.911001,13.674440,12.815684,12.569497,12.945635,13.590611,11.433186,11.040952,11.937328,10.381395,12.567117,9.964175,11.604197,9.477599,0.001793,0.000598,0.001494,0.000896,0.000000,0.000000,0.000000,0.001793,0.000000,0.001494,0.002689,0.001195,0.000598,0.000598,0.000299,0.004781,0.002092,0.000000,0.001793,0.001793,0.039641,0.034379,0.038879,0.038094,0.040071,0.039553,0.042623,0.040204,0.039373,0.036281,0.033635,0.027940,0.034397,0.028145,0.031256,0.032590,0.030866,0.032691,0.030638,0.030049,0.030949,0.032491,0.027333,0.026395,0.028538,0.024818,0.030044,0.023821,0.027742,0.022658
seq1005,23.736045,26.346113,25.576405,26.946587,24.434694,23.897795,24.771316,22.272823,21.715778,24.408450,21.181791,24.189711,19.758825,19.100048,18.514756,16.647209,22.938354,22.987689,20.001639,20.677127,19.954779,19.099970,18.932632,17.225199,16.202861,18.674788,16.866938,14.788677,16.559187,16.189221,0.000985,0.000197,0.000985,0.000985,0.000394,0.001379,0.000197,0.000788,0.000000,0.000985,0.000000,0.000394,0.001182,0.000788,0.000985,0.001182,0.001970,0.001182,0.000000,0.001182,0.037403,0.041516,0.040303,0.042462,0.038504,0.037658,0.039035,0.035098,0.034220,0.038463,0.033378,0.038118,0.031136,0.030098,0.029176,0.026233,0.036146,0.036224,0.031519,0.032583,0.031445,0.030098,0.029834,0.027144,0.025533,0.029428,0.026579,0.023304,0.026094,0.025511,15.080930,14.757209,16.236582,17.563158,16.141071,13.479935,13.416549,11.880909,12.469638,15.528264,12.855187,14.282055,11.266393,10.718962,11.146479,10.457956,12.103775,14.157015,11.911541,13.508599,11.257934,9.886360,11.368221,10.579535,10.075370,11.525690,10.554592,9.711239,10.671844,8.664294,0.001631,0.001631,0.000652,0.001631,0.000326,0.001305,0.001631,0.002283,0.000326,0.001305,0.001631,0.000000,0.000000,0.000652,0.001957,0.001957,0.003262,0.000000,0.001957,0.001957,0.039349,0.038505,0.042365,0.045826,0.042115,0.035172,0.035007,0.031000,0.032536,0.040517,0.033542,0.037265,0.029396,0.027968,0.029084,0.027287,0.031581,0.036939,0.031080,0.035247,0.029374,0.025796,0.029662,0.027604,0.026289,0.030073,0.027539,0.025339,0.027845,0.022607
seq1006,27.998747,30.899234,29.011991,25.244626,29.284709,27.475866,27.688394,27.218781,29.640558,27.753870,27.681991,30.126235,22.161180,19.503144,25.291034,25.952824,21.897152,25.480675,19.937573,21.009944,19.120306,24.300914,21.808218,23.275280,21.697769,23.241057,19.190678,18.622904,22.652003,18.203677,0.001177,0.000168,0.000673,0.001009,0.000673,0.000673,0.000504,0.000504,0.000336,0.001513,0.001009,0.000504,0.000168,0.000841,0.001009,0.001177,0.000336,0.000673,0.000168,0.000336,0.037665,0.041566,0.039028,0.033960,0.039394,0.036961,0.037247,0.036615,0.039873,0.037335,0.037238,0.040526,0.029812,0.026236,0.034022,0.034912,0.029457,0.034277,0.026820,0.028263,0.025721,0.032690,0.029337,0.031310,0.029188,0.031264,0.025816,0.025052,0.030472,0.024488,16.763721,16.914916,15.835241,14.848783,17.939492,17.301049,16.126274,16.071455,16.619383,15.879611,14.026804,17.408956,13.408870,12.645343,13.840065,14.480606,12.141374,13.605041,11.680930,11.600411,11.365041,13.113402,12.676041,11.995760,12.398572,13.954224,12.835760,10.259816,12.239827,11.758226,0.002027,0.001737,0.000869,0.001158,0.000290,0.001448,0.001737,0.001158,0.000869,0.000869,0.002606,0.000579,0.001737,0.001158,0.000290,0.002027,0.000579,0.000290,0.000579,0.001158,0.038829,0.039179,0.036678,0.034393,0.041552,0.040073,0.037352,0.037225,0.038494,0.036781,0.032489,0.040323,0.031058,0.029290,0.032057,0.033540,0.028122,0.031512,0.027056,0.026869,0.026324,0.030374,0.029361,0.027785,0.028718,0.032321,0.029731,0.023764,0.028350,0.027235
seq1007,33.787013,31.627061,33.374528,30.218268,26.547774,36.291438,33.629262,33.462621,28.927991,29.321420,35.406887,28.939498,24.016211,26.864218,29.658819,27.518650,22.801506,19.373459,25.057478,29.666695,26.082925,22.710578,24.574757,24.829711,26.735797,22.054897,19.294215,20.392101,24.539381,22.416497,0.001205,0.000301,0.000753,0.000452,0.000753,0.001054,0.000753,0.000452,0.000452,0.000903,0.000301,0.000301,0.000452,0.000452,0.001205,0.000602,0.000301,0.000753,0.000301,0.000301,0.040701,0.038099,0.040204,0.036402,0.031981,0.043718,0.040511,0.040311,0.034848,0.035322,0.042653,0.034862,0.028931,0.032362,0.035728,0.033150,0.027468,0.023338,0.030185,0.035738,0.031421,0.027358,0.029604,0.029911,0.032207,0.026568,0.023243,0.024565,0.029561,0.027004,18.477058,18.171531,18.213261,16.355435,15.432472,17.825441,16.420227,18.586393,15.783472,15.969757,16.136831,15.649043,13.075024,14.347345,17.078118,13.388989,13.132050,10.110395,14.014884,13.787582,13.413326,12.495143,12.772850,13.023948,13.192796,13.136917,10.300335,12.061244,11.927334,10.412288,0.002249,0.002249,0.000562,0.001405,0.000562,0.000843,0.000843,0.001968,0.001405,0.000843,0.001687,0.000843,0.000562,0.001405,0.000843,0.001124,0.000562,0.000562,0.000562,0.001405,0.041550,0.040863,0.040957,0.036779,0.034704,0.040085,0.036925,0.041796,0.035493,0.035912,0.036288,0.035191,0.029402,0.032264,0.038404,0.030108,0.029531,0.022736,0.031516,0.031005,0.030163,0.028098,0.028723,0.029288,0.029667,0.029542,0.023163,0.027123,0.026822,0.023415
seq1008,27.843606,27.135948,28.299846,24.368207,26.327849,28.216351,25.727048,28.153342,25.304995,24.421369,24.264135,23.040560,22.529224,21.102435,22.703427,22.811547,20.864203,23.453215,21.230217,23.978617,19.801773,20.330132,19.507485,20.950277,22.037125,17.592779,18.523478,18.290383,16.576993,18.270520,0.002523,0.000360,0.001261,0.001081,0.000541,0.001982,0.000360,0.001081,0.000541,0.000901,0.000180,0.000901,0.000360,0.000541,0.000180,0.000000,0.000180,0.000901,0.000180,0.000360,0.040140,0.039120,0.040798,0.035130,0.037955,0.040678,0.037089,0.040587,0.036481,0.035207,0.034980,0.033216,0.032479,0.030422,0.032730,0.032886,0.030079,0.033811,0.030606,0.034568,0.028547,0.029309,0.028123,0.030203,0.031769,0.025362,0.026704,0.026368,0.023898,0.026339,19.038096,19.845300,17.989356,17.419794,18.357426,17.357447,17.995327,20.174905,16.804218,16.982109,17.045452,16.756906,14.944100,14.681666,13.972547,15.334191,14.467107,14.731076,14.270914,15.670871,13.017545,13.670698,12.641233,12.889237,14.615922,11.292115,11.133759,11.241687,12.458994,11.875479,0.003734,0.000267,0.001334,0.001867,0.000533,0.000800,0.001600,0.002934,0.000533,0.001600,0.001334,0.000800,0.000267,0.000800,0.000533,0.000000,0.000267,0.000267,0.000533,0.001334,0.040621,0.042343,0.038383,0.037168,0.039169,0.037035,0.038396,0.043047,0.035855,0.036234,0.036369,0.035754,0.031886,0.031326,0.029813,0.032718,0.030868,0.031431,0.030449,0.033437,0.027775,0.029169,0.026972,0.027501,0.031186,0.024094,0.023756,0.023986,0.026583,0.025338
seq1009,34.192351,29.535972,26.669432,32.172024,25.518635,30.789967,25.394819,26.957692,28.308822,27.743418,24.332867,24.689308,26.651091,22.107240,21.937866,25.750551,18.828343,25.202227,23.721120,19.146050,24.586735,18.637112,21.039398,20.253246,19.630846,22.548169,18.153066,15.449082,20.827583,22.309206,0.002387,0.000000,0.001194,0.000682,0.000512,0.000682,0.000000,0.000512,0.001023,0.001194,0.000171,0.000682,0.000341,0.000341,0.000853,0.000682,0.001194,0.000853,0.000171,0.000171,0.046642,0.040290,0.036380,0.043886,0.034810,0.042001,0.034641,0.036773,0.038616,0.037845,0.033192,0.033679,0.036355,0.030156,0.029925,0.035126,0.025684,0.034378,0.032358,0.026117,0.033539,0.025423,0.028700,0.027627,0.026778,0.030758,0.024763,0.021074,0.028411,0.030432,18.066847,17.466977,14.642661,16.052526,15.187582,14.878659,15.686187,15.823688,15.928718,14.975879,12.291357,14.911109,13.912234,13.797858,13.456463,13.588145,10.552839,12.516560,13.753250,12.585462,13.110481,10.883937,11.507453,9.837512,11.105398,12.718918,9.645452,7.425160,11.530341,12.419037,0.004266,0.001523,0.001219,0.002133,0.000000,0.000609,0.001219,0.001219,0.000000,0.000914,0.002133,0.001828,0.000305,0.000914,0.000609,0.001219,0.002133,0.000305,0.000305,0.001523,0.044038,0.042576,0.035691,0.039128,0.037020,0.036267,0.038235,0.038570,0.038826,0.036504,0.029960,0.036346,0.033911,0.033632,0.032800,0.033121,0.025722,0.030509,0.033523,0.030677,0.031957,0.026529,0.028049,0.023979,0.027069,0.031002,0.023511,0.018099,0.028105,0.030271
