Feature,[G5.1.1.1],[G5.1.1.2],[G5.1.1.3],[G5.1.1.4],[G5.1.1.5],[G5.1.1.6],[G5.1.1.7],[G5.1.1.8],[G5.1.1.9],[G5.1.1.10],[G5.1.1.11],[G5.1.1.12],[G5.1.1.13],[G5.1.1.14],[G5.1.1.15],[G5.1.1.16],[G5.1.1.17],[G5.1.1.18],[G5.1.1.19],[G5.1.1.20],[G5.1.1.21],[G5.1.1.22],[G5.1.1.23],[G5.1.1.24],[G5.1.1.25],[G5.1.1.26],[G5.1.1.27],[G5.1.1.28],[G5.1.1.29],[G5.1.1.30],[G5.1.2.1],[G5.1.2.2],[G5.1.2.3],[G5.1.2.4],[G5.1.2.5],[G5.1.2.6],[G5.1.2.7],[G5.1.2.8],[G5.1.2.9],[G5.1.2.10],[G5.1.2.11],[G5.1.2.12],[G5.1.2.13],[G5.1.2.14],[G5.1.2.15],[G5.1.2.16],[G5.1.2.17],[G5.1.2.18],[G5.1.2.19],[G5.1.2.20],[G5.1.2.21],[G5.1.2.22],[G5.1.2.23],[G5.1.2.24],[G5.1.2.25],[G5.1.2.26],[G5.1.2.27],[G5.1.2.28],[G5.1.2.29],[G5.1.2.30],[G5.1.2.31],[G5.1.2.32],[G5.1.2.33],[G5.1.2.34],[G5.1.2.35],[G5.1.2.36],[G5.1.2.37],[G5.1.2.38],[G5.1.2.39],[G5.1.2.40],[G5.1.2.41],[G5.1.2.42],[G5.1.2.43],[G5.1.2.44],[G5.1.2.45],[G5.1.2.46],[G5.1.2.47],[G5.1.2.48],[G5.1.2.49],[G5.1.2.50],[G5.2.1.1],[G5.2.1.2],[G5.2.1.3],[G5.2.1.4],[G5.2.1.5],[G5.2.1.6],[G5.2.1.7],[G5.2.1.8],[G5.2.1.9],[G5.2.1.10],[G5.2.1.11],[G5.2.1.12],[G5.2.1.13],[G5.2.1.14],[G5.2.1.15],[G5.2.1.16],[G5.2.1.17],[G5.2.1.18],[G5.2.1.19],[G5.2.1.20],[G5.2.1.21],[G5.2.1.22],[G5.2.1.23],[G5.2.1.24],[G5.2.1.25],[G5.2.1.26],[G5.2.1.27],[G5.2.1.28],[G5.2.1.29],[G5.2.1.30],[G5.2.2.1],[G5.2.2.2],[G5.2.2.3],[G5.2.2.4],[G5.2.2.5],[G5.2.2.6],[G5.2.2.7],[G5.2.2.8],[G5.2.2.9],[G5.2.2.10],[G5.2.2.11],[G5.2.2.12],[G5.2.2.13],[G5.2.2.14],[G5.2.2.15],[G5.2.2.16],[G5.2.2.17],[G5.2.2.18],[G5.2.2.19],[G5.2.2.20],[G5.2.2.21],[G5.2.2.22],[G5.2.2.23],[G5.2.2.24],[G5.2.2.25],[G5.2.2.26],[G5.2.2.27],[G5.2.2.28],[G5.2.2.29],[G5.2.2.30],[G5.2.2.31],[G5.2.2.32],[G5.2.2.33],[G5.2.2.34],[G5.2.2.35],[G5.2.2.36],[G5.2.2.37],[G5.2.2.38],[G5.2.2.39],[G5.2.2.40],[G5.2.2.41],[G5.2.2.42],[G5.2.2.43],[G5.2.2.44],[G5.2.2.45],[G5.2.2.46],[G5.2.2.47],[G5.2.2.48],[G5.2.2.49],[G5.2.2.50]
seq0,35.239799,32.762140,36.413696,29.251101,32.775363,26.472489,31.510517,29.839922,30.480252,30.012945,26.687821,30.691940,26.233448,27.637562,27.878823,30.055061,24.892727,26.674309,25.422062,27.086917,25.212854,20.601113,22.952696,24.200793,27.915894,23.350263,24.365865,3.352179,23.809546,21.874865,0.000000,0.000766,0.000153,0.000766,0.000460,0.001379,0.001073,0.000460,0.000766,0.000766,0.000000,0.000000,0.000307,0.000766,0.001073,0.000920,0.001073,0.000766,0.000307,0.000460,0.043204,0.040167,0.044644,0.035862,0.040183,0.032455,0.038632,0.036584,0.037369,0.036796,0.032719,0.037629,0.032162,0.033884,0.034180,0.036848,0.030519,0.032703,0.031168,0.033209,0.030911,0.025257,0.028140,0.029670,0.034225,0.028628,0.029873,0.004110,0.029191,0.026819,19.465030,18.156366,18.246144,19.795825,17.508210,16.462044,17.844110,16.013542,17.943580,18.292872,15.384619,16.950157,17.085949,16.352255,17.421677,16.157404,14.437491,16.282618,15.049454,14.905095,15.870373,14.075154,14.830590,16.202466,13.142088,13.188816,12.532655,1.478767,13.137090,11.507539,0.000000,0.001839,0.000000,0.000263,0.001314,0.001314,0.001314,0.002365,0.001839,0.000788,0.001314,0.001314,0.000000,0.000788,0.000526,0.001577,0.001839,0.000526,0.000788,0.001314,0.040917,0.038166,0.038355,0.041612,0.036804,0.034604,0.037510,0.033662,0.037719,0.038453,0.032340,0.035631,0.035916,0.034374,0.036622,0.033964,0.030349,0.034227,0.031635,0.031332,0.033361,0.029587,0.031175,0.034059,0.027626,0.027724,0.026345,0.003108,0.027615,0.024190
seq1,16.857339,15.766982,16.529258,17.212497,17.245563,15.046861,14.588219,16.438612,13.342304,16.167203,15.465147,14.148660,14.617667,16.489605,15.395028,14.308586,16.804236,13.670755,13.278279,14.107451,15.600208,14.112197,14.504418,14.539299,12.675227,13.573240,13.356291,14.447621,11.478354,12.805054,0.001925,0.000000,0.000550,0.001100,0.000825,0.004125,0.000275,0.000275,0.000550,0.001650,0.001650,0.001100,0.001925,0.000825,0.000000,0.004125,0.000825,0.000000,0.000000,0.000275,0.037084,0.034685,0.036362,0.037865,0.037938,0.033101,0.032092,0.036163,0.029351,0.035566,0.034021,0.031125,0.032157,0.036275,0.033867,0.031477,0.036967,0.030074,0.029210,0.031035,0.034318,0.031045,0.031908,0.031985,0.027884,0.029859,0.029382,0.031783,0.025251,0.028169,11.576636,12.570773,11.219903,12.371833,11.967334,10.286295,12.120541,12.635652,9.693153,12.064943,12.370103,11.354981,10.752039,12.080649,10.867474,11.444067,12.245863,10.727572,10.410600,11.547085,11.153359,11.276647,12.405408,10.146869,9.145657,10.903061,10.636366,10.969908,10.288956,10.473726,0.002516,0.000000,0.001438,0.000719,0.000000,0.001078,0.001438,0.005392,0.000359,0.000359,0.002157,0.000719,0.002157,0.001078,0.002516,0.005392,0.001078,0.000000,0.000359,0.000000,0.033294,0.036153,0.032268,0.035581,0.034418,0.029583,0.034858,0.036340,0.027877,0.034699,0.035576,0.032657,0.030923,0.034744,0.031255,0.032913,0.035219,0.030852,0.029941,0.033209,0.032077,0.032431,0.035678,0.029182,0.026303,0.031357,0.030590,0.031549,0.029591,0.030122
seq2,21.119854,18.926046,19.335886,16.619771,16.974615,17.603937,17.890832,22.184649,15.817651,18.767884,17.392658,19.758878,18.985637,17.984827,17.016619,21.036524,21.283773,19.840017,19.860725,19.372387,17.610456,21.402250,19.603406,17.407677,18.821037,18.305678,19.122852,18.345270,16.859131,15.968230,0.001532,0.000656,0.000438,0.001532,0.000875,0.001751,0.000219,0.000219,0.000656,0.001532,0.000656,0.000219,0.002626,0.000000,0.000438,0.002626,0.000656,0.000656,0.000000,0.000219,0.036973,0.033133,0.033850,0.029095,0.029716,0.030818,0.031320,0.038837,0.027691,0.032856,0.030448,0.034591,0.033237,0.031485,0.029790,0.036827,0.037260,0.034733,0.034769,0.033914,0.030830,0.037468,0.034319,0.030475,0.032949,0.032047,0.033477,0.032116,0.029514,0.027955,17.304511,15.324218,15.710481,15.449886,13.834830,15.656939,15.988275,15.466220,13.175273,13.744208,14.963202,14.405408,13.016917,14.423797,13.020660,15.133002,12.575295,13.911563,13.942737,13.812699,13.218302,13.861590,12.459167,12.048545,12.724738,11.546544,11.388253,12.378150,10.786501,10.926490,0.002072,0.000592,0.000296,0.000592,0.000888,0.000000,0.002072,0.002369,0.000296,0.000296,0.002072,0.000888,0.000888,0.001184,0.003553,0.003553,0.000888,0.000000,0.000296,0.000888,0.040987,0.036296,0.037211,0.036594,0.032769,0.037084,0.037869,0.036633,0.031206,0.032554,0.035441,0.034120,0.030831,0.034164,0.030840,0.035843,0.029785,0.032950,0.033024,0.032716,0.031308,0.032832,0.029510,0.028538,0.030139,0.027349,0.026974,0.029318,0.025548,0.025880
seq3,27.593067,24.968391,26.048186,22.101070,22.529501,26.781829,22.681202,25.262563,22.227880,22.615951,20.763236,24.566504,21.632387,20.761406,19.169021,22.320582,25.715907,19.900739,20.722919,19.436464,22.665108,22.237365,19.176083,23.916219,16.456607,23.039863,19.629703,20.346685,17.829767,17.287949,0.001865,0.000186,0.000186,0.000559,0.000000,0.001865,0.000000,0.000373,0.001119,0.001678,0.000186,0.000373,0.001305,0.000559,0.000746,0.000559,0.000746,0.001678,0.000932,0.000000,0.041160,0.037245,0.038856,0.032968,0.033607,0.039950,0.033833,0.037684,0.033157,0.033736,0.030972,0.036645,0.032269,0.030969,0.028594,0.033295,0.038360,0.029686,0.030912,0.028993,0.033809,0.033171,0.028605,0.035675,0.024548,0.034368,0.029281,0.030351,0.026596,0.025788,16.635673,16.279373,16.050297,15.032169,16.487226,17.040411,15.020076,16.779794,14.873142,13.472212,14.821612,15.206836,13.651725,12.740725,11.753359,13.310719,13.980249,12.520887,12.190525,12.232472,14.262217,12.538280,10.387734,12.966923,10.768091,12.448891,9.876193,11.369194,11.187799,10.989811,0.002999,0.001199,0.000600,0.000300,0.000300,0.000900,0.000900,0.002999,0.000000,0.000600,0.002699,0.001799,0.000300,0.000000,0.002099,0.000900,0.001199,0.001499,0.000000,0.002699,0.039906,0.039051,0.038501,0.036059,0.039550,0.040877,0.036030,0.040251,0.035678,0.032317,0.035554,0.036478,0.032748,0.030562,0.028194,0.031930,0.033536,0.030035,0.029243,0.029343,0.034212,0.030077,0.024918,0.031105,0.025831,0.029862,0.023691,0.027272,0.026837,0.026362
seq4,23.983182,24.239391,24.538436,25.706524,24.580599,26.957953,23.223652,23.399864,26.945143,24.168232,22.280952,23.412088,18.021175,18.792305,20.890832,19.785294,20.271975,18.834095,19.384011,18.849738,14.136078,18.577673,18.764753,17.137328,18.105002,12.472330,15.241513,14.142129,14.360351,16.562774,0.002428,0.000405,0.001012,0.000202,0.000405,0.001012,0.000202,0.000809,0.000000,0.003035,0.000405,0.000202,0.000809,0.002226,0.001416,0.000809,0.000000,0.000202,0.000202,0.000405,0.038822,0.039237,0.039721,0.041612,0.039790,0.043638,0.037593,0.037878,0.043617,0.039122,0.036067,0.037898,0.029172,0.030420,0.033817,0.032027,0.032815,0.030487,0.031378,0.030513,0.022883,0.030072,0.030375,0.027741,0.029307,0.020189,0.024672,0.022892,0.023246,0.026811,16.806988,16.445149,18.234592,19.173694,18.213867,17.766339,16.223667,15.031412,19.144900,15.400303,16.361190,16.669919,14.933975,16.105116,17.137566,14.548253,16.041579,13.320671,14.665008,12.443959,11.374819,12.105441,13.876820,11.703169,13.516885,11.160043,11.824446,10.540119,11.834116,11.821222,0.003301,0.001926,0.000275,0.001375,0.000550,0.003026,0.000275,0.001375,0.000275,0.001100,0.004126,0.000000,0.000550,0.000550,0.001100,0.001100,0.000000,0.000275,0.000550,0.000275,0.036985,0.036189,0.040127,0.042193,0.040081,0.039096,0.035702,0.033078,0.042130,0.033890,0.036004,0.036684,0.032863,0.035441,0.037713,0.032015,0.035301,0.029313,0.032272,0.027384,0.025031,0.026639,0.030537,0.025754,0.029745,0.024559,0.026021,0.023194,0.026042,0.026014
seq5,25.897701,31.194438,27.265842,28.359232,28.998767,30.387743,23.391357,25.431488,22.581265,24.829550,24.954397,22.222624,22.111542,21.279143,22.551077,22.929752,23.908897,23.961404,21.363556,21.982652,23.888087,20.977367,19.825708,18.313615,21.545747,21.984340,18.149679,19.318445,18.115878,15.015362,0.000534,0.000178,0.000534,0.001601,0.000534,0.000178,0.000000,0.000000,0.001601,0.000712,0.000356,0.000356,0.000712,0.001423,0.000356,0.002312,0.001245,0.000889,0.000178,0.000534,0.036853,0.044390,0.038800,0.040355,0.041265,0.043242,0.033286,0.036189,0.032133,0.035333,0.035510,0.031623,0.031465,0.030280,0.032090,0.032629,0.034023,0.034097,0.030401,0.031281,0.033993,0.029851,0.028212,0.026060,0.030660,0.031284,0.025827,0.027490,0.025779,0.021367,12.806403,14.371725,13.792948,13.879027,13.035024,15.712666,12.464662,12.573802,11.262044,13.235717,11.559762,11.781460,13.307063,11.810708,11.842271,11.571444,12.502131,12.889540,9.741309,11.600389,13.379319,10.253002,10.925084,10.663883,12.025398,12.402336,10.086728,9.590892,10.158031,9.395327,0.001012,0.000675,0.000675,0.001012,0.000337,0.002698,0.003035,0.000337,0.000000,0.000000,0.001349,0.003035,0.000675,0.001012,0.001349,0.004385,0.002361,0.000337,0.001012,0.001686,0.034554,0.038778,0.037216,0.037448,0.035171,0.042396,0.033632,0.033926,0.030387,0.035712,0.031190,0.031789,0.035905,0.031867,0.031953,0.031222,0.033733,0.034778,0.026284,0.031300,0.036100,0.027664,0.029478,0.028773,0.032447,0.033464,0.027216,0.025878,0.027408,0.025350
seq6,26.218680,29.028090,26.963849,21.770638,27.491144,29.684795,25.124496,26.261611,24.260682,25.243172,19.124473,24.237399,23.933075,23.584652,18.669645,24.133118,22.511664,21.470436,20.760681,23.176084,20.405345,20.288285,20.540226,18.812402,17.017364,15.692869,20.978215,17.857259,16.596155,16.943383,0.001105,0.000552,0.000184,0.001289,0.000368,0.001289,0.000737,0.000552,0.000552,0.001657,0.000737,0.000552,0.001105,0.000737,0.000552,0.001289,0.000184,0.000737,0.000184,0.000368,0.038626,0.042765,0.039724,0.032073,0.040501,0.043733,0.037014,0.038689,0.035742,0.037189,0.028175,0.035707,0.035259,0.034746,0.027505,0.035554,0.033165,0.031631,0.030585,0.034144,0.030062,0.029889,0.030261,0.027715,0.025071,0.023119,0.030906,0.026308,0.024450,0.024962,18.801038,19.769519,18.656744,15.095143,17.920476,20.195825,15.744467,15.816333,14.270352,16.183797,14.790719,15.810860,13.940054,17.493824,15.419621,14.684435,14.141157,12.995565,15.783169,11.909551,13.057220,13.174538,14.112710,12.762899,12.244370,11.396993,14.492418,10.949616,10.365322,10.968956,0.001656,0.000828,0.000828,0.000276,0.000828,0.001104,0.001932,0.001932,0.001104,0.000828,0.002484,0.000828,0.001104,0.000552,0.001656,0.001932,0.000276,0.000276,0.000552,0.001104,0.041508,0.043646,0.041190,0.033326,0.039564,0.044588,0.034760,0.034919,0.031506,0.035730,0.032654,0.034907,0.030776,0.038622,0.034043,0.032420,0.031220,0.028691,0.034845,0.026293,0.028827,0.029086,0.031157,0.028177,0.027033,0.025162,0.031996,0.024174,0.022884,0.024217
seq7,20.462656,24.007936,21.547319,21.895674,24.815910,25.119657,20.651066,22.190045,21.307670,20.215828,20.762465,19.682760,19.217659,17.605696,19.440804,18.390803,18.921826,22.165118,19.667866,17.594578,18.383157,18.059830,14.606578,12.566320,14.811359,16.178188,15.468703,14.004752,14.580744,15.666652,0.001724,0.000216,0.000862,0.001078,0.000647,0.000647,0.000216,0.000216,0.000216,0.001724,0.000647,0.001078,0.001509,0.000862,0.000647,0.001509,0.002155,0.000647,0.000216,0.000431,0.035281,0.041394,0.037151,0.037752,0.042787,0.043311,0.035606,0.038259,0.036738,0.034856,0.035798,0.033936,0.033134,0.030355,0.033519,0.031709,0.032624,0.038216,0.033911,0.030336,0.031696,0.031138,0.025184,0.021666,0.025537,0.027894,0.026671,0.024147,0.025140,0.027012,14.455598,17.016636,13.817047,15.087723,16.390481,16.449995,12.336939,13.156539,13.256506,15.119805,13.510416,13.550827,13.805387,11.066155,10.443094,11.862996,11.664835,12.664943,12.098280,11.889865,11.298778,10.498042,10.515630,8.388686,10.116625,10.473250,10.134213,9.083634,8.425549,9.583234,0.002644,0.000992,0.001653,0.001322,0.000331,0.001322,0.001653,0.000992,0.000331,0.000331,0.002644,0.000331,0.000992,0.000992,0.002314,0.002314,0.003305,0.000331,0.000661,0.000992,0.038226,0.044998,0.036537,0.039898,0.043343,0.043500,0.032623,0.034791,0.035055,0.039982,0.035727,0.035833,0.036507,0.029263,0.027615,0.031370,0.030846,0.033491,0.031992,0.031441,0.029878,0.027761,0.027807,0.022183,0.026752,0.027695,0.026799,0.024021,0.022280,0.025342
seq8,29.181515,36.374897,32.037968,22.350766,19.607991,28.895864,33.189424,22.359723,21.110009,26.580227,28.956350,29.918615,18.084122,21.581241,26.169923,23.990196,21.754052,17.705457,24.594355,27.506567,20.279916,13.105086,22.120046,24.067414,22.302849,17.623218,15.477680,22.087048,23.013484,15.561503,0.004006,0.000000,0.000871,0.001045,0.000000,0.000871,0.000000,0.000000,0.002439,0.000348,0.000174,0.000000,0.001394,0.000000,0.000523,0.000348,0.001394,0.000523,0.000000,0.000000,0.040666,0.050691,0.044647,0.031147,0.027325,0.040268,0.046251,0.031160,0.029418,0.037041,0.040352,0.041693,0.025201,0.030075,0.036469,0.033432,0.030316,0.024674,0.034274,0.038332,0.028261,0.018263,0.030826,0.033539,0.031080,0.024559,0.021569,0.030780,0.032071,0.021686,11.785268,14.675955,12.942910,9.002293,8.665765,10.615663,12.985289,9.783753,9.166685,9.878031,11.484154,11.293002,7.756084,8.809216,10.156474,9.790222,8.505592,7.472493,9.492872,10.658799,8.420681,6.110633,7.850211,9.294905,9.355976,7.601731,6.481038,8.506587,8.591541,6.759351,0.009782,0.001276,0.000000,0.002127,0.000000,0.000000,0.002552,0.002127,0.000000,0.000000,0.000851,0.005955,0.000425,0.000000,0.003403,0.000851,0.003403,0.000000,0.000000,0.001276,0.040101,0.049936,0.044040,0.030631,0.029486,0.036121,0.044184,0.033290,0.031191,0.033611,0.039076,0.038426,0.026391,0.029974,0.034558,0.033312,0.028941,0.025426,0.032300,0.036268,0.028652,0.020792,0.026711,0.031627,0.031835,0.025866,0.022052,0.028944,0.029234,0.022999
seq9,33.648629,30.203550,33.138021,30.248992,29.975434,29.810310,25.856141,26.787339,25.993090,29.860064,24.826150,23.824591,22.105647,22.592498,26.114051,26.491771,24.326216,18.188475,23.936173,25.151870,19.468088,23.451167,18.895338,21.286972,16.079266,19.235274,21.324700,18.344517,20.244467,14.651893,0.000566,0.000000,0.000755,0.002076,0.000377,0.000943,0.000189,0.000943,0.001698,0.001510,0.000377,0.000755,0.000377,0.000000,0.000566,0.000755,0.000377,0.000566,0.000566,0.000189,0.045714,0.041034,0.045021,0.041096,0.040724,0.040500,0.035128,0.036393,0.035314,0.040567,0.033728,0.032368,0.030032,0.030694,0.035478,0.035991,0.033049,0.024711,0.032519,0.034171,0.026449,0.031860,0.025671,0.028920,0.021845,0.026133,0.028971,0.024923,0.027504,0.019906,18.122271,15.041774,15.948405,17.068967,15.042380,16.241147,12.769973,16.184986,11.306955,16.140335,12.585700,12.234851,14.226047,10.304640,13.350416,11.504294,13.143840,10.627085,12.357491,13.439697,10.554570,12.737847,9.016766,12.295360,8.514570,10.638897,11.489822,7.961882,11.652374,7.984597,0.001067,0.001067,0.001423,0.001423,0.000000,0.000000,0.003912,0.001778,0.000356,0.001778,0.002845,0.003201,0.000711,0.000711,0.000711,0.001423,0.000711,0.001067,0.000356,0.001067,0.046409,0.038520,0.040842,0.043712,0.038522,0.041592,0.032703,0.041448,0.028956,0.041334,0.032231,0.031332,0.036431,0.026389,0.034189,0.029461,0.033660,0.027215,0.031646,0.034418,0.027029,0.032620,0.023091,0.031487,0.021805,0.027245,0.029424,0.020390,0.029841,0.020448
