Feature,[G5.1.1.1],[G5.1.1.2],[G5.1.1.3],[G5.1.1.4],[G5.1.1.5],[G5.1.1.6],[G5.1.1.7],[G5.1.1.8],[G5.1.1.9],[G5.1.1.10],[G5.1.1.11],[G5.1.1.12],[G5.1.1.13],[G5.1.1.14],[G5.1.1.15],[G5.1.1.16],[G5.1.1.17],[G5.1.1.18],[G5.1.1.19],[G5.1.1.20],[G5.1.1.21],[G5.1.1.22],[G5.1.1.23],[G5.1.1.24],[G5.1.1.25],[G5.1.1.26],[G5.1.1.27],[G5.1.1.28],[G5.1.1.29],[G5.1.1.30],[G5.1.2.1],[G5.1.2.2],[G5.1.2.3],[G5.1.2.4],[G5.1.2.5],[G5.1.2.6],[G5.1.2.7],[G5.1.2.8],[G5.1.2.9],[G5.1.2.10],[G5.1.2.11],[G5.1.2.12],[G5.1.2.13],[G5.1.2.14],[G5.1.2.15],[G5.1.2.16],[G5.1.2.17],[G5.1.2.18],[G5.1.2.19],[G5.1.2.20],[G5.1.2.21],[G5.1.2.22],[G5.1.2.23],[G5.1.2.24],[G5.1.2.25],[G5.1.2.26],[G5.1.2.27],[G5.1.2.28],[G5.1.2.29],[G5.1.2.30],[G5.1.2.31],[G5.1.2.32],[G5.1.2.33],[G5.1.2.34],[G5.1.2.35],[G5.1.2.36],[G5.1.2.37],[G5.1.2.38],[G5.1.2.39],[G5.1.2.40],[G5.1.2.41],[G5.1.2.42],[G5.1.2.43],[G5.1.2.44],[G5.1.2.45],[G5.1.2.46],[G5.1.2.47],[G5.1.2.48],[G5.1.2.49],[G5.1.2.50],[G5.2.1.1],[G5.2.1.2],[G5.2.1.3],[G5.2.1.4],[G5.2.1.5],[G5.2.1.6],[G5.2.1.7],[G5.2.1.8],[G5.2.1.9],[G5.2.1.10],[G5.2.1.11],[G5.2.1.12],[G5.2.1.13],[G5.2.1.14],[G5.2.1.15],[G5.2.1.16],[G5.2.1.17],[G5.2.1.18],[G5.2.1.19],[G5.2.1.20],[G5.2.1.21],[G5.2.1.22],[G5.2.1.23],[G5.2.1.24],[G5.2.1.25],[G5.2.1.26],[G5.2.1.27],[G5.2.1.28],[G5.2.1.29],[G5.2.1.30],[G5.2.2.1],[G5.2.2.2],[G5.2.2.3],[G5.2.2.4],[G5.2.2.5],[G5.2.2.6],[G5.2.2.7],[G5.2.2.8],[G5.2.2.9],[G5.2.2.10],[G5.2.2.11],[G5.2.2.12],[G5.2.2.13],[G5.2.2.14],[G5.2.2.15],[G5.2.2.16],[G5.2.2.17],[G5.2.2.18],[G5.2.2.19],[G5.2.2.20],[G5.2.2.21],[G5.2.2.22],[G5.2.2.23],[G5.2.2.24],[G5.2.2.25],[G5.2.2.26],[G5.2.2.27],[G5.2.2.28],[G5.2.2.29],[G5.2.2.30],[G5.2.2.31],[G5.2.2.32],[G5.2.2.33],[G5.2.2.34],[G5.2.2.35],[G5.2.2.36],[G5.2.2.37],[G5.2.2.38],[G5.2.2.39],[G5.2.2.40],[G5.2.2.41],[G5.2.2.42],[G5.2.2.43],[G5.2.2.44],[G5.2.2.45],[G5.2.2.46],[G5.2.2.47],[G5.2.2.48],[G5.2.2.49],[G5.2.2.50]
seq2000,24.346196,26.969050,26.208787,25.498681,27.609505,24.411623,22.792265,26.240914,22.330128,23.909884,24.249167,21.837234,19.264425,21.528742,21.305696,18.833079,21.604246,20.741726,18.244819,15.796232,17.293363,18.263431,17.853713,19.781341,19.352051,18.589043,17.730580,17.884742,16.065502,16.839145,0.000777,0.001360,0.000389,0.001166,0.000194,0.000583,0.000583,0.000971,0.000971,0.001749,0.000389,0.000971,0.000971,0.000583,0.000583,0.001360,0.000583,0.001166,0.000000,0.000194,0.037841,0.041918,0.040736,0.039633,0.042914,0.037943,0.035426,0.040786,0.034708,0.037163,0.037691,0.033942,0.029943,0.033462,0.033116,0.029272,0.033580,0.032239,0.028358,0.024552,0.026879,0.028387,0.027750,0.030746,0.030079,0.028893,0.027559,0.027798,0.024971,0.026173,23.417869,21.842012,17.849800,19.743321,19.778280,21.395024,20.605906,19.775511,18.268123,22.003872,19.984424,16.627756,18.394289,20.918486,16.858432,17.444197,16.093867,18.556063,17.611120,11.861244,16.522012,16.897415,13.294321,16.752363,15.380703,14.481514,16.098302,13.117837,14.593402,14.724738,0.000924,0.000693,0.001155,0.000462,0.001618,0.000693,0.001387,0.000693,0.000693,0.001155,0.002080,0.001155,0.000462,0.000231,0.001155,0.001618,0.000693,0.000000,0.000231,0.001387,0.043295,0.040381,0.033001,0.036501,0.036566,0.039555,0.038096,0.036561,0.033774,0.040681,0.036947,0.030741,0.034007,0.038674,0.031168,0.032251,0.029754,0.034306,0.032559,0.021929,0.030546,0.031240,0.024579,0.030972,0.028436,0.026773,0.029762,0.024252,0.026980,0.027223
seq2001,24.365966,22.232382,24.059135,24.974988,23.953533,23.207854,23.328739,23.228065,21.949545,25.501503,21.158485,21.748512,21.197003,20.018018,22.897227,20.313237,17.324185,19.399419,19.302890,20.065134,19.982139,20.678023,20.821967,20.164975,17.817913,16.384086,19.288264,20.779457,19.761283,17.775621,0.001748,0.000194,0.000388,0.001942,0.000388,0.001359,0.000194,0.000194,0.000000,0.000777,0.000583,0.000000,0.001748,0.001942,0.000777,0.001165,0.000583,0.001165,0.000000,0.000388,0.037854,0.034540,0.037378,0.038800,0.037213,0.036055,0.036243,0.036086,0.034100,0.039618,0.032871,0.033788,0.032931,0.031099,0.035572,0.031558,0.026914,0.030138,0.029988,0.031173,0.031044,0.032125,0.032348,0.031328,0.027681,0.025454,0.029966,0.032282,0.030700,0.027616,11.940811,11.761774,13.210471,13.594072,13.692396,13.536117,12.087550,13.261374,12.232017,13.976614,11.678832,13.134516,11.689540,11.966901,12.043461,11.159394,11.023299,10.071195,11.033921,10.204218,10.054602,10.213910,11.108426,10.021460,9.307409,9.568480,9.727961,10.895663,10.386696,9.581352,0.003176,0.001412,0.000000,0.000706,0.000353,0.003529,0.003529,0.002471,0.000353,0.000353,0.001412,0.000000,0.001059,0.000706,0.003176,0.002118,0.001059,0.000000,0.000706,0.002118,0.033715,0.033210,0.037300,0.038384,0.038661,0.038220,0.034130,0.037444,0.034538,0.039464,0.032976,0.037086,0.033006,0.033789,0.034005,0.031509,0.031125,0.028436,0.031155,0.028812,0.028390,0.028839,0.031365,0.028296,0.026280,0.027017,0.027467,0.030764,0.029327,0.027053
seq2002,26.354995,29.912177,29.130856,28.905278,31.580166,31.781317,28.377910,29.759419,29.815580,32.638777,28.678949,30.035267,28.725093,27.661678,26.374767,26.466737,28.475080,21.730696,20.787249,23.127794,23.800298,24.752840,22.561821,26.676413,22.591284,20.720121,20.327601,19.703163,20.273054,22.492963,0.001259,0.000315,0.000472,0.002046,0.000315,0.000315,0.000157,0.000472,0.000944,0.001259,0.000315,0.000315,0.000315,0.000944,0.001102,0.000944,0.000472,0.000315,0.000000,0.000315,0.033184,0.037662,0.036679,0.036395,0.039763,0.040016,0.035731,0.037470,0.037541,0.041095,0.036110,0.037817,0.036168,0.034829,0.033208,0.033324,0.035853,0.027361,0.026173,0.029120,0.029967,0.031166,0.028408,0.033588,0.028445,0.026089,0.025594,0.024808,0.025526,0.028321,15.359373,17.148340,14.995760,15.227885,14.343169,15.558010,14.059578,15.279351,14.271087,16.447399,14.723483,14.832969,15.940573,12.998399,13.307950,13.827691,15.028469,12.492115,11.778821,13.770882,10.813824,12.742261,13.290708,13.805473,11.613499,12.376312,11.053240,10.899881,10.835133,10.842877,0.002383,0.002085,0.000596,0.000894,0.000596,0.001787,0.003872,0.000596,0.000298,0.000894,0.002383,0.001787,0.000596,0.000596,0.000596,0.001787,0.000894,0.000000,0.000596,0.000596,0.036599,0.040862,0.035733,0.036286,0.034178,0.037072,0.033502,0.036408,0.034006,0.039192,0.035084,0.035345,0.037984,0.030973,0.031711,0.032949,0.035811,0.029767,0.028067,0.032814,0.025768,0.030363,0.031670,0.032896,0.027673,0.029491,0.026338,0.025973,0.025819,0.025837
seq2003,28.911452,36.365957,30.130579,24.090650,25.584650,31.957713,30.469762,26.780945,28.116370,29.741944,27.557384,31.246203,28.946289,25.887749,28.235460,23.322138,24.890566,25.267030,27.086700,24.471529,20.564045,22.755011,24.160928,20.878559,19.689774,21.608218,20.167711,20.449172,21.301341,19.344474,0.000801,0.000641,0.000481,0.000962,0.000801,0.000641,0.000641,0.000641,0.001122,0.000481,0.000481,0.000801,0.000641,0.000641,0.000641,0.000801,0.000481,0.000321,0.000000,0.000801,0.037067,0.046624,0.038630,0.030886,0.032802,0.040972,0.039065,0.034335,0.036048,0.038132,0.035331,0.040060,0.037112,0.033190,0.036200,0.029901,0.031912,0.032394,0.034727,0.031375,0.026365,0.029174,0.030976,0.026768,0.025244,0.027704,0.025857,0.026218,0.027310,0.024801,18.560260,22.147280,20.334884,16.218821,18.097069,18.389465,17.266220,17.420725,17.596863,17.817610,16.524327,18.431996,16.485971,14.838161,14.316928,14.617328,15.483937,15.076279,15.859794,14.212591,13.396560,14.915370,14.235825,12.032580,13.750979,13.736117,11.865549,14.431563,12.454062,10.389443,0.001300,0.001040,0.001300,0.000780,0.001040,0.001040,0.001560,0.001040,0.001040,0.001040,0.000780,0.001819,0.000780,0.001300,0.001040,0.001300,0.000780,0.000000,0.001300,0.000520,0.038594,0.046053,0.042285,0.033726,0.037631,0.038239,0.035904,0.036225,0.036591,0.037050,0.034361,0.038328,0.034281,0.030855,0.029771,0.030395,0.032198,0.031350,0.032979,0.029554,0.027857,0.031015,0.029602,0.025021,0.028594,0.028563,0.024673,0.030009,0.025897,0.021604
seq2004,25.654641,30.637451,24.996283,25.530709,29.547081,26.597504,23.257083,22.788897,28.736822,26.246001,24.541065,23.472922,27.360039,28.324829,23.570974,29.056565,26.786737,21.620181,19.188624,22.593254,25.339385,23.603436,19.184354,23.026687,19.769015,14.877878,16.584231,20.491642,15.858643,13.303771,0.000702,0.000526,0.000702,0.001053,0.000526,0.000702,0.000351,0.001228,0.000877,0.001228,0.000175,0.000526,0.000702,0.000351,0.000702,0.001053,0.000702,0.001403,0.000000,0.000526,0.036004,0.042997,0.035080,0.035830,0.041467,0.037327,0.032639,0.031982,0.040330,0.036834,0.034441,0.032942,0.038398,0.039752,0.033080,0.040778,0.037593,0.030342,0.026930,0.031708,0.035562,0.033125,0.026924,0.032316,0.027744,0.020880,0.023275,0.028758,0.022256,0.018671,19.919113,20.263775,17.157534,18.090773,17.641168,19.430222,17.175965,15.148469,17.166252,15.550070,15.334170,14.135338,16.109400,16.734949,14.412547,18.704035,13.752125,13.538172,14.152407,14.297934,14.471844,13.541785,12.513467,15.494408,14.715976,12.291531,12.790503,12.345224,10.399286,11.179059,0.001067,0.001067,0.000800,0.001067,0.000800,0.000534,0.001601,0.001067,0.000534,0.001868,0.001868,0.001334,0.000267,0.000800,0.001067,0.001601,0.001067,0.000000,0.000800,0.002135,0.042521,0.043256,0.036626,0.038618,0.037658,0.041477,0.036665,0.032337,0.036644,0.033194,0.032733,0.030174,0.034388,0.035724,0.030766,0.039927,0.029356,0.028899,0.030211,0.030521,0.030893,0.028907,0.026712,0.033075,0.031414,0.026238,0.027303,0.026353,0.022199,0.023864
seq2005,24.981741,26.229417,24.635942,27.981202,22.402831,21.282650,21.878960,23.473299,26.493447,22.426878,23.661625,23.805001,22.157163,21.587393,22.022147,23.408165,21.789840,21.690609,23.511916,18.962486,21.066808,22.743466,18.086366,21.375666,17.781744,18.233975,17.833031,17.220476,16.300303,13.775233,0.001708,0.000569,0.000949,0.000379,0.000190,0.001518,0.000569,0.000569,0.000569,0.000949,0.001328,0.000569,0.000759,0.000569,0.000569,0.000949,0.000379,0.001138,0.000379,0.000569,0.037920,0.039814,0.037395,0.042473,0.034006,0.032305,0.033210,0.035630,0.040215,0.034042,0.035916,0.036134,0.033633,0.032768,0.033428,0.035532,0.033075,0.032924,0.035689,0.028783,0.031978,0.034523,0.027454,0.032446,0.026991,0.027678,0.027069,0.026139,0.024742,0.020910,18.708859,19.660898,16.492547,19.034592,16.658843,18.404608,16.450384,16.909724,20.571444,17.009021,17.680000,16.987994,15.453564,13.824792,13.486317,15.618107,15.456074,14.980335,15.518572,14.037209,13.736312,15.239913,13.977177,15.341915,13.595457,12.644218,12.024164,12.037858,11.324716,11.166230,0.002373,0.000791,0.000791,0.001318,0.000791,0.000791,0.000527,0.002110,0.000791,0.000791,0.001318,0.000791,0.001846,0.000264,0.001055,0.001318,0.000527,0.000527,0.000791,0.001582,0.039468,0.041476,0.034792,0.040155,0.035143,0.038826,0.034703,0.035672,0.043397,0.035882,0.037297,0.035837,0.032600,0.029164,0.028450,0.032947,0.032606,0.031602,0.032737,0.029612,0.028978,0.032150,0.029486,0.032365,0.028680,0.026674,0.025366,0.025395,0.023890,0.023556
seq2006,26.494497,24.298997,26.446396,24.210776,27.479100,23.933861,24.284479,25.126517,24.709343,22.767202,25.297144,23.292974,19.892243,24.699811,24.227366,18.605145,19.229752,21.430167,19.533944,20.196555,22.342860,17.438741,18.632735,16.947059,21.169551,18.304811,19.825579,19.968433,18.184367,18.729425,0.001498,0.000562,0.000374,0.000562,0.000562,0.000562,0.000187,0.000374,0.000936,0.002059,0.000562,0.000936,0.000936,0.000374,0.001123,0.000936,0.001123,0.000749,0.000000,0.000562,0.039680,0.036392,0.039608,0.036260,0.041155,0.035845,0.036370,0.037631,0.037007,0.034098,0.037887,0.034885,0.029792,0.036992,0.036285,0.027865,0.028800,0.032096,0.029256,0.030248,0.033462,0.026118,0.027906,0.025381,0.031705,0.027415,0.029692,0.029906,0.027234,0.028051,17.851725,19.140703,18.845668,15.988145,16.707063,17.887658,16.803158,17.638334,15.371617,15.759567,15.598464,16.457069,15.198918,16.017977,15.845105,11.623710,14.295468,12.304835,15.269227,12.994202,13.691574,11.859751,11.103602,13.730817,11.256636,11.891769,11.083548,12.199502,10.015208,11.980855,0.002240,0.001680,0.001400,0.000560,0.000840,0.000560,0.000840,0.000840,0.000280,0.000560,0.003080,0.001400,0.000840,0.000840,0.001400,0.001400,0.001680,0.000000,0.000840,0.001120,0.039989,0.042877,0.042216,0.035815,0.037425,0.040070,0.037640,0.039511,0.034434,0.035303,0.034942,0.036865,0.034047,0.035882,0.035494,0.026038,0.032023,0.027564,0.034204,0.029108,0.030670,0.026567,0.024873,0.030758,0.025216,0.026639,0.024828,0.027328,0.022435,0.026838
seq2007,26.744222,33.044364,28.176479,25.248302,26.392087,26.526117,22.408718,27.083707,26.932023,21.329495,23.102476,25.356264,24.288726,20.970853,20.327648,23.800361,19.014576,19.757691,21.965895,23.053890,20.189022,19.703103,19.726240,22.660458,17.021265,18.426739,17.411787,17.240675,17.288818,20.633297,0.000729,0.000000,0.000547,0.001094,0.000182,0.002187,0.000182,0.001094,0.001276,0.001276,0.000365,0.001094,0.000182,0.000000,0.000365,0.001276,0.001458,0.000911,0.000182,0.000182,0.038996,0.048182,0.041084,0.036814,0.038482,0.038678,0.032674,0.039491,0.039270,0.031100,0.033686,0.036972,0.035415,0.030578,0.029640,0.034703,0.027725,0.028809,0.032028,0.033615,0.029438,0.028729,0.028763,0.033041,0.024819,0.026868,0.025388,0.025139,0.025209,0.030085,16.527139,18.015230,17.042034,14.030763,16.620032,14.104640,13.061460,15.726382,16.460725,13.171985,12.682726,14.287117,12.762899,11.887918,12.303732,14.392407,11.079978,12.158140,13.104857,12.499557,10.426328,12.708837,11.899016,13.229032,9.430827,10.719502,9.546933,10.209043,9.462823,11.534191,0.001247,0.000623,0.001870,0.000935,0.000000,0.000000,0.001870,0.003740,0.000312,0.001870,0.002182,0.002182,0.000623,0.000312,0.000312,0.002182,0.002493,0.000312,0.000312,0.001558,0.041206,0.044916,0.042490,0.034982,0.041438,0.035166,0.032565,0.039209,0.041040,0.032841,0.031621,0.035621,0.031821,0.029639,0.030676,0.035884,0.027625,0.030313,0.032673,0.031164,0.025995,0.031686,0.029667,0.032983,0.023513,0.026726,0.023803,0.025453,0.023593,0.028757
seq2008,31.056316,33.811664,26.575968,28.370243,25.684462,26.664473,25.921851,25.487663,27.382868,27.412056,24.640914,21.602912,24.131026,26.239316,22.293184,23.917925,23.357933,22.920268,22.268215,20.000763,22.783018,23.209856,23.699042,19.632856,18.102378,20.810771,18.273207,20.334503,19.715108,19.334686,0.001206,0.000000,0.000345,0.001378,0.000689,0.000689,0.000172,0.000689,0.000689,0.001034,0.001206,0.000517,0.000345,0.000517,0.000689,0.001550,0.000000,0.000861,0.000345,0.000861,0.042799,0.046596,0.036624,0.039097,0.035396,0.036746,0.035723,0.035125,0.037736,0.037777,0.033958,0.029771,0.033255,0.036160,0.030722,0.032961,0.032190,0.031586,0.030688,0.027563,0.031397,0.031986,0.032660,0.027056,0.024947,0.028679,0.025182,0.028023,0.027169,0.026645,18.811769,19.393012,14.432926,16.847528,16.818713,16.142088,16.893348,15.618150,14.290622,17.809346,15.088697,12.354094,13.626436,16.204889,13.505527,13.738367,13.329800,13.331336,14.481406,13.314267,12.373023,13.515435,14.753899,11.158334,11.105354,12.128329,12.037317,11.220595,10.170903,11.364197,0.002008,0.001147,0.000860,0.000574,0.000000,0.000860,0.002294,0.001147,0.000287,0.001147,0.001721,0.001147,0.002008,0.001147,0.000574,0.002581,0.000000,0.000574,0.001434,0.001434,0.043160,0.044494,0.033114,0.038654,0.038587,0.037035,0.038759,0.035833,0.032787,0.040860,0.034618,0.028344,0.031263,0.037179,0.030986,0.031520,0.030583,0.030586,0.033225,0.030547,0.028388,0.031009,0.033850,0.025601,0.025479,0.027826,0.027617,0.025744,0.023335,0.026073
seq2009,30.835323,26.682936,26.890731,26.103314,23.285326,30.393887,27.066793,26.961048,24.840158,26.796584,26.003669,25.301541,29.243810,21.583809,25.060311,25.732240,22.916503,25.141109,20.801056,23.496197,20.880372,20.649992,19.223442,21.217448,21.282850,18.214938,19.998159,18.669631,22.429905,17.281081,0.000517,0.000000,0.000862,0.000172,0.000517,0.001035,0.000172,0.001207,0.001035,0.001035,0.000172,0.000345,0.001724,0.000172,0.001035,0.001207,0.001207,0.000690,0.000172,0.000517,0.042532,0.036805,0.037091,0.036005,0.032118,0.041924,0.037334,0.037188,0.034263,0.036962,0.035868,0.034899,0.040337,0.029771,0.034567,0.035494,0.031610,0.034678,0.028692,0.032409,0.028801,0.028483,0.026516,0.029266,0.029356,0.025125,0.027584,0.025752,0.030938,0.023836,17.378929,14.290946,15.634224,13.584684,14.530600,15.913748,14.893240,14.473856,12.807550,14.546501,12.336939,12.710092,14.806620,11.202250,13.259081,12.328026,14.223624,12.442639,11.041601,11.768459,11.388210,11.204651,9.143818,11.525646,11.302542,11.005625,10.703515,10.770579,10.677404,9.514375,0.000958,0.001916,0.000639,0.001597,0.000000,0.000319,0.000319,0.001916,0.000319,0.002236,0.001916,0.001916,0.000319,0.000958,0.003194,0.002236,0.002236,0.000319,0.000958,0.001277,0.044401,0.036511,0.039943,0.034707,0.037124,0.040657,0.038050,0.036979,0.032722,0.037164,0.031519,0.032473,0.037829,0.028620,0.033875,0.031496,0.036339,0.031789,0.028210,0.030067,0.029095,0.028626,0.023361,0.029446,0.028876,0.028118,0.027346,0.027517,0.027279,0.024308
