Feature,[G5.1.1.1],[G5.1.1.2],[G5.1.1.3],[G5.1.1.4],[G5.1.1.5],[G5.1.1.6],[G5.1.1.7],[G5.1.1.8],[G5.1.1.9],[G5.1.1.10],[G5.1.1.11],[G5.1.1.12],[G5.1.1.13],[G5.1.1.14],[G5.1.1.15],[G5.1.1.16],[G5.1.1.17],[G5.1.1.18],[G5.1.1.19],[G5.1.1.20],[G5.1.1.21],[G5.1.1.22],[G5.1.1.23],[G5.1.1.24],[G5.1.1.25],[G5.1.1.26],[G5.1.1.27],[G5.1.1.28],[G5.1.1.29],[G5.1.1.30],[G5.1.2.1],[G5.1.2.2],[G5.1.2.3],[G5.1.2.4],[G5.1.2.5],[G5.1.2.6],[G5.1.2.7],[G5.1.2.8],[G5.1.2.9],[G5.1.2.10],[G5.1.2.11],[G5.1.2.12],[G5.1.2.13],[G5.1.2.14],[G5.1.2.15],[G5.1.2.16],[G5.1.2.17],[G5.1.2.18],[G5.1.2.19],[G5.1.2.20],[G5.1.2.21],[G5.1.2.22],[G5.1.2.23],[G5.1.2.24],[G5.1.2.25],[G5.1.2.26],[G5.1.2.27],[G5.1.2.28],[G5.1.2.29],[G5.1.2.30],[G5.1.2.31],[G5.1.2.32],[G5.1.2.33],[G5.1.2.34],[G5.1.2.35],[G5.1.2.36],[G5.1.2.37],[G5.1.2.38],[G5.1.2.39],[G5.1.2.40],[G5.1.2.41],[G5.1.2.42],[G5.1.2.43],[G5.1.2.44],[G5.1.2.45],[G5.1.2.46],[G5.1.2.47],[G5.1.2.48],[G5.1.2.49],[G5.1.2.50],[G5.2.1.1],[G5.2.1.2],[G5.2.1.3],[G5.2.1.4],[G5.2.1.5],[G5.2.1.6],[G5.2.1.7],[G5.2.1.8],[G5.2.1.9],[G5.2.1.10],[G5.2.1.11],[G5.2.1.12],[G5.2.1.13],[G5.2.1.14],[G5.2.1.15],[G5.2.1.16],[G5.2.1.17],[G5.2.1.18],[G5.2.1.19],[G5.2.1.20],[G5.2.1.21],[G5.2.1.22],[G5.2.1.23],[G5.2.1.24],[G5.2.1.25],[G5.2.1.26],[G5.2.1.27],[G5.2.1.28],[G5.2.1.29],[G5.2.1.30],[G5.2.2.1],[G5.2.2.2],[G5.2.2.3],[G5.2.2.4],[G5.2.2.5],[G5.2.2.6],[G5.2.2.7],[G5.2.2.8],[G5.2.2.9],[G5.2.2.10],[G5.2.2.11],[G5.2.2.12],[G5.2.2.13],[G5.2.2.14],[G5.2.2.15],[G5.2.2.16],[G5.2.2.17],[G5.2.2.18],[G5.2.2.19],[G5.2.2.20],[G5.2.2.21],[G5.2.2.22],[G5.2.2.23],[G5.2.2.24],[G5.2.2.25],[G5.2.2.26],[G5.2.2.27],[G5.2.2.28],[G5.2.2.29],[G5.2.2.30],[G5.2.2.31],[G5.2.2.32],[G5.2.2.33],[G5.2.2.34],[G5.2.2.35],[G5.2.2.36],[G5.2.2.37],[G5.2.2.38],[G5.2.2.39],[G5.2.2.40],[G5.2.2.41],[G5.2.2.42],[G5.2.2.43],[G5.2.2.44],[G5.2.2.45],[G5.2.2.46],[G5.2.2.47],[G5.2.2.48],[G5.2.2.49],[G5.2.2.50]
seq5000,22.808548,19.947423,24.081035,22.495587,21.159469,23.469404,21.543703,22.447669,22.136708,20.459112,22.334936,17.508214,18.667783,17.327117,20.848600,19.362156,16.056580,19.310950,19.094187,20.535528,19.652966,18.932431,18.004243,17.722463,14.576459,16.169143,14.506351,17.518831,14.965631,14.560195,0.001275,0.000213,0.000638,0.000213,0.000425,0.001063,0.000213,0.000213,0.000425,0.002763,0.000213,0.000213,0.001063,0.001700,0.000850,0.001275,0.000638,0.001913,0.000213,0.001488,0.038777,0.033912,0.040940,0.038245,0.035973,0.039900,0.036626,0.038163,0.037634,0.034782,0.037971,0.029766,0.031737,0.029458,0.035445,0.032917,0.027298,0.032830,0.032462,0.034912,0.033412,0.032187,0.030609,0.030130,0.024781,0.027489,0.024662,0.029784,0.025443,0.024754,15.870611,12.585895,14.467453,15.396344,15.086771,15.985960,15.340335,14.403916,14.219145,12.402618,15.012915,11.052158,13.932266,12.127009,12.970968,13.009692,12.896138,14.452461,15.320368,13.501785,14.169648,13.248156,11.604283,12.775857,11.460638,12.003007,11.066544,11.811422,10.872537,10.823883,0.001830,0.001220,0.000305,0.000915,0.000305,0.002440,0.000305,0.001525,0.000305,0.000305,0.003965,0.000610,0.000305,0.000610,0.001525,0.001830,0.000915,0.000305,0.002135,0.002745,0.038721,0.030707,0.035298,0.037564,0.036809,0.039002,0.037427,0.035143,0.034692,0.030260,0.036628,0.026965,0.033992,0.029587,0.031646,0.031741,0.031464,0.035261,0.037379,0.032942,0.034571,0.032323,0.028312,0.031170,0.027962,0.029285,0.027000,0.028817,0.026527,0.026408
seq5001,29.987051,28.138750,24.970988,28.500974,27.180204,23.872094,25.158626,25.430232,20.265646,24.087090,26.391936,20.932611,23.712412,24.994942,22.282574,21.774786,24.713191,21.685345,15.277696,21.391824,21.198951,21.620579,22.829737,19.470331,18.536480,20.995690,18.476422,15.803266,18.135305,17.594317,0.001094,0.000365,0.000547,0.000365,0.000547,0.000912,0.000000,0.000912,0.001459,0.001824,0.000365,0.000547,0.000912,0.000365,0.000729,0.001824,0.000547,0.000912,0.000182,0.000182,0.043751,0.041054,0.036432,0.041582,0.039655,0.034829,0.036706,0.037102,0.029567,0.035143,0.038505,0.030540,0.034596,0.036467,0.032510,0.031769,0.036056,0.031638,0.022290,0.031210,0.030929,0.031544,0.033308,0.028407,0.027044,0.030632,0.026957,0.023057,0.026459,0.025670,19.641082,17.361925,18.388058,20.299968,17.656679,17.997231,17.229767,16.531184,14.955414,16.421028,17.873726,16.020011,15.902564,15.569605,16.474830,14.338821,14.654862,12.925863,10.277729,14.626479,13.737263,15.773261,15.264770,14.017869,13.660681,13.897436,10.630719,12.246771,12.469205,12.354289,0.001598,0.001066,0.000799,0.000799,0.000533,0.000533,0.000533,0.001332,0.000000,0.001332,0.002664,0.002131,0.000533,0.000799,0.001332,0.002664,0.000799,0.000266,0.000266,0.001332,0.041861,0.037003,0.039190,0.043265,0.037632,0.038357,0.036722,0.035233,0.031874,0.034998,0.038094,0.034143,0.033893,0.033183,0.035113,0.030560,0.031234,0.027549,0.021905,0.031173,0.029278,0.033617,0.032534,0.029876,0.029115,0.029619,0.022657,0.026101,0.026576,0.026331
seq5002,18.358797,18.504103,17.545716,21.860815,20.050943,20.987692,19.234132,18.371932,15.831307,15.180963,14.535753,15.676166,18.294611,16.323781,16.689199,16.487557,16.721159,16.062824,15.439855,16.329132,16.396703,16.753419,14.518350,14.263756,14.716380,13.279146,13.254712,15.786114,14.366489,13.574961,0.003215,0.000000,0.000989,0.000495,0.001484,0.001731,0.000000,0.000989,0.000495,0.003215,0.001484,0.000247,0.000495,0.000495,0.000495,0.000989,0.000989,0.001731,0.000000,0.000247,0.036326,0.036613,0.034717,0.043255,0.039674,0.041527,0.038058,0.036352,0.031325,0.030038,0.028761,0.031018,0.036199,0.032299,0.033022,0.032623,0.033085,0.031783,0.030550,0.032310,0.032443,0.033149,0.028727,0.028223,0.029118,0.026275,0.026226,0.031235,0.028426,0.026860,16.003310,14.085365,13.343364,15.619838,12.216614,15.250362,12.914527,14.307626,12.824749,10.315998,12.144965,11.818648,12.715738,12.145268,11.404067,12.560606,11.931963,11.348621,11.818064,11.395673,12.237188,12.869551,11.363223,10.473726,10.704100,10.000216,8.984597,11.822672,10.361168,8.902780,0.004346,0.000669,0.000334,0.001337,0.000000,0.000669,0.000669,0.002340,0.000000,0.001337,0.004346,0.000669,0.002006,0.002006,0.000669,0.001337,0.001337,0.000000,0.000334,0.002340,0.042803,0.037673,0.035688,0.041777,0.032675,0.040789,0.034541,0.038267,0.034301,0.027591,0.032483,0.031610,0.034010,0.032484,0.030502,0.033595,0.031913,0.030353,0.031609,0.030479,0.032730,0.034421,0.030392,0.028013,0.028629,0.026747,0.024030,0.031621,0.027712,0.023812
seq5003,34.482438,31.754078,35.501479,31.055260,27.517606,32.428625,30.863538,31.240086,33.007169,30.797645,28.434677,29.163168,25.193009,25.977768,24.421594,23.626250,28.914041,27.105300,25.493414,20.548216,24.626474,27.370039,24.417013,23.326832,23.968268,25.730345,19.902690,22.134072,19.033877,22.657861,0.001675,0.000305,0.000609,0.001523,0.000457,0.000609,0.000305,0.000305,0.000762,0.001371,0.000152,0.000000,0.000305,0.000152,0.001066,0.000762,0.000305,0.000762,0.000000,0.000762,0.042016,0.038692,0.043258,0.037840,0.033530,0.039514,0.037607,0.038066,0.040219,0.037526,0.034647,0.035535,0.030697,0.031653,0.029757,0.028788,0.035231,0.033027,0.031063,0.025038,0.030007,0.033350,0.029752,0.028423,0.029205,0.031352,0.024251,0.026970,0.023192,0.027608,17.092201,18.796625,19.376312,16.216939,16.639286,18.464186,16.509854,17.975684,17.097350,16.144251,14.803505,14.699362,12.972158,13.220941,14.046577,13.415663,13.807701,14.543688,14.609173,12.687615,12.784619,15.218756,13.791866,11.451422,11.242942,13.378388,11.555068,10.790676,10.420119,12.006814,0.003085,0.001963,0.000000,0.001122,0.000561,0.000280,0.002804,0.001122,0.000561,0.000561,0.002524,0.001402,0.000280,0.000841,0.000561,0.001402,0.000561,0.000000,0.001402,0.001402,0.038344,0.042168,0.043468,0.036380,0.037328,0.041422,0.037038,0.040326,0.038356,0.036217,0.033210,0.032976,0.029101,0.029659,0.031512,0.030096,0.030976,0.032627,0.032774,0.028463,0.028681,0.034141,0.030940,0.025690,0.025222,0.030013,0.025922,0.024207,0.023376,0.026936
seq5004,22.937736,23.727182,20.801794,23.718840,22.948133,19.474068,21.551153,21.270321,21.390289,21.486365,17.962574,21.083935,20.908143,18.645310,18.389423,18.097725,18.573784,18.382381,19.681980,18.548868,18.824417,15.296280,18.636047,16.072259,16.131937,13.987746,14.157743,14.521783,14.089443,14.978830,0.000651,0.000217,0.000217,0.000434,0.001518,0.001085,0.000217,0.001735,0.001085,0.001952,0.000434,0.000434,0.001301,0.000651,0.000651,0.000868,0.001301,0.001952,0.000000,0.000651,0.039803,0.041173,0.036097,0.041159,0.039821,0.033793,0.037397,0.036910,0.037118,0.037285,0.031170,0.036586,0.036281,0.032355,0.031911,0.031405,0.032231,0.031899,0.034154,0.032187,0.032666,0.026543,0.032339,0.027890,0.027993,0.024273,0.024568,0.025199,0.024449,0.025992,16.230525,14.504532,13.840584,15.094581,14.358269,13.052071,12.617372,12.770059,14.706241,14.821958,12.103732,14.031823,12.805928,12.892050,12.768437,13.246944,12.273986,12.647355,11.624467,11.859924,12.139968,10.248199,12.329410,10.748145,10.960757,8.348599,8.524932,9.576095,9.159416,10.697285,0.000984,0.000984,0.000656,0.000328,0.000328,0.000984,0.000656,0.001640,0.000328,0.002625,0.002953,0.001640,0.000656,0.002297,0.001969,0.001312,0.001969,0.000000,0.000984,0.002953,0.042602,0.038071,0.036329,0.039620,0.037687,0.034259,0.033118,0.033519,0.038601,0.038904,0.031770,0.036831,0.033613,0.033839,0.033514,0.034770,0.032217,0.033197,0.030512,0.031130,0.031865,0.026899,0.032362,0.028212,0.028770,0.021913,0.022376,0.025135,0.024041,0.028078
seq5005,22.474950,21.145915,17.181874,21.797983,23.007560,17.288778,20.570473,24.077852,18.378397,23.333437,26.194646,20.867525,24.751782,26.528040,24.144404,24.583413,26.641512,24.396502,24.126521,23.335500,19.838007,19.932607,23.035345,17.945316,18.272464,19.054420,16.847552,15.513460,14.420121,14.660205,0.001164,0.000388,0.000582,0.000970,0.000194,0.002522,0.000194,0.000000,0.000388,0.002328,0.000970,0.000000,0.001358,0.000582,0.000970,0.001164,0.000776,0.000582,0.000000,0.000388,0.034880,0.032818,0.026666,0.033830,0.035707,0.026831,0.031925,0.037368,0.028523,0.036213,0.040653,0.032386,0.038414,0.041170,0.037471,0.038152,0.041347,0.037862,0.037443,0.036216,0.030788,0.030935,0.035750,0.027850,0.028358,0.029572,0.026147,0.024076,0.022379,0.022752,15.402488,15.142542,13.153142,15.887290,13.820400,11.985765,12.811725,13.921752,12.608156,13.504597,15.506847,13.498994,12.787712,14.605279,13.101374,14.592774,14.713467,13.153964,13.763548,12.710546,11.411942,13.110243,14.293088,11.540119,11.745116,13.111130,11.058518,11.366750,11.030525,11.441298,0.001844,0.001536,0.000000,0.000922,0.000615,0.000922,0.001536,0.003995,0.000307,0.000000,0.003687,0.000615,0.001536,0.000307,0.002151,0.001844,0.001229,0.000000,0.000615,0.000922,0.037864,0.037225,0.032335,0.039056,0.033975,0.029465,0.031495,0.034224,0.030995,0.033199,0.038121,0.033185,0.031436,0.035905,0.032207,0.035874,0.036170,0.032337,0.033835,0.031247,0.028054,0.032229,0.035137,0.028369,0.028873,0.032231,0.027185,0.027943,0.027117,0.028126
seq5006,31.484968,29.664086,28.768952,30.109748,30.583063,28.575938,27.312577,28.679733,25.196061,26.478446,26.516004,24.321027,27.038040,27.151816,24.831433,29.462396,24.920069,25.022697,23.669295,24.867599,25.212100,22.114277,23.918844,24.168334,22.016958,20.823562,19.047281,19.926423,18.594835,18.665919,0.001300,0.000325,0.001300,0.000813,0.000488,0.000325,0.000650,0.001138,0.000325,0.001950,0.000325,0.000975,0.000325,0.000488,0.000975,0.000163,0.000163,0.000975,0.000000,0.000000,0.040935,0.038568,0.037404,0.039147,0.039763,0.037153,0.035510,0.037288,0.032759,0.034426,0.034475,0.031621,0.035153,0.035301,0.032285,0.038306,0.032400,0.032533,0.030774,0.032332,0.032779,0.028752,0.031098,0.031422,0.028625,0.027074,0.024764,0.025907,0.024176,0.024268,19.979968,18.418410,18.476885,19.188902,17.102953,17.124348,18.432558,15.411466,16.854862,17.014343,14.764867,15.319243,14.774451,15.803115,14.462866,14.569475,14.188686,13.876019,14.713597,14.980790,13.799654,12.448437,13.391714,12.157664,13.324867,12.812115,10.706047,9.530168,10.146847,9.593899,0.002206,0.001654,0.001654,0.002206,0.000551,0.000827,0.001379,0.000551,0.001103,0.001930,0.003309,0.000551,0.000551,0.000827,0.000551,0.000276,0.000276,0.000000,0.000000,0.001654,0.044070,0.040626,0.040755,0.042325,0.037724,0.037771,0.040657,0.033993,0.037177,0.037529,0.032567,0.033790,0.032588,0.034857,0.031901,0.032136,0.031296,0.030606,0.032454,0.033043,0.030438,0.027458,0.029538,0.026816,0.029391,0.028260,0.023614,0.021021,0.022381,0.021161
seq5007,22.198127,23.783130,25.248205,23.001272,25.186897,25.122102,22.444521,24.093582,22.490761,24.331686,23.434725,24.433203,23.145740,20.035803,16.834677,17.425464,19.629813,20.431550,20.150800,21.637460,20.378409,17.985759,17.873396,17.277928,17.905468,21.279351,20.880872,21.149567,20.091004,18.108306,0.002894,0.000193,0.000386,0.000772,0.000193,0.001157,0.000386,0.000193,0.000386,0.001929,0.000193,0.000193,0.001929,0.001543,0.001543,0.000386,0.000386,0.000579,0.000193,0.000000,0.034257,0.036703,0.038964,0.035496,0.038869,0.038769,0.034637,0.037182,0.034709,0.037550,0.036165,0.037706,0.035719,0.030920,0.025980,0.026892,0.030293,0.031531,0.031097,0.033392,0.031449,0.027756,0.027583,0.026664,0.027632,0.032839,0.032224,0.032639,0.031005,0.027945,13.553770,12.762423,11.484586,11.377415,13.163288,12.411141,10.766988,11.865700,11.960324,11.634895,11.549032,11.321882,10.963202,10.348469,9.802034,9.700400,8.906933,9.931033,10.227345,9.851422,9.952948,8.518291,9.416420,9.584229,9.019578,9.811682,10.439329,9.928394,9.338453,9.928999,0.005690,0.003035,0.000379,0.000759,0.000379,0.003035,0.001517,0.002276,0.000759,0.000379,0.003793,0.000759,0.000379,0.000379,0.003793,0.000759,0.000759,0.000379,0.000000,0.001138,0.041132,0.038730,0.034852,0.034527,0.039947,0.037664,0.032675,0.036009,0.036296,0.035309,0.035048,0.034359,0.033270,0.031405,0.029746,0.029438,0.027030,0.030138,0.031037,0.029896,0.030204,0.025851,0.028576,0.029085,0.027372,0.029776,0.031680,0.030130,0.028340,0.030132
seq5008,22.281423,24.306884,23.564232,21.523828,20.427971,19.678838,17.830358,23.509876,24.861852,18.840048,18.280965,18.616398,20.355262,20.966871,20.562385,18.537013,14.852346,19.622166,18.721012,17.438064,18.358384,17.131133,17.254303,17.070911,19.083713,16.352803,15.015819,14.655554,16.249045,17.079759,0.000643,0.000214,0.001072,0.000214,0.001286,0.001072,0.000000,0.001715,0.000429,0.002358,0.000214,0.001286,0.000643,0.000000,0.000643,0.000858,0.001930,0.001286,0.000000,0.001286,0.038217,0.041691,0.040417,0.036917,0.035038,0.033753,0.030582,0.040324,0.042643,0.032314,0.031355,0.031930,0.034913,0.035962,0.035268,0.031794,0.025474,0.033656,0.032110,0.029909,0.031488,0.029383,0.029594,0.029280,0.032732,0.028048,0.025755,0.025137,0.027870,0.029295,17.911325,16.529129,16.986587,17.285516,13.709724,14.867669,14.087074,17.059621,18.521796,13.352493,13.681622,13.695100,16.272407,16.539167,15.995068,14.443072,11.134213,14.906133,15.127983,13.351282,13.991217,13.286360,11.711065,12.293131,13.112385,12.048264,11.065030,10.195868,11.480649,12.610990,0.000858,0.000858,0.001715,0.001429,0.000286,0.000000,0.000286,0.001429,0.000000,0.002287,0.003145,0.000572,0.000286,0.001715,0.000858,0.001144,0.002573,0.000000,0.001715,0.001715,0.040963,0.037802,0.038849,0.039532,0.031354,0.034003,0.032217,0.039016,0.042360,0.030537,0.031290,0.031321,0.037215,0.037825,0.036581,0.033031,0.025464,0.034090,0.034598,0.030535,0.031998,0.030386,0.026783,0.028115,0.029988,0.027555,0.025306,0.023318,0.026256,0.028841
seq5009,24.916863,27.241120,25.708736,24.539939,28.191752,25.675923,22.731601,25.142799,24.133603,24.635496,25.427356,25.997819,28.677376,25.804925,27.430636,25.711168,24.690320,22.517948,25.885163,22.922296,23.104814,23.089492,25.508629,25.175233,24.401270,19.361760,20.136490,18.464367,18.080026,18.869495,0.000851,0.000511,0.000000,0.000681,0.000511,0.001362,0.000170,0.000341,0.001192,0.002384,0.000170,0.000511,0.000851,0.000170,0.001192,0.001022,0.000511,0.000681,0.000000,0.000511,0.033939,0.037104,0.035017,0.033425,0.038399,0.034973,0.030962,0.034246,0.032872,0.033555,0.034634,0.035411,0.039061,0.035148,0.037363,0.035021,0.033630,0.030671,0.035258,0.031222,0.031470,0.031450,0.034745,0.034291,0.033236,0.026372,0.027427,0.025150,0.024626,0.025702,16.846533,18.191714,18.866111,15.837534,15.490535,16.396084,15.175165,14.906068,15.303277,14.936052,17.365300,14.559286,17.889540,14.476690,16.255316,16.910979,14.200822,14.463407,15.854105,14.071001,13.818929,13.193748,16.260443,13.385657,13.154094,10.225549,12.944013,11.902326,9.935468,11.646209,0.001375,0.001925,0.000825,0.000000,0.000825,0.000275,0.001100,0.002200,0.000275,0.000550,0.003851,0.001925,0.000275,0.000825,0.001375,0.001650,0.000825,0.000000,0.000825,0.001100,0.037069,0.040029,0.041513,0.034849,0.034085,0.036078,0.033391,0.032799,0.033673,0.032865,0.038211,0.032036,0.039364,0.031855,0.035768,0.037211,0.031248,0.031825,0.034885,0.030962,0.030407,0.029032,0.035780,0.029454,0.028944,0.022500,0.028482,0.026190,0.021862,0.025626
