Feature,[G3.1.1.1.1],[G3.1.1.1.2],[G3.1.1.1.3],[G3.1.1.1.4],[G3.1.1.1.5],[G3.1.1.1.6],[G3.1.1.1.7],[G3.1.1.1.8],[G3.1.1.1.9],[G3.1.1.1.10],[G3.1.1.1.11],[G3.1.1.1.12],[G3.1.1.1.13],[G3.1.1.1.14],[G3.1.1.1.15],[G3.1.1.1.16],[G3.1.1.1.17],[G3.1.1.1.18],[G3.1.1.1.19],[G3.1.1.1.20],[G3.1.1.1.21],[G3.1.1.1.22],[G3.1.1.1.23],[G3.1.1.1.24],[G3.1.1.1.25],[G3.1.1.1.26],[G3.1.1.1.27],[G3.1.1.1.28],[G3.1.1.1.29],[G3.1.1.1.30],[G3.1.2.1.1],[G3.1.2.1.2],[G3.1.2.1.3],[G3.1.2.1.4],[G3.1.2.1.5],[G3.1.2.1.6],[G3.1.2.1.7],[G3.1.2.1.8],[G3.1.2.1.9],[G3.1.2.1.10],[G3.1.2.1.11],[G3.1.2.1.12],[G3.1.2.1.13],[G3.1.2.1.14],[G3.1.2.1.15],[G3.1.2.1.16],[G3.1.2.1.17],[G3.1.2.1.18],[G3.1.2.1.19],[G3.1.2.1.20],[G3.1.2.1.21],[G3.1.2.1.22],[G3.1.2.1.23],[G3.1.2.1.24],[G3.1.2.1.25],[G3.1.2.1.26],[G3.1.2.1.27],[G3.1.2.1.28],[G3.1.2.1.29],[G3.1.2.1.30],[G3.1.4.1.1],[G3.1.4.1.2],[G3.1.4.1.3],[G3.1.4.1.4],[G3.1.4.1.5],[G3.1.4.1.6],[G3.1.4.1.7],[G3.1.4.1.8],[G3.1.4.1.9],[G3.1.4.1.10],[G3.1.4.1.11],[G3.1.4.1.12],[G3.1.4.1.13],[G3.1.4.1.14],[G3.1.4.1.15],[G3.1.4.1.16],[G3.1.4.1.17],[G3.1.4.1.18],[G3.1.4.1.19],[G3.1.4.1.20],[G3.1.4.1.21],[G3.1.4.1.22],[G3.1.4.1.23],[G3.1.4.1.24],[G3.1.4.1.25],[G3.1.4.1.26],[G3.1.4.1.27],[G3.1.4.1.28],[G3.1.4.1.29],[G3.1.4.1.30]
seq0,-0.113434,0.071530,-0.180674,0.075798,0.197518,-0.243463,0.049278,0.222808,0.349680,0.028969,0.079041,-0.061286,0.157150,-0.142973,-0.037487,0.075904,0.139059,0.203055,0.258140,0.072456,0.202820,-0.328664,0.245449,-0.060501,0.086618,0.096598,-0.115903,0.756131,-0.108045,0.135501,0.099264,0.119430,-0.167755,0.044047,-0.013134,0.093485,-0.023140,-0.267537,-0.053932,0.064743,0.251251,0.212213,0.074356,-0.075260,0.035104,0.215156,0.248868,0.085575,-0.089035,-0.278092,-0.041744,0.010772,-0.053826,-0.113891,-0.159189,0.066132,0.193832,0.599594,0.020023,0.093735,0.187747,-0.001980,-0.156093,-0.004657,-0.059001,0.221865,0.087334,0.002306,-0.212898,-0.025012,-0.116602,0.002920,-0.070042,0.181941,-0.065004,0.099413,-0.052079,0.040497,-0.171550,0.023835,0.057179,0.224222,-0.075002,-0.006965,-0.167908,0.002898,0.202657,0.601937,0.098457,-0.064659
seq1,0.291140,0.079041,0.198318,0.096751,0.107860,0.111894,0.071279,-0.124555,0.067488,0.059509,-0.082406,0.112830,0.191821,0.040930,0.129370,0.194672,-0.033433,0.031084,0.240239,0.139435,-0.008749,0.106538,0.062963,-0.013402,0.165726,-0.054018,-0.322225,-0.023850,0.093796,0.093210,0.320050,0.233453,0.482145,0.293633,0.343757,0.431372,0.359703,0.392778,0.396465,0.295134,0.286909,0.143076,0.372849,0.380103,0.226058,0.374663,0.209049,0.054169,0.323699,0.051281,0.169583,0.310287,0.051066,0.024951,0.134279,0.088906,0.024779,0.113171,0.009912,0.024641,0.147929,0.105610,0.242737,-0.017550,-0.137254,0.297262,-0.052474,-0.077566,0.261769,0.260333,-0.002971,0.185018,0.153653,-0.144060,0.007615,-0.090535,-0.181854,-0.015270,0.143181,-0.200153,-0.028471,-0.173114,-0.232576,-0.056615,0.209345,-0.110353,0.149602,0.133624,0.132752,0.029395
seq2,0.208740,0.210120,0.170133,-0.029052,0.088711,-0.108076,-0.058558,-0.058888,-0.096455,0.029564,-0.154012,-0.019193,0.064442,0.018837,-0.032364,0.045775,0.059775,0.068577,-0.029861,-0.103945,-0.091670,0.070184,0.013767,0.045173,-0.089681,0.082105,0.144380,0.029969,0.252125,0.078680,-0.028843,-0.115224,0.065171,0.118980,0.178803,-0.129341,-0.166855,0.141551,0.090682,-0.122456,0.027684,0.044407,0.073424,-0.012042,0.023397,-0.024691,0.071827,0.031275,0.037376,-0.105677,0.077343,-0.066512,0.107253,-0.043022,-0.068108,0.195184,0.125717,-0.079109,-0.042997,0.160032,-0.082830,0.131877,-0.072692,0.084742,0.190851,-0.023384,-0.144816,-0.107244,0.123732,0.194972,0.082171,-0.107506,0.009552,0.007437,0.193885,-0.112271,-0.121951,0.009054,0.053129,0.021558,0.020766,-0.150129,-0.052503,0.193689,-0.062257,0.090914,-0.202312,-0.009245,0.096860,-0.109859
seq3,0.396056,0.107666,0.107595,0.299438,0.275102,0.272699,0.351542,0.356885,0.365314,0.376816,0.192303,0.245160,0.380586,0.365405,0.325738,0.215077,0.122146,0.242829,0.388023,0.182451,0.111824,0.435468,0.375182,0.115212,0.011867,0.269892,0.326500,0.403703,0.393310,0.079057,0.049492,-0.091862,0.053629,-0.035437,-0.179303,-0.111718,0.013268,-0.136306,0.135021,0.077317,-0.127923,-0.119284,-0.013065,-0.165354,-0.038042,0.186895,-0.065558,0.022197,0.172659,0.094497,-0.094826,-0.121157,0.007932,-0.237293,0.015623,0.026503,0.087628,0.013984,0.118157,-0.076822,-0.121890,0.170047,-0.063989,0.180166,-0.041416,-0.086092,0.100757,0.032708,-0.174950,-0.087573,0.226319,-0.014866,0.080384,0.003466,0.436231,-0.160932,-0.020558,0.013039,0.178740,-0.044999,-0.124668,0.153353,0.022854,-0.100371,0.001633,0.076022,-0.001071,-0.084398,-0.043776,0.251029
seq4,0.170419,0.054839,-0.071804,-0.015412,0.047726,-0.058512,0.010996,0.227694,0.095645,0.203027,0.137632,-0.024561,0.047976,0.025855,0.003509,0.002185,0.009717,0.247198,0.111117,0.137612,0.183939,0.087400,0.021556,-0.147276,-0.088661,0.132729,0.061160,0.276893,0.121265,0.058107,0.074737,0.038836,0.042464,0.064381,-0.072633,-0.000498,0.184097,0.019093,-0.198022,0.084799,-0.037739,-0.098302,0.102304,0.041438,-0.015329,-0.040258,0.088622,0.044759,-0.183371,0.104459,-0.078947,-0.109396,-0.083841,0.042696,-0.140661,0.040555,0.224264,0.084273,-0.169728,0.040117,0.109529,0.161932,0.100016,-0.290026,0.113282,0.049935,0.083507,0.213724,-0.267786,0.082269,0.133839,-0.010441,0.273626,0.239413,0.048048,0.353538,-0.149663,0.308381,0.010484,0.084791,0.420234,0.046090,-0.083366,0.091900,-0.056125,0.246119,0.190850,0.417711,0.205397,-0.142923
seq5,-0.105145,0.004282,0.013324,-0.092143,0.083048,0.001481,-0.011493,0.056161,-0.090501,0.022059,-0.000585,0.065794,0.075506,-0.129203,0.006660,0.101731,0.016777,0.033327,0.081530,-0.088831,0.182126,-0.033435,-0.013707,0.046826,-0.080822,-0.086996,0.009226,-0.071196,0.110783,-0.048554,-0.012325,0.062836,0.151711,0.013039,0.185134,-0.043679,0.156050,-0.014126,0.213324,0.199127,0.046274,0.102135,-0.047147,0.163994,0.062051,-0.020353,0.114489,-0.049770,0.225715,0.078382,-0.046378,0.158543,0.039072,0.060415,-0.006637,-0.007454,0.177501,0.116747,0.217133,0.118554,0.136399,-0.029179,0.064553,0.045248,0.019906,-0.079468,0.142768,0.032488,0.065804,-0.009091,-0.026504,0.231826,0.015775,0.062284,0.036136,0.109614,-0.117087,-0.151717,0.205541,0.001935,-0.020816,-0.015128,0.137435,0.035581,-0.267237,-0.174868,-0.099982,0.092613,0.063645,-0.007082
seq6,0.217434,-0.013622,0.115271,0.074011,-0.045790,0.002781,0.023572,-0.070898,0.085243,-0.032987,-0.033653,-0.022116,0.035040,0.000738,0.045017,-0.049688,0.026433,0.236805,0.294749,0.192282,0.054305,0.176020,0.099962,0.106604,0.067456,0.112686,0.094215,0.114119,-0.054004,-0.102218,0.099562,-0.047229,0.071045,0.197360,0.071134,-0.159229,-0.003380,0.171945,0.067174,0.017837,0.080697,-0.065754,0.185948,-0.193308,-0.105674,-0.116870,-0.052668,-0.081129,-0.197510,0.072380,0.109593,-0.033680,-0.202385,0.055388,0.087013,-0.031235,-0.343837,-0.027339,0.060263,0.125938,-0.172419,-0.226514,0.018199,0.309326,0.058720,-0.316456,-0.021593,0.214919,-0.169074,-0.142420,0.181193,-0.120548,0.046653,-0.120491,0.223508,-0.148131,-0.068663,0.290224,-0.210588,0.014071,-0.034286,0.137245,-0.189481,-0.210331,0.215362,0.285205,-0.478455,-0.109270,0.294438,0.204833
seq7,0.027836,0.036113,0.124420,0.073916,-0.070105,-0.016843,0.018297,-0.083549,-0.091138,-0.012860,0.029770,-0.035186,-0.032998,0.066090,0.214038,-0.050740,0.070486,0.103743,0.018362,-0.007727,-0.000219,-0.045291,-0.026080,-0.159520,0.007859,-0.077757,-0.064437,-0.029738,0.131314,0.036156,-0.076644,-0.015920,0.123985,0.176406,0.054481,-0.106831,-0.010542,0.039744,0.090390,0.009860,0.029955,0.263239,0.115486,0.035564,0.117192,0.133267,0.196539,-0.233744,0.183604,0.092262,-0.036063,-0.056819,0.140394,0.149150,0.107831,-0.055736,0.141261,0.004793,0.170274,-0.078876,-0.028191,0.153963,-0.038686,-0.150250,-0.124552,-0.127748,0.130511,-0.049033,0.199307,-0.117303,-0.070688,-0.243758,-0.119224,0.112071,-0.010018,0.090670,0.062528,-0.172051,-0.048456,-0.193105,-0.099378,0.140311,0.020692,0.305033,0.034259,-0.031387,-0.136631,0.096685,0.124186,0.008738
seq8,0.135090,-0.026337,-0.071435,0.033739,0.168758,0.150503,0.057479,0.008677,0.083082,0.088171,0.115732,0.005763,0.045488,0.094559,0.184595,0.157768,0.002072,0.052703,0.103937,0.056274,0.087632,0.041698,0.084060,0.232972,0.131702,0.082410,0.028747,0.051415,0.150242,0.140406,-0.017132,0.147803,-0.022427,0.062583,0.070479,0.082484,0.064242,0.046799,0.045449,0.073180,0.062595,0.028958,0.009583,0.185597,0.006643,0.127015,0.100879,0.038393,0.061882,0.071484,0.002196,0.191762,0.014353,0.164420,0.058926,0.018300,0.077238,0.021780,0.061852,0.079060,-0.081744,-0.050577,-0.048008,0.080290,0.118043,0.067298,-0.133467,0.108694,0.062967,-0.020288,0.012526,-0.067499,0.104762,-0.013404,-0.087787,0.058201,0.130496,0.067363,-0.032783,-0.133579,0.054501,0.239435,-0.116344,-0.134090,0.035553,0.079716,0.149327,-0.146166,-0.092163,0.158620
seq9,0.267325,0.131179,0.127893,0.224005,0.266473,0.168485,-0.058620,-0.006781,0.132545,-0.052051,0.239319,0.118564,0.063970,0.162652,0.082514,0.167319,-0.116209,-0.229791,-0.241296,-0.065085,-0.127185,-0.149967,-0.219188,-0.217504,0.050837,-0.133965,0.091400,0.153282,-0.098233,-0.161196,-0.286645,0.192910,-0.082741,-0.090477,0.133443,-0.245119,0.308069,-0.351948,0.383981,-0.249604,0.049353,-0.004601,-0.244615,0.316288,-0.314627,0.276435,-0.166071,0.232279,-0.153870,-0.193494,0.106660,-0.289048,0.441507,-0.319377,0.286693,-0.141859,-0.063313,0.271226,-0.293140,0.319622,-0.087874,-0.219524,0.065486,0.220219,-0.150805,-0.045460,0.067290,0.106800,0.000401,-0.120329,0.225231,0.061857,-0.053228,0.360641,0.066955,-0.135738,-0.192983,0.066718,-0.077577,-0.142487,-0.061932,0.166404,-0.214007,-0.060789,0.144879,-0.083376,-0.152024,0.129348,-0.251022,0.192509
