Feature,[G3.3.1.1.1],[G3.3.1.1.2],[G3.3.1.1.3],[G3.3.1.1.4],[G3.3.1.1.5],[G3.3.1.1.6],[G3.3.1.1.7],[G3.3.1.1.8],[G3.3.1.1.9],[G3.3.1.1.10],[G3.3.1.1.11],[G3.3.1.1.12],[G3.3.1.1.13],[G3.3.1.1.14],[G3.3.1.1.15],[G3.3.1.1.16],[G3.3.1.1.17],[G3.3.1.1.18],[G3.3.1.1.19],[G3.3.1.1.20],[G3.3.1.1.21],[G3.3.1.1.22],[G3.3.1.1.23],[G3.3.1.1.24],[G3.3.1.1.25],[G3.3.1.1.26],[G3.3.1.1.27],[G3.3.1.1.28],[G3.3.1.1.29],[G3.3.1.1.30],[G3.3.2.1.1],[G3.3.2.1.2],[G3.3.2.1.3],[G3.3.2.1.4],[G3.3.2.1.5],[G3.3.2.1.6],[G3.3.2.1.7],[G3.3.2.1.8],[G3.3.2.1.9],[G3.3.2.1.10],[G3.3.2.1.11],[G3.3.2.1.12],[G3.3.2.1.13],[G3.3.2.1.14],[G3.3.2.1.15],[G3.3.2.1.16],[G3.3.2.1.17],[G3.3.2.1.18],[G3.3.2.1.19],[G3.3.2.1.20],[G3.3.2.1.21],[G3.3.2.1.22],[G3.3.2.1.23],[G3.3.2.1.24],[G3.3.2.1.25],[G3.3.2.1.26],[G3.3.2.1.27],[G3.3.2.1.28],[G3.3.2.1.29],[G3.3.2.1.30],[G3.3.4.1.1],[G3.3.4.1.2],[G3.3.4.1.3],[G3.3.4.1.4],[G3.3.4.1.5],[G3.3.4.1.6],[G3.3.4.1.7],[G3.3.4.1.8],[G3.3.4.1.9],[G3.3.4.1.10],[G3.3.4.1.11],[G3.3.4.1.12],[G3.3.4.1.13],[G3.3.4.1.14],[G3.3.4.1.15],[G3.3.4.1.16],[G3.3.4.1.17],[G3.3.4.1.18],[G3.3.4.1.19],[G3.3.4.1.20],[G3.3.4.1.21],[G3.3.4.1.22],[G3.3.4.1.23],[G3.3.4.1.24],[G3.3.4.1.25],[G3.3.4.1.26],[G3.3.4.1.27],[G3.3.4.1.28],[G3.3.4.1.29],[G3.3.4.1.30]
seq0,1.186737,0.989668,1.261464,0.989255,0.850298,1.315402,1.000170,0.835946,0.719905,1.050101,0.983007,1.115571,0.899250,1.209784,1.090071,0.989189,0.940485,0.875777,0.835537,1.008778,0.863318,1.426052,0.818820,1.138807,0.972463,0.973444,1.202958,0.292605,1.185508,0.924301,0.935354,0.905933,1.234792,0.994244,1.050948,0.922257,1.066062,1.347499,1.105950,0.969657,0.769215,0.798275,0.955251,1.135565,1.011224,0.808180,0.760129,0.922046,1.111688,1.315859,1.046778,1.001475,1.075175,1.149363,1.213368,0.973311,0.845012,0.397112,1.064588,0.971369,0.783540,1.056167,1.269271,1.063150,1.136200,0.761401,0.954277,1.075737,1.383058,1.123647,1.257866,1.102214,1.163466,0.766188,1.118859,0.901698,1.123147,1.003206,1.312739,1.040367,0.998757,0.767195,1.131085,1.052442,1.281922,1.058205,0.794933,0.251002,0.965009,1.207810
seq1,0.747918,0.970530,0.852520,0.964391,0.965330,0.951300,0.984430,1.187697,0.967485,0.958343,1.101605,0.876277,0.803855,0.975191,0.893245,0.807135,1.070892,0.999472,0.786628,0.889619,1.009842,0.869718,0.924586,0.994419,0.806548,1.063970,1.375409,1.034253,0.922772,0.922559,0.827588,0.935032,0.639824,0.869505,0.814287,0.713100,0.801513,0.767467,0.756300,0.880355,0.896126,1.063013,0.780809,0.774145,0.950946,0.757137,0.948619,1.136079,0.804983,1.122040,0.973163,0.796568,1.096539,1.119330,1.001839,1.046874,1.114054,0.998697,1.141506,1.138774,0.852732,0.897743,0.790724,1.018958,1.127749,0.766527,1.072278,1.073388,0.794063,0.775300,0.978488,0.830410,0.870875,1.104758,0.987684,1.082401,1.175428,1.041240,0.921631,1.215433,1.083086,1.222594,1.280380,1.146860,0.926350,1.218460,1.016749,1.050286,1.023421,1.120856
seq2,0.762579,0.746613,0.784205,1.027331,0.850583,1.118881,1.037564,1.022215,1.082830,0.929726,1.173099,1.003269,0.898615,0.970798,1.052692,0.955510,0.951491,0.919707,1.024356,1.130369,1.091325,0.867442,0.936215,0.900492,1.070154,0.840167,0.774689,0.940770,0.656944,0.897937,1.039884,1.140958,0.934143,0.871975,0.802801,1.159501,1.205740,0.841974,0.901705,1.147014,0.982693,0.966361,0.922229,1.011907,0.961497,1.016009,0.905467,0.933718,0.936994,1.093564,0.883661,1.052904,0.850774,1.010729,1.037945,0.742454,0.825092,1.064396,1.007862,0.771736,1.053365,0.857086,1.060698,0.916331,0.792503,1.006987,1.098148,1.073414,0.863569,0.802653,0.884070,1.077866,0.969593,0.985481,0.821534,1.088230,1.109262,0.994801,0.961799,1.006868,1.024331,1.197809,1.112748,0.883995,1.136824,0.915059,1.162263,0.986352,0.889601,1.096789
seq3,0.880343,1.204885,1.196766,0.981216,1.024188,1.018314,0.923168,0.896866,0.895376,0.891255,1.058589,0.985820,0.801828,0.828438,0.889681,1.020740,1.122603,0.951853,0.812037,1.013703,1.078318,0.712713,0.798034,1.103076,1.188853,0.893010,0.834554,0.762029,0.796166,1.111787,0.940434,1.094939,0.954780,1.049518,1.200699,1.141761,1.015569,1.171858,0.873308,0.905992,1.121447,1.113631,1.007041,1.164174,1.025587,0.793570,1.032207,0.944567,0.802508,0.862009,1.070691,1.099031,0.967900,1.222580,0.953468,0.924811,0.852790,0.940460,0.848581,1.002255,1.097187,0.777247,1.022743,0.784189,1.017616,1.072791,0.897161,0.969928,1.190474,1.116027,0.812299,1.028960,0.946026,0.994786,0.572180,1.147279,0.977815,0.957234,0.793039,1.034795,1.128076,0.854654,1.000048,1.134784,1.040760,0.978980,1.068523,1.116334,1.079601,0.796475
seq4,0.881261,1.025533,1.172829,1.115448,1.012509,1.144473,1.054661,0.775869,0.951050,0.829499,0.898270,1.100819,1.015537,1.059230,1.089531,1.106998,1.095879,0.795275,0.938920,0.886894,0.835438,0.964335,1.055971,1.251597,1.196237,0.924251,1.028486,0.774962,0.949353,1.050461,0.922415,0.972043,0.969265,0.934738,1.086223,1.009025,0.791905,0.960153,1.222507,0.894355,1.037968,1.117205,0.881838,0.952093,1.018817,1.048643,0.896434,0.936439,1.191715,0.856382,1.066741,1.112242,1.097369,0.951933,1.164505,0.965161,0.740667,0.904598,1.215080,0.970792,0.987561,0.956881,1.011578,1.299894,1.000160,1.007732,0.964573,0.859826,1.208847,0.972590,0.947273,1.056557,0.840224,0.875444,0.996618,0.793221,1.157643,0.843053,1.036397,0.994237,0.739548,0.986768,1.093286,0.983325,1.101641,0.868752,0.923840,0.780073,0.948455,1.210940
seq5,1.184239,1.005034,1.000429,1.195535,0.903898,1.056220,1.091525,0.984470,1.250757,1.048841,1.101879,0.978507,0.976536,1.335770,1.045036,0.893495,1.049141,1.034032,0.937756,1.200360,0.746382,1.085789,1.067092,0.965172,1.202983,1.181191,0.971883,1.110444,0.790768,1.065545,1.154415,1.061582,0.951564,1.127322,0.925792,1.212195,0.952030,1.165913,0.878990,0.888481,1.084053,1.024309,1.201656,0.936253,1.076024,1.170378,0.993375,1.199521,0.863097,1.049530,1.208335,0.968624,1.123527,1.099159,1.173114,1.162413,0.944845,1.018948,0.846750,0.982080,0.842539,1.051272,0.947530,0.979929,1.006135,1.129143,0.871542,1.010677,0.974083,1.071349,1.097274,0.786872,1.059671,0.969470,1.006166,0.932711,1.220710,1.269844,0.836219,1.095706,1.136300,1.136646,0.959647,1.074111,1.458671,1.361316,1.281885,1.043605,1.100913,1.133150
seq6,0.813038,1.069625,0.914660,0.947776,1.080847,1.029001,1.011801,1.103149,0.918979,1.063263,1.078750,1.047100,0.957769,0.973559,0.930150,1.049454,0.962810,0.744582,0.687595,0.807700,0.968549,0.818163,0.910369,0.901412,0.954363,0.921403,0.951799,0.946486,1.108369,1.182306,0.880890,1.057288,0.908934,0.758589,0.911883,1.199248,1.011504,0.784872,0.912781,0.973891,0.888753,1.063063,0.752391,1.205189,1.098448,1.100986,1.034642,1.067328,1.203223,0.891808,0.856920,1.027375,1.225975,0.887361,0.863753,1.005338,1.395197,1.027529,0.921423,0.827511,1.118649,1.167394,0.982329,0.765977,0.966253,1.270495,1.022967,0.847102,1.155903,1.142835,0.902049,1.122030,0.999503,1.137535,0.849763,1.157107,1.068979,0.797826,1.171146,1.004649,1.020526,0.894787,1.129304,1.157591,0.795073,0.754360,1.369869,1.088245,0.746663,0.832863
seq7,0.967789,0.968215,0.850076,0.930181,1.130285,1.069355,1.001276,1.151600,1.150258,1.018182,0.956147,1.022745,1.015710,0.880836,0.685715,1.020562,0.870101,0.838597,0.943384,0.993333,0.998169,1.072039,1.041200,1.238710,1.029523,1.152212,1.112049,1.084602,0.843656,0.989184,1.153615,1.086587,0.908872,0.842482,0.992981,1.186792,1.070809,1.015682,0.958788,1.062191,1.038064,0.776099,0.946422,1.039379,0.937013,0.919502,0.850102,1.353175,0.881897,0.988351,1.124457,1.148942,0.937220,0.918632,0.955177,1.141502,0.921514,1.066678,0.882491,1.166079,1.002922,0.850977,1.032524,1.144331,1.132019,1.136292,0.911256,1.082042,0.836731,1.127463,1.056178,1.224055,1.119961,0.892054,1.004785,0.916999,0.954671,1.135905,1.032483,1.173467,1.103708,0.900519,1.012047,0.776751,1.033204,1.065795,1.173298,0.984401,0.975092,1.090247
seq8,0.842338,1.206238,1.314369,1.099196,0.817154,0.857306,1.045906,1.139649,0.992193,0.942436,0.890834,1.126547,1.026706,0.848678,0.667314,0.682444,0.980177,0.851934,0.750607,0.869254,0.815657,0.931208,0.854381,0.547155,0.721767,0.844911,0.979072,0.946839,0.751423,0.792690,1.183058,0.834534,1.192999,1.010002,1.002420,0.983712,1.011334,1.036806,1.031988,0.967779,0.993036,1.066006,1.094410,0.737262,1.102485,0.864098,0.891530,1.027371,0.966067,0.939640,1.076625,0.673550,1.051325,0.733568,0.945904,1.044684,0.911175,1.037397,0.969956,0.950487,1.096980,1.060321,1.056901,0.883073,0.823090,0.852412,1.139264,0.795345,0.869296,1.001099,0.949280,1.010921,0.766040,0.935423,1.042837,0.843753,0.752647,0.839430,0.986234,1.130776,0.865174,0.611647,1.123975,1.151772,0.910074,0.844432,0.756257,1.183658,1.103401,0.742915
seq9,0.821822,0.958965,0.941512,0.854629,0.819516,0.932051,1.158939,1.115268,0.940059,1.086372,0.805392,0.937903,0.999372,0.887996,0.954321,0.871597,1.169251,1.266649,1.251153,1.095137,1.145132,1.154638,1.230195,1.246725,0.995087,1.177582,0.967020,0.908703,1.167161,1.212805,1.317197,0.789170,1.094026,1.113472,0.874075,1.307170,0.694549,1.432394,0.614312,1.298645,0.966643,1.035363,1.309866,0.682078,1.382201,0.739066,1.219092,0.770210,1.188214,1.248728,0.922659,1.365397,0.531756,1.385838,0.735115,1.220916,1.135235,0.755447,1.346208,0.673270,1.032297,1.138264,0.930465,0.792307,1.049942,0.972060,0.861589,0.808815,0.899067,0.999103,0.739088,0.865409,0.926922,0.620916,0.856822,0.952633,1.010564,0.820470,0.937748,0.992182,0.938880,0.741175,1.036198,0.928133,0.776872,0.950715,0.975923,0.776198,1.078236,0.765557
