Feature,[G3.3.1.1.1],[G3.3.1.1.2],[G3.3.1.1.3],[G3.3.1.1.4],[G3.3.1.1.5],[G3.3.1.1.6],[G3.3.1.1.7],[G3.3.1.1.8],[G3.3.1.1.9],[G3.3.1.1.10],[G3.3.1.1.11],[G3.3.1.1.12],[G3.3.1.1.13],[G3.3.1.1.14],[G3.3.1.1.15],[G3.3.1.1.16],[G3.3.1.1.17],[G3.3.1.1.18],[G3.3.1.1.19],[G3.3.1.1.20],[G3.3.1.1.21],[G3.3.1.1.22],[G3.3.1.1.23],[G3.3.1.1.24],[G3.3.1.1.25],[G3.3.1.1.26],[G3.3.1.1.27],[G3.3.1.1.28],[G3.3.1.1.29],[G3.3.1.1.30],[G3.3.2.1.1],[G3.3.2.1.2],[G3.3.2.1.3],[G3.3.2.1.4],[G3.3.2.1.5],[G3.3.2.1.6],[G3.3.2.1.7],[G3.3.2.1.8],[G3.3.2.1.9],[G3.3.2.1.10],[G3.3.2.1.11],[G3.3.2.1.12],[G3.3.2.1.13],[G3.3.2.1.14],[G3.3.2.1.15],[G3.3.2.1.16],[G3.3.2.1.17],[G3.3.2.1.18],[G3.3.2.1.19],[G3.3.2.1.20],[G3.3.2.1.21],[G3.3.2.1.22],[G3.3.2.1.23],[G3.3.2.1.24],[G3.3.2.1.25],[G3.3.2.1.26],[G3.3.2.1.27],[G3.3.2.1.28],[G3.3.2.1.29],[G3.3.2.1.30],[G3.3.4.1.1],[G3.3.4.1.2],[G3.3.4.1.3],[G3.3.4.1.4],[G3.3.4.1.5],[G3.3.4.1.6],[G3.3.4.1.7],[G3.3.4.1.8],[G3.3.4.1.9],[G3.3.4.1.10],[G3.3.4.1.11],[G3.3.4.1.12],[G3.3.4.1.13],[G3.3.4.1.14],[G3.3.4.1.15],[G3.3.4.1.16],[G3.3.4.1.17],[G3.3.4.1.18],[G3.3.4.1.19],[G3.3.4.1.20],[G3.3.4.1.21],[G3.3.4.1.22],[G3.3.4.1.23],[G3.3.4.1.24],[G3.3.4.1.25],[G3.3.4.1.26],[G3.3.4.1.27],[G3.3.4.1.28],[G3.3.4.1.29],[G3.3.4.1.30]
seq8000,0.785751,0.951059,0.956380,1.058477,1.073754,1.164550,1.093085,1.225204,1.120555,1.188425,1.250296,1.074440,1.224829,1.183021,1.184009,1.025054,0.968845,1.298401,1.267753,1.175608,0.883816,0.970451,0.879822,0.655688,1.025664,0.882553,0.951532,1.083034,1.107237,0.970835,0.905965,1.021773,1.106784,0.938169,0.968465,1.039775,1.076595,1.077547,0.952511,1.117194,1.177484,1.017837,0.898838,1.033903,1.178855,0.851052,0.779016,0.868025,1.075998,0.938784,0.939135,0.784180,0.989939,1.159279,1.141436,1.087251,0.973945,1.021064,0.858635,0.883216,0.946832,0.764814,0.923035,0.798723,0.817396,1.002567,0.795447,0.791211,0.763174,1.087308,1.102983,1.020490,0.940723,1.078937,1.121239,1.039061,1.157665,1.293541,1.212202,1.241284,0.989864,1.163004,0.958278,1.088450,0.946373,1.120469,1.186557,0.980162,0.864488,0.814198
seq8001,0.948363,0.958166,0.864529,1.222457,1.069814,1.146266,1.059077,1.100389,1.198940,0.755867,0.983827,0.995944,0.728817,1.043002,0.932473,1.102945,0.831300,1.030605,1.041391,0.761990,1.104283,0.868508,0.831965,1.025681,0.923280,1.132976,0.901297,0.850810,0.999460,0.603626,1.083871,0.989726,0.930090,0.848526,0.852532,1.038142,1.003462,0.975833,1.000756,1.056983,0.864281,0.973276,0.986575,1.110729,0.864495,0.891955,0.976208,1.049190,0.996777,1.165993,1.001321,0.911335,1.092278,1.021327,1.180907,0.785297,0.839339,1.045930,0.925384,0.802287,0.944279,0.944164,0.825228,0.972171,0.865113,1.049107,1.031205,1.113040,0.820316,1.028597,1.066714,0.888593,0.983936,0.898188,1.044232,1.015778,0.986442,0.973552,1.155299,0.914635,0.981339,0.978037,0.979540,0.944480,0.937208,0.809992,0.573448,1.250319,1.003727,0.819329
seq8002,1.174659,0.961010,0.927044,1.074848,1.017679,1.079025,1.015479,1.191729,0.970311,1.016850,1.007353,0.940069,1.126328,0.956923,0.979112,1.213229,1.116889,1.103933,0.848344,0.662868,1.089178,0.894212,0.902875,1.025152,0.917576,0.915316,1.061738,1.346370,0.708239,1.130030,1.002290,1.088225,0.995189,1.050524,1.203251,1.036341,1.037081,1.029308,1.205148,0.912472,0.753523,1.087052,1.094871,0.934781,0.946223,1.344929,1.107424,1.128541,1.013318,1.066293,0.797532,0.833075,1.150100,1.272307,0.835091,1.194609,1.129351,1.150466,0.975333,1.054790,1.072802,1.034296,0.769338,1.038151,1.039906,1.022575,0.972142,0.951401,1.084512,0.989555,0.858432,0.979488,0.990381,0.878710,0.889793,0.872771,0.842093,1.100120,0.713695,1.082191,1.107293,0.790124,1.177900,0.992158,0.819345,1.035491,0.886580,1.027154,0.937288,1.179524
seq8003,1.076115,0.839380,0.782170,0.846084,0.955536,0.753158,1.103975,0.816990,1.007751,0.855035,1.007297,0.838795,1.093220,0.888965,1.103715,0.955078,1.061377,1.101107,1.224396,1.017414,1.196255,0.875148,1.204250,1.112241,1.145805,1.068455,1.069286,1.276263,1.265299,1.106719,1.089518,0.905160,0.782447,1.138398,0.726715,0.961520,1.257439,0.961916,1.018652,0.999122,1.040204,1.084141,0.927538,0.988557,0.937164,1.024857,1.138113,0.822487,0.956060,1.069848,0.890090,1.235962,0.836826,1.113074,1.067382,1.004245,1.119436,0.925801,1.058981,1.063132,0.957624,0.759246,1.005681,1.039372,0.824793,1.057760,0.748385,0.981763,0.740562,0.909088,1.080739,0.825244,0.826845,0.843024,0.832301,1.003700,0.835848,0.919384,0.937173,1.027567,0.872166,0.721961,0.982285,1.110753,1.080007,1.085487,0.899847,1.076658,0.829094,0.949719
seq8004,1.002703,0.736183,0.964768,1.058614,0.879798,1.139927,0.988881,1.006039,1.163974,0.995420,1.147364,1.011925,1.169587,1.152668,1.003741,1.166469,1.208415,0.906450,1.204128,1.003419,1.194408,1.253773,0.890002,1.364447,0.940987,1.297900,1.262676,1.178873,1.129263,0.755593,1.014894,1.099189,1.229220,1.049877,0.897512,1.071831,1.041561,0.827604,0.982294,1.031909,1.026788,1.085376,0.902230,1.055760,1.096452,0.870093,1.197460,0.911095,1.246100,0.965675,0.791351,0.985700,1.146610,1.052127,1.112406,0.858639,1.025515,0.975344,0.699906,1.029278,0.957451,0.893467,1.009337,1.085051,1.032494,0.902068,1.098329,0.948990,0.909698,0.940599,0.897812,1.054636,1.026637,0.973599,0.896280,0.922977,1.001742,0.836134,1.069771,0.824688,0.699643,0.932409,1.090216,0.898211,1.088604,0.904061,1.050174,0.901215,0.963807,1.050224
seq8005,1.009246,0.961735,1.132272,1.103916,1.218520,0.830472,1.099544,1.029631,0.970615,1.160395,1.225940,1.000932,1.016453,0.867182,1.085028,1.088613,1.130562,1.194868,1.025180,1.175131,1.241909,0.906916,0.932587,1.203545,0.953530,1.140513,1.177737,1.030891,0.901094,1.203769,1.146539,1.050845,0.890273,0.973582,0.908905,1.099169,0.789586,1.215338,0.968143,0.902864,1.042430,0.980122,1.048603,0.888895,1.282708,0.946492,0.843579,1.169541,0.860478,1.090381,0.976833,1.012102,0.848877,0.851387,1.238216,0.792349,1.123178,1.288339,1.150109,0.826215,1.096359,0.914874,0.925655,0.927472,0.766543,0.998078,0.741281,0.994380,0.830221,0.970215,0.969386,0.762421,1.000112,0.698273,0.743303,0.975606,0.915595,0.871528,0.834456,0.871263,0.837854,1.052630,0.845283,1.043072,1.112843,0.754974,0.966836,0.984746,1.046749,1.036570
seq8006,0.854562,0.940980,0.983369,1.106028,1.075044,1.035174,0.898493,0.941664,0.741107,0.751258,0.905156,0.765577,1.010912,0.844687,1.209737,0.875573,0.845946,0.880500,0.934028,1.081577,0.943987,0.934009,0.678579,0.974282,1.090776,0.628920,1.259089,1.094699,1.064302,0.857946,1.135844,1.150116,1.044047,0.871016,0.957269,1.063225,0.905819,1.170275,1.095641,0.977811,1.219741,0.907250,0.819882,1.061169,1.090570,0.982747,0.904734,1.014602,0.993843,1.008358,1.154637,0.769954,0.944349,1.223471,0.841307,0.788209,0.991713,0.943003,0.889841,0.799224,1.044978,1.062890,0.963411,0.927482,0.860355,1.093707,0.861018,0.844064,0.870883,0.879532,1.271923,0.964491,0.743810,0.918517,1.049434,1.187393,0.805793,1.077230,1.214581,0.855060,1.006263,0.795373,1.102824,1.192743,1.064784,0.978732,0.896348,1.041254,0.783586,0.867467
seq8007,0.850041,1.040913,1.143777,1.003457,1.094548,0.735307,0.888454,1.102461,1.253634,1.016473,1.136478,1.040845,1.024514,1.049227,1.170590,1.140711,1.117930,1.066609,1.006347,0.931779,1.112381,1.089594,1.145478,1.122245,1.113987,0.826775,1.100173,1.034881,1.021989,0.865433,0.853561,0.902696,0.670573,0.970338,0.958822,0.887062,0.786024,0.866847,0.954249,0.804643,0.989751,0.836410,0.977619,1.037163,0.678594,0.947124,1.009932,0.762272,0.958781,0.938666,0.808311,0.730082,0.898843,1.014743,0.906071,1.078323,0.926032,1.145242,1.178201,0.952116,1.003675,0.933608,1.051551,0.956396,1.035109,0.798741,0.872717,0.984510,1.106779,0.856879,1.002855,0.919210,1.076324,1.118582,1.016332,0.973190,0.870095,0.914827,0.999623,0.976327,1.147610,1.138887,1.088670,1.236442,1.226742,1.124203,0.915385,1.191022,1.177994,1.188763
seq8008,0.903001,0.950996,0.899298,1.040893,1.023110,1.072699,1.265484,1.067612,0.926597,0.989349,0.956291,1.136937,1.087575,1.079570,1.081888,1.080379,0.975222,1.126982,0.966476,0.765125,0.896028,0.853126,0.772207,0.866100,0.897601,0.844233,1.132835,1.088189,1.020769,1.067110,0.894865,1.023283,1.172792,1.178698,1.222158,1.066937,0.813002,0.976382,0.871255,1.083360,0.977843,1.312219,1.107044,1.086186,1.024713,0.755010,0.973053,0.929642,1.168285,0.759149,1.202337,1.095843,1.129860,1.076003,0.893124,0.940534,0.854206,1.110758,0.921937,1.020429,1.044626,0.979402,1.041925,1.066990,0.941264,0.943844,0.732041,0.799489,1.102217,0.953190,0.946654,1.122645,1.100784,0.962768,0.721318,0.918539,1.151279,1.029484,1.070253,1.161190,0.919088,0.897586,0.897677,1.302018,1.061809,0.983861,1.113662,1.116794,0.901875,0.755930
seq8009,1.077499,0.995645,1.195935,0.880797,1.083386,1.052481,0.903129,0.943324,0.859907,1.013906,0.865086,1.243083,0.911092,0.892790,0.861335,1.039739,0.981291,1.092118,0.931669,1.073540,0.854659,0.971162,0.855863,1.117462,1.016984,1.123733,1.034423,1.014917,1.211838,0.759692,0.989123,1.003760,0.924713,1.147886,1.058723,1.115557,1.082297,1.174378,1.103646,1.108269,0.991568,0.734369,0.936131,0.882456,0.957083,0.959342,1.054438,1.141541,1.115607,1.190605,1.125646,1.145129,1.222789,0.733368,0.993418,0.911497,0.565156,0.900538,0.787161,0.988174,0.924786,0.927116,1.047683,0.830993,0.766217,0.898229,0.962634,0.933344,0.851052,0.793553,0.804192,0.876244,0.991178,0.920171,0.673216,0.916375,0.919275,1.092262,0.762594,0.911896,0.756702,0.969809,0.879966,0.868171,0.862602,0.879487,1.002792,0.953775,0.751513,0.867369
